query,cliques,impressoes,ctr,posicao,oportunidade_seo
churts,0,1,0.0,3.0,False
chustz,0,1,0.0,1.0,False
chuteira campo adidas crazyfast,0,1,0.0,2.0,False
chuteira do cr7 original preço,0,1,0.0,1.0,False
chuteira futsal,0,1,0.0,10.0,False
chuteira futsal neymar,0,1,0.0,8.0,False
chuteira nike beco society,0,1,0.0,4.0,False
chuteiras dia do consumidor 2025,0,1,0.0,50.0,False
chutg,0,1,0.0,2.0,False
chuts,0,1,0.0,3.0,False
chutx,0,2,0.0,1.0,False
chutz,0,4,0.0,9.25,True
chutza,0,1,0.0,1.0,False
chutzi,0,1,0.0,1.0,False
château du valle restaurante fotos,0,2,0.0,4.0,False
cia mari,0,6,0.0,6.166666666666667,True
cia marinha,0,1,0.0,2.0,False
cia maritima,0,72,0.0,28.73611111111111,True
cia maritima balneario,0,44,0.0,12.113636363636363,True
cia maritima balneario camboriu,0,319,0.0,12.344827586206897,True
cia maritima balneario shopping,0,19,0.0,7.2631578947368425,True
cia maritima bc,0,15,0.0,8.066666666666666,True
cia maritima beachwear,0,1,0.0,43.0,False
cia maritima bh,0,23,0.0,25.391304347826086,True
cia maritima bh shopping,0,105,0.0,9.333333333333334,True
cia maritima boulevard,0,1,0.0,51.0,False
cia maritima brasilia,0,5,0.0,41.2,True
cia maritima center norte,0,6,0.0,14.333333333333334,True
cia maritima cnpj,0,1,0.0,1.0,False
cia maritima diamond mall,0,5,0.0,10.8,True
cia maritima eldorado,0,1,0.0,13.0,False
cia maritima joinville,0,9,0.0,11.333333333333334,True
cia maritima logo,0,1,0.0,47.0,False
cia maritima loja,0,10,0.0,52.1,True
cia maritima lojas,0,31,0.0,23.225806451612904,True
cia maritima lojas bh,0,4,0.0,11.75,True
cia maritima lojas mais proximas,0,1,0.0,81.0,False
cia maritima maios,0,10,0.0,61.2,True
cia maritima moda praia,0,1,0.0,93.0,False
cia maritima oscar freire,0,1,0.0,34.0,False
cia maritima park shopping,0,2,0.0,10.0,False
cia maritima shopping,0,2,0.0,8.0,False
cia maritima shopping eldorado,0,2,0.0,10.0,False
cia maritima shopping ibirapuera,0,1,0.0,11.0,False
cia maritima shopping mooca,0,11,0.0,10.727272727272727,True
cia maritima site,0,1,0.0,26.0,False
cia maritima turismo,0,10,0.0,8.3,True
cia maritima uberlandia,0,20,0.0,12.9,True
cia marítima,0,7,0.0,27.571428571428573,True
cia marítima beachwear,0,9,0.0,76.44444444444444,True
cia marítima curitiba,0,1,0.0,60.0,False
cia marítima loja,0,1,0.0,74.0,False
cia marítima lojas,0,8,0.0,13.0,True
cia marítima moda praia,0,2,0.0,89.0,False
cia marítima outlet premium,0,3,0.0,46.333333333333336,True
cia. maritima,0,2,0.0,35.0,False
cia. marítima,0,4,0.0,6.25,True
cia.maritima,0,1,0.0,41.0,False
cia.marítima,0,1,0.0,42.0,False
ciamaritima,0,321,0.0,17.445482866043612,True
ciamaritima beachwear,0,2,0.0,63.5,False
ciamaritima site,0,1,0.0,74.0,False
cidade blumenau,0,2,0.0,67.0,False
cidade blumenau santa catarina,0,2,0.0,79.0,False
cidade com maior idh do brasil,0,27,0.0,88.18518518518519,True
cidade com maior pib de santa catarina,0,2,0.0,64.5,False
cidade com maior pib per capita do brasil,0,2,0.0,77.5,False
cidade com mais shoppings no brasil,0,1,0.0,40.0,False
cidade com melhor idh do brasil,0,9,0.0,97.66666666666667,True
cidade com o maior idh do brasil,0,14,0.0,94.5,True
cidade de balneario camboriu,0,1,0.0,75.0,False
cidade de blumenau,0,1,0.0,64.0,False
cidade de blumenau santa catarina,0,1,0.0,75.0,False
cidade do porto shopping,0,2,0.0,79.0,False
cidade maior idh brasil,0,7,0.0,88.57142857142857,True
cidade norte shopping,0,12,0.0,56.75,True
cidade perto de blumenau,0,1,0.0,80.0,False
cidade porto shopping,0,2,0.0,91.5,False
cidades brasileiras com maior idh,0,6,0.0,86.16666666666667,True
cidades com maior idh de santa catarina,0,1,0.0,53.0,False
cidades com maior idh do brasil,0,4,0.0,85.5,True
cidades com maior pib,0,1,0.0,97.0,False
cidades com maior pib no brasil,0,1,0.0,87.0,False
cidades com maior pib per capita do brasil,0,8,0.0,63.625,True
cidades com melhor idh do brasil,0,6,0.0,90.33333333333333,True
cidades da grande florianópolis,0,6,0.0,68.83333333333333,True
cidades de balneário camboriú,0,1,0.0,97.0,False
cidades entre balneário camboriú e florianópolis,0,1,0.0,79.0,False
cidades grande florianopolis,0,1,0.0,58.0,False
cidades maior idh brasil,0,9,0.0,89.22222222222223,True
cidades mais desenvolvidas de santa catarina,0,1,0.0,35.0,False
cidades mais desenvolvidas de são paulo,0,1,0.0,83.0,False
cidades mais desenvolvidas do brasil,0,104,0.0,72.47115384615384,True
cidades mais modernas do brasil,0,1,0.0,73.0,False
cidades mais ricas de santa catarina,0,8,0.0,54.0,True
cidades mais ricas de santa catarina 2025,0,1,0.0,1.0,False
cidades mais ricas do brasil,0,18,0.0,96.38888888888889,True
cidades mais ricas do brasil per capita,0,2,0.0,77.0,False
cidades mais ricas do norte,0,1,0.0,50.0,False
cidades perto de blumenau,0,7,0.0,76.42857142857143,True
cidades proximas a balneario camboriu,0,1,0.0,94.0,False
cidades proximas a balneário camboriú,0,4,0.0,90.0,True
cidades próximas a blumenau,0,7,0.0,63.857142857142854,True
cidades próximas a joinville,0,1,0.0,96.0,False
cidades que tem shopping,0,8,0.0,10.25,True
cimbic,0,6,0.0,9.0,True
cine balneario,0,2,0.0,37.0,False
cine balneario camboriu,0,22,0.0,43.77272727272727,True
cine blumenau,0,1,0.0,98.0,False
cine continente,0,2,0.0,44.5,False
cine criciuma,0,1,0.0,84.0,False
cine floripa shopping,0,7,0.0,64.85714285714286,True
cine junior zona este,0,1,0.0,34.0,False
cine nacoes,0,4,0.0,30.75,True
cine shopping norte sul,0,2,0.0,56.0,False
cinema,0,23,0.0,4.869565217391305,True
cinema alameda,0,37,0.0,71.21621621621621,True
cinema alameda porto,0,1,0.0,52.0,False
cinema alameda shopping,0,27,0.0,63.25925925925926,True
cinema arcoplex atlântico em balneário camboriú,0,13,0.0,32.53846153846154,True
cinema atlântico shopping,0,1,0.0,5.0,False
cinema atlântico shopping balneário camboriú,0,1,0.0,28.0,False
cinema balneario,0,49,0.0,22.816326530612244,True
cinema balneario camboriu shopping,0,70,0.0,20.271428571428572,True
cinema balneario camboriú,0,6,0.0,34.5,True
cinema balneario shoping,0,41,0.0,9.292682926829269,True
cinema balneario shopping,0,2003,0.0,10.103344982526211,True
cinema balneario shopping atlantico,0,2,0.0,9.5,False
cinema balneario shopping horarios,0,1,0.0,13.0,False
cinema balneario shopping programação,0,1,0.0,25.0,False
cinema balneario shopping promoção,0,10,0.0,13.0,True
cinema balneario.camboriu,0,5,0.0,9.8,True
cinema balneario.shopping,0,56,0.0,10.285714285714286,True
cinema balneário,0,9,0.0,34.333333333333336,True
cinema balneário camboriu,0,5,0.0,32.2,True
cinema balneário camboriú atlântico shopping,0,2,0.0,14.0,False
cinema balneário camboriú filmes,0,3,0.0,32.66666666666667,True
cinema balneário camboriú gnc,0,20,0.0,24.0,True
cinema balneário camboriú shopping,0,229,0.0,14.860262008733624,True
cinema balneário camboriú shopping atlantico,0,3,0.0,16.666666666666664,True
cinema balneário shopping filmes,0,41,0.0,11.512195121951219,True
cinema balneário shopping filmes em cartaz,0,31,0.0,12.935483870967742,True
cinema balneário shopping gnc,0,9,0.0,13.222222222222221,True
cinema balneário shopping valor do ingresso,0,177,0.0,11.293785310734464,True
cinema bc,0,10,0.0,27.1,True
cinema bc shopping,0,11,0.0,21.818181818181817,True
cinema bc shopping atlantico,0,1,0.0,24.0,False
cinema bc shopping balneario camboriu,0,3,0.0,11.0,True
cinema bc shopping gnc,0,1,0.0,26.0,False
cinema beira mar shopping,0,2,0.0,78.5,False
cinema beira mar shopping florianopolis,0,8,0.0,44.75,True
cinema beiramar florianopolis,0,1,0.0,58.0,False
cinema beiramar shopping florianópolis,0,1,0.0,11.0,False
cinema blumenau,0,124,0.0,27.903225806451612,True
cinema blumenau neumarkt,0,5,0.0,23.0,True
cinema blumenau norte,0,18,0.0,50.05555555555556,True
cinema blumenau norte shopping,0,49,0.0,32.51020408163265,True
cinema blumenau park europeu,0,11,0.0,36.27272727272727,True
cinema blumenau sc,0,3,0.0,28.666666666666668,True
cinema blumenau shopping,0,1,0.0,43.0,False
cinema blumenau shopping neumarkt,0,4,0.0,20.25,True
cinema blumenau shopping norte,0,10,0.0,29.5,True
cinema blumenau shopping park europeu,0,2,0.0,28.5,False
cinema bs,0,1,0.0,11.0,False
cinema camboriu,0,27,0.0,51.44444444444444,True
cinema camboriu shopping,0,3,0.0,40.666666666666664,True
cinema camboriu shopping atlantico,0,1,0.0,26.0,False
cinema camboriú shopping,0,7,0.0,11.285714285714286,True
cinema catarina outlet,0,9,0.0,58.77777777777778,True
cinema center norte,0,1,0.0,62.0,False
cinema cento white park,0,1,0.0,34.0,False
cinema chapeco,0,78,0.0,59.67948717948718,True
cinema chapeco shopping,0,1,0.0,39.0,False
cinema chapecó,0,10,0.0,56.0,True
cinema chapecó shopping,0,4,0.0,38.75,True
cinema cinépolis continente park em são josé,0,5,0.0,48.2,True
cinema continental,0,11,0.0,30.545454545454547,True
cinema continental shopping,0,6,0.0,40.0,True
cinema continente,0,52,0.0,45.17307692307692,True
cinema continente park,0,3,0.0,34.0,True
cinema continente park shopping,0,36,0.0,32.861111111111114,True
cinema continente shopping,0,177,0.0,29.35593220338983,True
cinema continente shopping comprar ingresso,0,15,0.0,11.533333333333333,True
cinema continente shopping preço,0,4,0.0,31.0,True
cinema continente shopping sao jose,0,1,0.0,34.0,False
cinema continente shopping são josé sc,0,5,0.0,20.6,True
cinema continete,0,4,0.0,35.0,True
cinema criciuma,0,24,0.0,49.125,True
cinema criciuma nações,0,5,0.0,29.4,True
cinema criciuma shoping,0,1,0.0,9.0,False
cinema criciuma shopping,0,12,0.0,42.333333333333336,True
cinema criciúma,0,3,0.0,37.333333333333336,True
cinema criciúma shopping,0,15,0.0,42.93333333333333,True
cinema curitiba barigui,0,1,0.0,66.0,False
cinema de balneario,0,3,0.0,5.0,True
cinema de balneário camboriú,0,16,0.0,28.0625,True
cinema de blumenau,0,2,0.0,60.5,False
cinema de cambui,0,5,0.0,82.2,True
cinema de chapecó,0,1,0.0,62.0,False
cinema de itajai,0,1,0.0,83.0,False
cinema de joinville,0,4,0.0,75.75,True
cinema de lages,0,6,0.0,63.166666666666664,True
cinema do alameda,0,3,0.0,78.0,True
cinema do balneário shopping,0,10,0.0,11.5,True
cinema do continente,0,2,0.0,45.0,False
cinema do floripa shopping,0,30,0.0,65.13333333333334,True
cinema do norte shopping blumenau,0,14,0.0,39.214285714285715,True
cinema do park europeu,0,1,0.0,32.0,False
cinema do shopping balneário camboriú,0,3,0.0,40.0,True
cinema do shopping center,0,1,0.0,12.0,False
cinema do shopping continental,0,1,0.0,51.0,False
cinema do shopping continente,0,8,0.0,40.75,True
cinema do shopping de balneário camboriú,0,1,0.0,12.0,False
cinema do shopping floripa,0,1,0.0,63.0,False
cinema do shopping garten,0,2,0.0,42.0,False
cinema do shopping neumarkt,0,1,0.0,5.0,False
cinema do shopping norte sul,0,6,0.0,57.5,True
cinema do shopping park europeu,0,4,0.0,38.25,True
cinema em balneario,0,4,0.0,12.0,True
cinema em balneario camboriu,0,24,0.0,42.916666666666664,True
cinema em balneario camboriu gnc,0,4,0.0,35.5,True
cinema em balneario camboriu shopping atlantico,0,1,0.0,26.0,False
cinema em balneário,0,1,0.0,12.0,False
cinema em balneário camboriú,0,85,0.0,29.776470588235295,True
cinema em balneário camboriú shopping,0,4,0.0,1.0,True
cinema em balneário shopping,0,8,0.0,11.625,True
cinema em bc,0,4,0.0,35.25,True
cinema em blumenau,0,24,0.0,46.833333333333336,True
cinema em blumenau neumarkt,0,2,0.0,28.0,False
cinema em blumenau norte shopping,0,11,0.0,26.818181818181817,True
cinema em blumenau park europeu,0,1,0.0,37.0,False
cinema em camboriú,0,1,0.0,57.0,False
cinema em chapeco,0,6,0.0,57.5,True
cinema em chapecó,0,6,0.0,57.333333333333336,True
cinema em criciuma,0,3,0.0,55.666666666666664,True
cinema em criciúma,0,12,0.0,40.916666666666664,True
cinema em florianopolis,0,17,0.0,78.29411764705883,True
cinema em florianópolis,0,14,0.0,76.35714285714286,True
cinema em floripa,0,27,0.0,79.22222222222223,True
cinema em itajai,0,3,0.0,74.33333333333333,True
cinema em itajaí,0,1,0.0,58.0,False
cinema em jaragua do sul,0,5,0.0,60.8,True
cinema em jaraguá do sul,0,1,0.0,64.0,False
cinema em joinville,0,28,0.0,67.53571428571429,True
cinema em joinville garten,0,4,0.0,30.0,True
cinema em sao jose sc,0,2,0.0,72.5,False
cinema farol shopping,0,2,0.0,48.5,False
cinema fashion mall,0,1,0.0,59.0,False
cinema florianopolis,0,59,0.0,75.03389830508475,True
cinema florianópolis,0,20,0.0,75.0,True
cinema floripa,0,17,0.0,71.82352941176471,True
cinema floripa shoping,0,2,0.0,67.5,False
cinema floripa shopping,0,165,0.0,63.13333333333333,True
cinema fpolis,0,3,0.0,68.66666666666667,True
cinema garden,0,11,0.0,68.54545454545455,True
cinema garden shopping,0,21,0.0,76.52380952380952,True
cinema garten,0,83,0.0,27.08433734939759,True
cinema garten jlle,0,8,0.0,39.625,True
cinema garten joinville,0,31,0.0,39.41935483870968,True
cinema garten joinville preços ingressos,0,2,0.0,18.0,False
cinema garten shopping,0,35,0.0,39.25714285714286,True
cinema garten shopping joinville,0,30,0.0,30.133333333333333,True
cinema gnc balneario camboriu,0,1,0.0,60.0,False
cinema gnc balneário camboriú,0,2,0.0,37.0,False
cinema gnc balneário camboriú em balneário camboriú,0,10,0.0,36.4,True
cinema gnc balneário shopping,0,2,0.0,22.5,False
cinema gnc nações em criciúma,0,34,0.0,37.6764705882353,True
cinema itajai,0,12,0.0,62.833333333333336,True
cinema itajai sc,0,8,0.0,68.875,True
cinema itajai shopping,0,26,0.0,51.80769230769231,True
cinema itajai vip,0,2,0.0,73.0,False
cinema itajaí,0,3,0.0,67.0,True
cinema itajaí shopping,0,16,0.0,53.625,True
cinema jaragua do sul,0,87,0.0,57.42528735632184,True
cinema jaragua do sul sc,0,1,0.0,48.0,False
cinema jaraguá do sul,0,7,0.0,56.0,True
cinema jaraguá do sul sc,0,1,0.0,48.0,False
cinema jaraguá do sul shopping,0,2,0.0,31.0,False
cinema jlle,0,9,0.0,38.55555555555556,True
cinema joinville,0,76,0.0,53.526315789473685,True
cinema joinville garten,0,35,0.0,31.62857142857143,True
cinema joinville garten shopping,0,51,0.0,35.0,True
cinema joinville mueller,0,1,0.0,44.0,False
cinema joinville shopping garten,0,8,0.0,45.375,True
cinema joiville,0,1,0.0,50.0,False
cinema jr,0,2,0.0,62.0,False
cinema juniors,0,3,0.0,48.333333333333336,True
cinema lages,0,8,0.0,47.375,True
cinema lages sc,0,6,0.0,49.0,True
cinema mais shopping,0,1,0.0,85.0,False
cinema mall,0,1,0.0,74.0,False
cinema nacoes,0,20,0.0,26.0,True
cinema nacoes criciuma,0,1,0.0,24.0,False
cinema nacoes shoping,0,12,0.0,25.0,True
cinema nacoes shopping,0,12,0.0,27.0,True
cinema nacoes shopping criciuma,0,2,0.0,21.0,False
cinema naçoes,0,1,0.0,30.0,False
cinema naçoes shopping,0,9,0.0,27.77777777777778,True
cinema nações,0,9,0.0,31.11111111111111,True
cinema nações shopping,0,28,0.0,35.57142857142857,True
cinema nações shopping criciuma,0,2,0.0,32.5,False
cinema nações shopping criciúma,0,11,0.0,26.272727272727273,True
cinema nações shopping filmes em cartaz,0,1,0.0,68.0,False
cinema nações shopping valor,0,1,0.0,17.0,False
cinema neumarket,0,5,0.0,27.2,True
cinema neumarkt,0,55,0.0,32.27272727272727,True
cinema neumarkt blumenau,0,17,0.0,25.470588235294116,True
cinema neumarkt filmes,0,1,0.0,4.0,False
cinema neumarkt ingresso,0,1,0.0,4.0,False
cinema neumarkt shopping,0,5,0.0,23.0,True
cinema neumarkt shopping blumenau,0,1,0.0,19.0,False
cinema newmarketing,0,9,0.0,10.555555555555555,True
cinema newmarketing blumenau,0,2,0.0,5.0,False
cinema newmarkt,0,3,0.0,34.0,True
cinema no alameda,0,1,0.0,74.0,False
cinema no alameda shopping,0,1,0.0,77.0,False
cinema no balneário shopping,0,34,0.0,10.529411764705882,True
cinema no continente park,0,1,0.0,42.0,False
cinema no continente park shopping,0,4,0.0,30.75,True
cinema no criciúma shopping,0,1,0.0,45.0,False
cinema no floripa shopping,0,11,0.0,66.63636363636364,True
cinema no garten shopping joinville,0,1,0.0,44.0,False
cinema no norte shopping blumenau,0,4,0.0,36.5,True
cinema no park europeu,0,3,0.0,53.333333333333336,True
cinema no shopping balneário,0,1,0.0,10.0,False
cinema no shopping balneário camboriú,0,3,0.0,12.0,True
cinema no shopping continental,0,3,0.0,46.0,True
cinema no shopping continente,0,16,0.0,42.5625,True
cinema no shopping de balneário camboriú,0,1,0.0,1.0,False
cinema no shopping neumarkt,0,1,0.0,3.0,False
cinema no shopping norte blumenau,0,5,0.0,40.6,True
cinema no shopping norte sul,0,10,0.0,52.0,True
cinema norte shopping,0,1,0.0,23.0,False
cinema norte shopping blumenau,0,37,0.0,36.08108108108108,True
cinema norte shopping blumenau valor,0,6,0.0,4.0,True
cinema norte shopping valor,0,1,0.0,1.0,False
cinema norte shopping valor do ingresso,0,1,0.0,1.0,False
cinema norte sul,0,4,0.0,63.25,True
cinema norte sul plaza,0,3,0.0,59.333333333333336,True
cinema outlet catarina,0,2,0.0,62.5,False
cinema palhoça,0,1,0.0,71.0,False
cinema park europeu,0,26,0.0,33.30769230769231,True
cinema park europeu blumenau,0,5,0.0,33.0,True
cinema park shopping jaraguá do sul,0,4,0.0,44.75,True
cinema passeio das aguas,0,1,0.0,101.0,False
cinema porto belo,0,12,0.0,53.583333333333336,True
cinema praia grande,0,1,0.0,9.0,False
cinema santa ursula,0,7,0.0,1.1428571428571428,True
cinema santa ursula ribeirão preto,0,1,0.0,2.0,False
cinema santa úrsula,0,1,0.0,2.0,False
cinema sao jose sc,0,2,0.0,44.5,False
cinema sc,0,1,0.0,91.0,False
cinema shooping,0,1,0.0,4.0,False
cinema shoping,0,1,0.0,5.0,False
cinema shoping balneario,0,9,0.0,9.222222222222221,True
cinema shoping continental,0,2,0.0,49.5,False
cinema shoping continente,0,1,0.0,12.0,False
cinema shopping,0,6,0.0,1.8333333333333335,True
cinema shopping alameda,0,5,0.0,80.6,True
cinema shopping atlântico balneário camboriú,0,6,0.0,20.333333333333332,True
cinema shopping balneario,0,168,0.0,13.422619047619047,True
cinema shopping balneario camboriu,0,32,0.0,16.90625,True
cinema shopping balneario camboriu atlantico,0,1,0.0,28.0,False
cinema shopping balneario santos,0,8,0.0,14.5,True
cinema shopping balneário,0,71,0.0,10.28169014084507,True
cinema shopping balneário camboriú,0,175,0.0,10.588571428571429,True
cinema shopping bc,0,13,0.0,28.846153846153847,True
cinema shopping beira mar,0,3,0.0,78.33333333333333,True
cinema shopping beira mar florianopolis,0,8,0.0,49.0,True
cinema shopping beira mar floripa,0,1,0.0,55.0,False
cinema shopping blumenau,0,2,0.0,53.0,False
cinema shopping blumenau neumarkt,0,1,0.0,2.0,False
cinema shopping camboriu,0,8,0.0,27.75,True
cinema shopping catarina,0,4,0.0,73.25,True
cinema shopping center norte,0,3,0.0,48.666666666666664,True
cinema shopping chapecó,0,5,0.0,45.2,True
cinema shopping continental,0,15,0.0,51.86666666666667,True
cinema shopping continente,0,50,0.0,36.88,True
cinema shopping continente park,0,3,0.0,34.666666666666664,True
cinema shopping continente preço do ingresso,0,1,0.0,16.0,False
cinema shopping continente sao jose sc,0,2,0.0,27.5,False
cinema shopping continente são josé,0,4,0.0,42.0,True
cinema shopping criciuma nacoes,0,1,0.0,27.0,False
cinema shopping criciúma,0,4,0.0,43.0,True
cinema shopping das nações,0,1,0.0,27.0,False
cinema shopping europeu,0,2,0.0,44.5,False
cinema shopping farol,0,2,0.0,40.5,False
cinema shopping floripa,0,28,0.0,65.14285714285714,True
cinema shopping garden,0,4,0.0,75.5,True
cinema shopping garten,0,30,0.0,32.266666666666666,True
cinema shopping garten joinville,0,24,0.0,30.125,True
cinema shopping itajai,0,18,0.0,52.611111111111114,True
cinema shopping itajaí,0,3,0.0,39.666666666666664,True
cinema shopping jaragua,0,4,0.0,50.5,True
cinema shopping jaraguá,0,2,0.0,46.5,False
cinema shopping jaraguá do sul,0,3,0.0,37.333333333333336,True
cinema shopping mueller,0,2,0.0,53.5,False
cinema shopping nacoes,0,2,0.0,43.0,False
cinema shopping nações,0,5,0.0,37.2,True
cinema shopping nações criciuma,0,4,0.0,31.0,True
cinema shopping neumarkt,0,29,0.0,35.62068965517241,True
cinema shopping neumarkt blumenau,0,7,0.0,27.857142857142858,True
cinema shopping norte blumenau,0,22,0.0,33.0,True
cinema shopping norte sul,0,15,0.0,57.06666666666667,True
cinema shopping park barigui,0,1,0.0,37.0,False
cinema shopping park europeu,0,4,0.0,26.5,True
cinema shopping santa ursula,0,2,0.0,10.0,False
cinema shopping santa úrsula,0,1,0.0,13.0,False
cinema shopping sao jose,0,3,0.0,74.0,True
cinema shopping sao josé,0,1,0.0,81.0,False
cinema shopping são josé,0,3,0.0,58.0,True
cinema shopping total curitiba,0,1,0.0,71.0,False
cinema são josé sc,0,1,0.0,74.0,False
cinema total,0,20,0.0,57.15,True
cinema total curitiba,0,14,0.0,48.857142857142854,True
cinema total shopping,0,9,0.0,53.77777777777778,True
cinema vip balneario shopping,0,2,0.0,11.5,False
cinema vip balneário camboriú,0,2,0.0,35.5,False
cinema.balneario,0,2,0.0,11.0,False
cinema.balneario camboriu,0,5,0.0,9.2,True
cinema.balneario shopping,0,36,0.0,11.027777777777779,True
cinema.chapeco,0,1,0.0,58.0,False
cinema.garten,0,3,0.0,31.333333333333332,True
cinema.jaragua do sul,0,1,0.0,55.0,False
cinema.nacoes,0,2,0.0,24.0,False
cinema.shopping balneario,0,2,0.0,11.0,False
cinemark,0,1,0.0,2.0,False
cinemark balneario,0,2,0.0,15.0,False
cinemark balneario camboriu,0,26,0.0,16.73076923076923,True
cinemark balneário camboriú,0,21,0.0,15.952380952380953,True
cinemark blumenau,0,5,0.0,1.6,True
cinemark em joinville,0,1,0.0,5.0,False
cinemark floripa,0,2,0.0,71.0,False
cinemark floripa shopping florianópolis sc,0,5,0.0,89.4,True
cinemark itajaí,0,5,0.0,54.6,True
cinemark ribeirao preto santa ursula,0,7,0.0,55.714285714285715,True
cinemark santa catarina,0,1,0.0,1.0,False
cinemas alameda,0,3,0.0,65.66666666666667,True
cinemas balneario,0,3,0.0,40.0,True
cinemas balneario camboriu,0,48,0.0,35.083333333333336,True
cinemas balneário camboriú,0,5,0.0,7.6,True
cinemas blumenau,0,17,0.0,43.8235294117647,True
cinemas blumenau norte shopping,0,9,0.0,28.666666666666668,True
cinemas chapeco,0,3,0.0,36.666666666666664,True
cinemas continente,0,2,0.0,67.5,False
cinemas criciuma,0,2,0.0,44.5,False
cinemas de blumenau,0,1,0.0,41.0,False
cinemas em balneario camboriu,0,3,0.0,36.666666666666664,True
cinemas em balneário camboriú,0,9,0.0,17.444444444444443,True
cinemas em blumenau,0,27,0.0,49.2962962962963,True
cinemas em florianopolis,0,19,0.0,70.94736842105263,True
cinemas em florianópolis,0,114,0.0,70.34210526315789,True
cinemas em floripa,0,2,0.0,75.5,False
cinemas em itajai,0,1,0.0,81.0,False
cinemas em joinville,0,16,0.0,55.875,True
cinemas florianopolis,0,18,0.0,64.5,True
cinemas florianópolis,0,1,0.0,60.0,False
cinemas floripa,0,14,0.0,64.0,True
cinemas floripa shopping,0,1,0.0,70.0,False
cinemas garten,0,5,0.0,28.4,True
cinemas itajai,0,1,0.0,49.0,False
cinemas jaraguá do sul,0,7,0.0,47.142857142857146,True
cinemas joinville,0,24,0.0,47.416666666666664,True
cinemas joinville garten,0,4,0.0,29.25,True
cinemas nações shopping,0,8,0.0,33.5,True
cinemas neumarkt,0,6,0.0,40.333333333333336,True
cinemas shopping continente,0,1,0.0,40.0,False
cinepolis continente,0,1,0.0,73.0,False
cinepolis continente shopping,0,2,0.0,15.5,False
cinepolis jr,0,2,0.0,71.0,False
cinepolis santa ursula,0,3,0.0,6.333333333333333,True
cinerama balneário camboriú,0,3,0.0,42.0,True
cinerama bc,0,2,0.0,56.5,False
cines alameda,0,1,0.0,94.0,False
cinstance,0,1,0.0,10.0,False
cinéma joinville,0,4,0.0,96.25,True
cinépolis continente,0,1,0.0,25.0,False
cinépolis continente park shopping,0,44,0.0,43.75,True
cinépolis continente shopping,0,2,0.0,15.5,False
cinépolis norte shopping,0,7,0.0,2.7142857142857144,True
cinépolis norte shopping blumenau,0,5,0.0,6.6,True
cinépolis ribeirão preto,0,1,0.0,6.0,False
circulo acessórios,0,1,0.0,11.0,False
citações sobre cães,0,2,0.0,75.5,False
cite,0,1,0.0,8.0,False
cities,0,1,0.0,16.0,False
cities in santa catarina,0,111,0.0,10.18918918918919,True
cities in santa catarina brazil,0,206,0.0,15.116504854368932,True
"cities in santa catarina, brazil",0,55,0.0,12.8,True
cities near santa catarina (brazil),0,3,0.0,36.666666666666664,True
cities near santa catarina brazil,0,50,0.0,21.32,True
city close to santa catarina,0,2,0.0,67.5,False
city garten,0,10,0.0,83.9,True
city in santa catarina,0,39,0.0,9.23076923076923,True
city near santa catarina,0,4,0.0,9.75,True
city near santa catarina brazil,0,1,0.0,48.0,False
citycol,0,1,0.0,7.0,False
clarita alexandre birman,0,1,0.0,2.0,False
claro balneario shopping,0,4,0.0,12.75,True
claro blumenau shopping neumarkt,0,1,0.0,2.0,False
claro neumarkt,0,3,0.0,2.333333333333333,True
claro norte shopping blumenau,0,1,0.0,1.0,False
claro shopping balneario camboriu,0,1,0.0,1.0,False
claro shopping continente,0,2,0.0,11.5,False
claro shopping garten,0,2,0.0,10.0,False
claro shopping neumarkt,0,6,0.0,6.333333333333333,True
claro tv pacote familia cinema total 4 pontos,0,1,0.0,52.0,False
clibe melissa,0,1,0.0,12.0,False
click chique,0,1,0.0,7.0,False
cliente ausente/ estabelecimento fechado,0,1,0.0,1.0,False
cliente solicita retirar en cs,0,1,0.0,11.0,False
clifield continente,0,1,0.0,15.0,False
clinica gastro bc,0,1,0.0,63.0,False
clinica medica norte shopping,0,2,0.0,11.0,False
clinica no norte shopping,0,3,0.0,82.66666666666667,True
clinica santa isabel tijucas,0,14,0.0,81.21428571428571,True
clinica virtuosa,0,1,0.0,1.0,False
clique e retire,0,1,0.0,12.0,False
close fans como funciona,0,1,0.0,93.0,False
close fans é seguro,0,2,0.0,43.0,False
close ponto fans,0,1,0.0,30.0,False
closest mall,0,6,0.0,5.5,True
closest shopping,0,2,0.0,7.0,False
closest shopping center to me,0,1,0.0,10.0,False
club aj,0,2,0.0,7.0,False
club da melissa,0,8,0.0,6.5,True
club de tennis,0,1,0.0,6.0,False
club melissa,0,11,0.0,15.636363636363637,True
clube almeida,0,3,0.0,88.33333333333333,True
clube da melissa,0,38,0.0,21.710526315789473,True
clube da melissinha,0,15,0.0,1.1333333333333333,True
clube das melissas,0,1,0.0,85.0,False
clube junior,0,2,0.0,39.5,False
clube matri cartão de credito,0,5,0.0,11.6,True
clube melissa,0,129,0.0,27.069767441860463,True
clube melissa center norte,0,47,0.0,41.340425531914896,True
clube melissa conjunto nacional,0,3,0.0,43.333333333333336,True
clube melissa fotos,0,83,0.0,3.5301204819277108,True
clube melissa foz do iguaçu fotos,0,1,0.0,5.0,False
clube melissa franquia,0,129,0.0,26.829457364341085,True
clube melissa lojas,0,2,0.0,9.5,False
