campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,shopping
ALC - General Ly,120238922807440157,OUTCOME_AWARENESS,2026-03-04,9181,8709,1.054197,14,0.152489,0.727143,1.108812,10.18,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,775.0,0,0.013135,2.0,0,0,775.0,0,0.013135,0,0,0,0.0,0,0,0.0,0,0,63.0,16.0,12.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Exposição Telomar,120238922924330157,OUTCOME_AWARENESS,2026-03-04,7563,7563,1.0,0,0.0,0.0,1.127859,8.53,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,327.0,0,0.026086,1.0,0,0,327.0,0,0.026086,0,0,0,0.0,0,0,0.0,0,0,65.0,21.0,9.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Legueiros,120238935282320157,OUTCOME_AWARENESS,2026-03-04,66923,62040,1.078707,71,0.106092,1.132113,1.201082,80.38,40.0,0,2.0095,1.0,0,80.38,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,51.0,0,1.576078,8.0,0,0,51.0,0,1.576078,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,10.0,NK
ALC - Gastronomia — AON,120217368581940157,OUTCOME_AWARENESS,2026-03-05,23392,23327,1.002786,19,0.081224,1.467895,1.192288,27.89,16.0,0,1.743125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,947.0,0,0.029451,2.0,0,0,947.0,0,0.029451,0,0,0,0.0,0,0,0.0,0,0,186.0,68.0,24.0,12.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Cinema - AON,120237502551570157,OUTCOME_AWARENESS,2026-03-05,30713,30264,1.014836,60,0.195357,0.548333,1.071208,32.9,4.0,0,8.225,1.0,0,32.9,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3222.0,0,0.010211,19.0,0,0,3223.0,0,0.010208,0,0,0,0.0,0,0,0.0,0,0,7761.0,3257.0,1880.0,1456.0,UNKNOWN,UNKNOWN,UNKNOWN,3.0,NK
ALC - Moda Feminina,120238480775560157,OUTCOME_AWARENESS,2026-03-05,7049,6831,1.031913,1,0.014186,8.14,1.154774,8.14,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,285.0,0,0.028561,2.0,0,0,285.0,0,0.028561,0,0,0,0.0,0,0,0.0,0,0,109.0,43.0,21.0,7.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Promoção Meu Méqui,120238882009230157,OUTCOME_AWARENESS,2026-03-05,5761,5724,1.006464,7,0.121507,0.97,1.178615,6.79,6.0,0,1.131667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,1.131667,0.0,0,0,6.0,0,1.131667,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,1.0,NK
ALC - General Ly,120238922807440157,OUTCOME_AWARENESS,2026-03-05,8997,8502,1.058222,15,0.166722,0.687333,1.145938,10.31,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,779.0,0,0.013235,3.0,0,0,779.0,0,0.013235,0,0,0,0.0,0,0,0.0,0,0,68.0,18.0,12.0,8.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Exposição Telomar,120238922924330157,OUTCOME_AWARENESS,2026-03-05,7721,7606,1.01512,1,0.012952,8.9,1.1527,8.9,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,296.0,0,0.030068,0.0,0,0,296.0,0,0.030068,0,0,0,0.0,0,0,0.0,0,0,75.0,22.0,15.0,12.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Legueiros,120238935282320157,OUTCOME_AWARENESS,2026-03-05,65044,62907,1.033971,65,0.099932,1.233077,1.232243,80.15,37.0,0,2.166216,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,47.0,0,1.705319,9.0,0,0,47.0,0,1.705319,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,18.0,NK
ALC - Gastronomia — AON,120217368581940157,OUTCOME_AWARENESS,2026-03-06,24155,23999,1.0065,11,0.045539,2.692727,1.226247,29.62,9.0,0,3.291111,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,846.0,0,0.035012,3.0,0,0,846.0,0,0.035012,0,0,0,0.0,0,0,0.0,0,0,101.0,37.0,19.0,12.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Cinema - AON,120237502551570157,OUTCOME_AWARENESS,2026-03-06,30214,29868,1.011584,54,0.178725,0.630185,1.126299,34.03,5.0,0,6.806,2.0,0,17.015,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3207.0,0,0.010611,28.0,0,0,3207.0,0,0.010611,0,0,0,0.0,0,0,0.0,0,0,7759.0,3217.0,1946.0,1441.0,UNKNOWN,UNKNOWN,UNKNOWN,5.0,NK
ALC - Moda Feminina,120238480775560157,OUTCOME_AWARENESS,2026-03-06,7134,7134,1.0,1,0.014017,8.66,1.213905,8.66,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,312.0,0,0.027756,3.0,0,0,312.0,0,0.027756,0,0,0,0.0,0,0,0.0,0,0,132.0,63.0,24.0,13.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Promoção Meu Méqui,120238882009230157,OUTCOME_AWARENESS,2026-03-06,5630,5614,1.00285,17,0.301954,0.413529,1.248668,7.03,14.0,0,0.502143,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,0.502143,0.0,0,0,14.0,0,0.502143,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,5.0,NK
ALC - General Ly,120238922807440157,OUTCOME_AWARENESS,2026-03-06,8808,8253,1.067248,10,0.113533,1.06,1.203451,10.6,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,691.0,0,0.01534,3.0,0,0,691.0,0,0.01534,0,0,0,0.0,0,0,0.0,0,0,63.0,9.0,4.0,3.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Exposição Telomar,120238922924330157,OUTCOME_AWARENESS,2026-03-06,7624,7573,1.006734,2,0.026233,4.52,1.185729,9.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,391.0,0,0.02312,3.0,0,0,391.0,0,0.02312,0,0,0,0.0,0,0,0.0,0,0,96.0,23.0,13.0,8.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Legueiros,120238935282320157,OUTCOME_AWARENESS,2026-03-06,63272,62392,1.014104,69,0.109053,1.184928,1.292199,81.76,42.0,0,1.946667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,56.0,0,1.46,11.0,0,0,56.0,0,1.46,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,8.0,NK
ALC - Gastronomia — AON,120217368581940157,OUTCOME_AWARENESS,2026-03-07,24779,23722,1.044558,15,0.060535,2.037333,1.233302,30.56,11.0,0,2.778182,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,911.0,0,0.033546,2.0,0,0,911.0,0,0.033546,0,0,0,0.0,0,0,0.0,0,0,169.0,50.0,21.0,12.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Cinema - AON,120237502551570157,OUTCOME_AWARENESS,2026-03-07,31998,31998,1.0,65,0.203138,0.552462,1.122258,35.91,14.0,0,2.565,4.0,0,8.9775,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3415.0,0,0.010515,16.0,0,0,3415.0,0,0.010515,0,0,0,0.0,0,0,0.0,0,0,8224.0,3440.0,2012.0,1508.0,UNKNOWN,UNKNOWN,UNKNOWN,14.0,NK
ALC - Moda Feminina,120238480775560157,OUTCOME_AWARENESS,2026-03-07,7623,7503,1.015994,3,0.039355,3.106667,1.222616,9.32,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,316.0,0,0.029494,1.0,0,0,316.0,0,0.029494,0,0,0,0.0,0,0,0.0,0,0,110.0,55.0,12.0,11.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Promoção Meu Méqui,120238882009230157,OUTCOME_AWARENESS,2026-03-07,6179,6179,1.0,9,0.145655,0.857778,1.249393,7.72,7.0,0,1.102857,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,0,0.965,0.0,0,0,8.0,0,0.965,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,1.0,NK
ALC - General Ly,120238922807440157,OUTCOME_AWARENESS,2026-03-07,9663,8955,1.079062,9,0.093139,1.284444,1.196316,11.56,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,797.0,0,0.014504,3.0,0,0,797.0,0,0.014504,0,0,0,0.0,0,0,0.0,0,0,68.0,19.0,12.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Exposição Telomar,120238922924330157,OUTCOME_AWARENESS,2026-03-07,8190,7907,1.035791,4,0.04884,2.4375,1.190476,9.75,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,429.0,0,0.022727,3.0,0,0,429.0,0,0.022727,0,0,0,0.0,0,0,0.0,0,0,82.0,34.0,18.0,13.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Legueiros,120238935282320157,OUTCOME_AWARENESS,2026-03-07,72058,69855,1.031537,52,0.072164,1.7625,1.271892,91.65,32.0,0,2.864063,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,42.0,0,2.182143,8.0,0,0,42.0,0,2.182143,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,10.0,NK
ALC - Gastronomia — AON,120217368581940157,OUTCOME_AWARENESS,2026-03-08,31205,30437,1.025232,24,0.076911,1.48375,1.141163,35.61,15.0,0,2.374,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,984.0,0,0.036189,2.0,0,0,984.0,0,0.036189,0,0,0,0.0,0,0,0.0,0,0,163.0,53.0,21.0,14.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Cinema - AON,120237502551570157,OUTCOME_AWARENESS,2026-03-08,38579,38023,1.014623,55,0.142565,0.751273,1.071049,41.32,10.0,0,4.132,5.0,0,8.264,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3626.0,0,0.011395,23.0,0,0,3626.0,0,0.011395,0,0,0,0.0,0,0,0.0,0,0,9046.0,3653.0,2098.0,1550.0,UNKNOWN,UNKNOWN,UNKNOWN,10.0,NK
ALC - Moda Feminina,120238480775560157,OUTCOME_AWARENESS,2026-03-08,8274,8274,1.0,3,0.036258,3.136667,1.137298,9.41,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,326.0,0,0.028865,1.0,0,0,326.0,0,0.028865,0,0,0,0.0,0,0,0.0,0,0,131.0,61.0,22.0,15.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Promoção Meu Méqui,120238882009230157,OUTCOME_AWARENESS,2026-03-08,7054,7052,1.000284,12,0.170116,0.670833,1.141196,8.05,12.0,0,0.670833,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,0,0.670833,0.0,0,0,12.0,0,0.670833,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,6.0,NK
ALC - General Ly,120238922807440157,OUTCOME_AWARENESS,2026-03-08,10857,9810,1.106728,13,0.119738,0.930769,1.114488,12.1,1.0,0,12.1,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,803.0,0,0.015068,3.0,0,0,803.0,0,0.015068,0,0,0,0.0,0,0,0.0,0,0,69.0,20.0,13.0,6.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Exposição Telomar,120238922924330157,OUTCOME_AWARENESS,2026-03-08,9285,9071,1.023592,3,0.03231,3.443333,1.112547,10.33,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,459.0,0,0.022505,0.0,0,0,459.0,0,0.022505,0,0,0,0.0,0,0,0.0,0,0,87.0,16.0,6.0,3.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Legueiros,120238935282320157,OUTCOME_AWARENESS,2026-03-08,80375,75605,1.063091,77,0.095801,1.236104,1.184199,95.18,52.0,0,1.830385,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,56.0,0,1.699643,3.0,0,0,56.0,0,1.699643,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,23.0,NK
ALC - Gastronomia — AON,120217368581940157,OUTCOME_AWARENESS,2026-03-09,23965,23869,1.004022,17,0.070937,1.614118,1.145003,27.44,12.0,0,2.286667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,845.0,0,0.032473,5.0,0,0,845.0,0,0.032473,0,0,0,0.0,0,0,0.0,0,0,116.0,47.0,20.0,15.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Cinema - AON,120237502551570157,OUTCOME_AWARENESS,2026-03-09,20696,19571,1.057483,32,0.154619,0.688125,1.063974,22.02,10.0,0,2.202,3.0,0,7.34,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1826.0,0,0.012059,10.0,0,0,1826.0,0,0.012059,0,0,0,0.0,0,0,0.0,0,0,4724.0,1847.0,1071.0,790.0,UNKNOWN,UNKNOWN,UNKNOWN,9.0,NK
ALC - Moda Feminina,120238480775560157,OUTCOME_AWARENESS,2026-03-09,7462,7462,1.0,2,0.026802,4.28,1.147146,8.56,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,350.0,0,0.024457,2.0,0,0,350.0,0,0.024457,0,0,0,0.0,0,0,0.0,0,0,133.0,60.0,16.0,10.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Promoção Meu Méqui,120238882009230157,OUTCOME_AWARENESS,2026-03-09,3172,3155,1.005388,4,0.126103,0.8925,1.125473,3.57,3.0,0,1.19,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,1.19,0.0,0,0,3.0,0,1.19,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - General Ly,120238922807440157,OUTCOME_AWARENESS,2026-03-09,9533,8766,1.087497,17,0.178328,0.617647,1.101437,10.5,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,876.0,0,0.011986,1.0,0,0,876.0,0,0.011986,0,0,0,0.0,0,0,0.0,0,0,86.0,22.0,14.0,10.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Exposição Telomar,120238922924330157,OUTCOME_AWARENESS,2026-03-09,7923,7779,1.018511,2,0.025243,4.465,1.127098,8.93,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,387.0,0,0.023075,1.0,0,0,387.0,0,0.023075,0,0,0,0.0,0,0,0.0,0,0,95.0,29.0,18.0,13.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Legueiros,120238935282320157,OUTCOME_AWARENESS,2026-03-09,67200,64759,1.037694,72,0.107143,1.111667,1.191071,80.04,39.0,0,2.052308,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,51.0,0,1.569412,11.0,0,0,51.0,0,1.569412,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,10.0,NK
ALC - Semana do Consumidor,120239316518760157,OUTCOME_AWARENESS,2026-03-09,87032,86290,1.008599,108,0.124092,1.07463,1.333532,116.06,73.0,0,1.589863,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3611.0,0,0.032141,16.0,0,0,3611.0,0,0.032141,0,0,0,0.0,0,0,0.0,0,0,403.0,78.0,44.0,33.0,UNKNOWN,UNKNOWN,UNKNOWN,73.0,NK
ALC - Gastronomia — AON,120217368581940157,OUTCOME_AWARENESS,2026-03-10,14241,13949,1.020933,11,0.077242,1.662727,1.28432,18.29,6.0,0,3.048333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,538.0,0,0.033996,4.0,0,0,538.0,0,0.033996,0,0,0,0.0,0,0,0.0,0,0,75.0,37.0,19.0,13.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Cinema - AON,120237502551570157,OUTCOME_AWARENESS,2026-03-10,9352,8915,1.049019,22,0.235244,0.452727,1.065013,9.96,4.0,0,2.49,1.0,0,9.96,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,951.0,0,0.010473,8.0,0,0,951.0,0,0.010473,0,0,0,0.0,0,0,0.0,0,0,2345.0,949.0,560.0,430.0,UNKNOWN,UNKNOWN,UNKNOWN,4.0,NK
ALC - Moda Feminina,120238480775560157,OUTCOME_AWARENESS,2026-03-10,6402,6278,1.019752,5,0.078101,1.598,1.248047,7.99,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,227.0,0,0.035198,4.0,0,0,227.0,0,0.035198,0,0,0,0.0,0,0,0.0,0,0,96.0,43.0,18.0,10.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - General Ly,120238922807440157,OUTCOME_AWARENESS,2026-03-10,8485,7442,1.140151,9,0.10607,1.145556,1.215085,10.31,2.0,0,5.155,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,805.0,0,0.012807,2.0,0,0,805.0,0,0.012807,0,0,0,0.0,0,0,0.0,0,0,57.0,17.0,8.0,3.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Exposição Telomar,120238922924330157,OUTCOME_AWARENESS,2026-03-10,7109,7109,1.0,3,0.0422,2.92,1.232241,8.76,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,346.0,0,0.025318,2.0,0,0,346.0,0,0.025318,0,0,0,0.0,0,0,0.0,0,0,79.0,29.0,14.0,8.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Legueiros,120238935282320157,OUTCOME_AWARENESS,2026-03-10,53074,50737,1.046061,33,0.062177,2.032727,1.263896,67.08,14.0,0,4.791429,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22.0,0,3.049091,7.0,0,0,22.0,0,3.049091,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,4.0,NK
ALC - Semana do Consumidor,120239316518760157,OUTCOME_AWARENESS,2026-03-10,114924,109962,1.045125,74,0.06439,2.168649,1.396401,160.48,3.0,0,53.493333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4634.0,0,0.034631,19.0,0,0,4634.0,0,0.034631,0,0,0,0.0,0,0,0.0,0,0,535.0,112.0,54.0,36.0,UNKNOWN,UNKNOWN,UNKNOWN,2.0,NK
ALC - Páscoa,120239362078700157,OUTCOME_AWARENESS,2026-03-10,4639,4445,1.043645,5,0.107782,1.172,1.263203,5.86,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,262.0,0,0.022366,0.0,0,0,262.0,0,0.022366,0,0,0,0.0,0,0,0.0,0,0,36.0,12.0,5.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Gastronomia — AON,120217368581940157,OUTCOME_AWARENESS,2026-03-11,7239,7169,1.009764,6,0.082884,1.588333,1.31648,9.53,2.0,0,4.765,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,267.0,0,0.035693,1.0,0,0,267.0,0,0.035693,0,0,0,0.0,0,0,0.0,0,0,21.0,6.0,2.0,1.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Cinema - AON,120237502551570157,OUTCOME_AWARENESS,2026-03-11,8513,8465,1.00567,9,0.105721,1.066667,1.127687,9.6,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,808.0,0,0.011881,3.0,0,0,808.0,0,0.011881,0,0,0,0.0,0,0,0.0,0,0,2037.0,817.0,475.0,349.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Moda Feminina,120238480775560157,OUTCOME_AWARENESS,2026-03-11,6430,6267,1.026009,2,0.031104,4.17,1.297045,8.34,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,273.0,0,0.030549,2.0,0,0,273.0,0,0.030549,0,0,0,0.0,0,0,0.0,0,0,122.0,69.0,31.0,15.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - General Ly,120238922807440157,OUTCOME_AWARENESS,2026-03-11,8099,6909,1.172239,6,0.074083,1.741667,1.290283,10.45,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,811.0,0,0.012885,1.0,0,0,811.0,0,0.012885,0,0,0,0.0,0,0,0.0,0,0,63.0,9.0,3.0,3.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Exposição Telomar,120238922924330157,OUTCOME_AWARENESS,2026-03-11,7035,6700,1.05,3,0.042644,2.996667,1.277896,8.99,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,333.0,0,0.026997,0.0,0,0,333.0,0,0.026997,0,0,0,0.0,0,0,0.0,0,0,68.0,16.0,6.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
ALC - Legueiros,120238935282320157,OUTCOME_AWARENESS,2026-03-11,32528,31198,1.042631,34,0.104525,1.350882,1.412014,45.93,23.0,0,1.996957,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,164.0,0,0.280061,2.0,0,0,164.0,0,0.280061,0,0,0,0.0,0,0,0.0,0,0,19.0,10.0,5.0,5.0,UNKNOWN,UNKNOWN,UNKNOWN,2.0,NK
ALC - Semana do Consumidor,120239316518760157,OUTCOME_AWARENESS,2026-03-11,112333,110216,1.019208,78,0.069436,2.064487,1.433506,161.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4414.0,0,0.036482,22.0,0,0,4414.0,0,0.036482,0,0,0,0.0,0,0,0.0,0,0,502.0,117.0,67.0,48.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NK
