campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,video_p25,video_p50,video_p75,video_p100,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,shopping
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-24,5076,4861,1.04423,6,0.118203,0.855,1.010638,5.13,3.0,0,1.71,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,1.026,2.0,0,0,5.0,0,1.026,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,3.0,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-24,62150,62150,1.0,141,0.22687,0.565745,1.283508,79.77,116.0,0,0.687672,43.0,0,1.855116,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,155.0,0,0.514645,6.0,0,0,155.0,0,0.514645,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,116.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-24,32362,31427,1.029751,20,0.061801,1.9805,1.223966,39.61,17.0,0,2.33,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,441.0,0,0.089819,1.0,0,0,441.0,0,0.089819,0,0,0,0.0,0,0,0.0,0,0,185.0,98.0,36.0,16.0,UNKNOWN,UNKNOWN,UNKNOWN,17.0,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-25,25756,25634,1.004759,35,0.135891,0.959143,1.303386,33.57,12.0,0,2.7975,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1294.0,0,0.025943,3.0,0,0,1294.0,0,0.025943,0,0,0,0.0,0,0,0.0,0,0,50.0,21.0,9.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-25,4485,4168,1.076056,10,0.222965,0.502,1.119287,5.02,9.0,0,0.557778,1.0,0,5.02,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,0.557778,0.0,0,0,9.0,0,0.557778,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,9.0,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-25,59257,58920,1.00572,131,0.221071,0.604809,1.337057,79.23,110.0,0,0.720273,48.0,0,1.650625,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,134.0,0,0.591269,4.0,0,0,134.0,0,0.591269,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,110.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-25,30991,29849,1.038259,18,0.058081,2.215,1.286503,39.87,12.0,0,3.3225,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,506.0,0,0.078794,2.0,0,0,506.0,0,0.078794,0,0,0,0.0,0,0,0.0,0,0,203.0,101.0,42.0,18.0,UNKNOWN,UNKNOWN,UNKNOWN,12.0,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-26,25209,24372,1.034343,25,0.099171,1.3544,1.343171,33.86,16.0,0,2.11625,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1173.0,0,0.028866,4.0,0,0,1173.0,0,0.028866,0,0,0,0.0,0,0,0.0,0,0,27.0,7.0,2.0,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - Retail Experience,120244288353810260,OUTCOME_AWARENESS,2026-02-26,1662,1550,1.072258,1,0.060168,1.99,1.197353,1.99,1.0,0,1.99,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,1.99,0.0,0,0,1.0,0,1.99,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,1.0,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-26,55904,55673,1.004149,99,0.177089,0.796061,1.409738,78.81,77.0,0,1.023506,34.0,0,2.317941,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,95.0,0,0.829579,6.0,0,0,95.0,0,0.829579,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,77.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-26,29207,28088,1.039839,22,0.075324,1.791818,1.349676,39.42,18.0,0,2.19,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,512.0,0,0.076992,1.0,0,0,512.0,0,0.076992,0,0,0,0.0,0,0,0.0,0,0,220.0,118.0,47.0,18.0,UNKNOWN,UNKNOWN,UNKNOWN,18.0,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-27,24452,23225,1.052831,20,0.081793,1.7065,1.395796,34.13,10.0,0,3.413,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1103.0,0,0.030943,2.0,0,0,1103.0,0,0.030943,0,0,0,0.0,0,0,0.0,0,0,32.0,14.0,5.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-27,55122,55076,1.000835,106,0.192301,0.767736,1.476362,81.38,82.0,0,0.992439,33.0,0,2.466061,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,113.0,0,0.720177,6.0,0,0,113.0,0,0.720177,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,81.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-27,28356,27303,1.038567,25,0.088165,1.5956,1.406757,39.89,18.0,0,2.216111,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,504.0,0,0.079147,1.0,0,0,504.0,0,0.079147,0,0,0,0.0,0,0,0.0,0,0,198.0,123.0,57.0,17.0,UNKNOWN,UNKNOWN,UNKNOWN,18.0,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-27,116542,109006,1.069134,394,0.338076,0.724188,2.448302,285.33,3.0,0,95.11,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15512.0,0,0.018394,96.0,0,0,15513.0,0,0.018393,0,0,0,0.0,0,0,0.0,0,0,2859.0,930.0,555.0,353.0,UNKNOWN,UNKNOWN,UNKNOWN,2.0,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-02-28,26206,25770,1.016919,15,0.057239,2.478,1.418377,37.17,10.0,0,3.717,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1266.0,0,0.02936,1.0,0,0,1266.0,0,0.02936,0,0,0,0.0,0,0,0.0,0,0,34.0,7.0,3.0,2.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-02-28,64178,62609,1.02506,133,0.207236,0.72812,1.508928,96.84,109.0,0,0.88844,42.0,0,2.305714,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,125.0,0,0.77472,5.0,0,0,125.0,0,0.77472,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,109.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-02-28,32912,31333,1.050394,43,0.130651,1.081628,1.413162,46.51,37.0,0,1.257027,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,395.0,0,0.117747,5.0,0,0,395.0,0,0.117747,0,0,0,0.0,0,0,0.0,0,0,159.0,110.0,49.0,15.0,UNKNOWN,UNKNOWN,UNKNOWN,37.0,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-02-28,363738,324603,1.120563,778,0.21389,0.916838,1.961027,713.3,8.0,0,89.1625,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,39831.0,0,0.017908,146.0,0,0,39831.0,0,0.017908,0,0,0,0.0,0,0,0.0,0,0,7143.0,1944.0,1038.0,643.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-01,38435,36866,1.04256,46,0.119683,0.951739,1.139066,43.78,33.0,0,1.326667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2060.0,0,0.021252,2.0,0,0,2060.0,0,0.021252,0,0,0,0.0,0,0,0.0,0,0,37.0,9.0,4.0,2.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - Heroinas do Kpop,120244790251900260,OUTCOME_AWARENESS,2026-03-01,24510,24510,1.0,54,0.220318,0.595,1.310894,32.13,44.0,0,0.730227,27.0,0,1.19,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,57.0,0,0.563684,5.0,0,0,57.0,0,0.563684,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,44.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-01,42736,41073,1.040489,44,0.102958,1.105909,1.138618,48.66,36.0,0,1.351667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1024.0,0,0.04752,5.0,0,0,1024.0,0,0.04752,0,0,0,0.0,0,0,0.0,0,0,427.0,227.0,93.0,32.0,UNKNOWN,UNKNOWN,UNKNOWN,36.0,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-03-01,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-02,30687,29139,1.053125,23,0.07495,1.451739,1.088083,33.39,19.0,0,1.757368,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1596.0,0,0.020921,5.0,0,0,1596.0,0,0.020921,0,0,0,0.0,0,0,0.0,0,0,37.0,10.0,7.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-02,38319,38188,1.00343,33,0.086119,1.257576,1.083014,41.5,26.0,0,1.596154,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,970.0,0,0.042784,2.0,0,0,970.0,0,0.042784,0,0,0,0.0,0,0,0.0,0,0,409.0,193.0,91.0,40.0,UNKNOWN,UNKNOWN,UNKNOWN,26.0,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2026-03-03,13847,13847,1.0,15,0.108327,1.069333,1.158374,16.04,8.0,0,2.005,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,690.0,0,0.023246,0.0,0,0,690.0,0,0.023246,0,0,0,0.0,0,0,0.0,0,0,12.0,3.0,1.0,1.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-03,36232,35706,1.014731,32,0.08832,1.260625,1.11338,40.34,27.0,0,1.494074,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,482.0,0,0.083693,3.0,0,0,482.0,0,0.083693,0,0,0,0.0,0,0,0.0,0,0,170.0,89.0,44.0,19.0,UNKNOWN,UNKNOWN,UNKNOWN,27.0,GS
ALC - Aniversário Joinville - Atlantida,120245006540330260,OUTCOME_AWARENESS,2026-03-03,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-04,35772,35772,1.0,32,0.089455,1.299063,1.162082,41.57,26.0,0,1.598846,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,680.0,0,0.061132,3.0,0,0,680.0,0,0.061132,0,0,0,0.0,0,0,0.0,0,0,269.0,151.0,64.0,21.0,UNKNOWN,UNKNOWN,UNKNOWN,26.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-05,33542,33542,1.0,29,0.086459,1.362069,1.177628,39.5,21.0,0,1.880952,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,537.0,0,0.073557,1.0,0,0,537.0,0,0.073557,0,0,0,0.0,0,0,0.0,0,0,204.0,99.0,47.0,18.0,UNKNOWN,UNKNOWN,UNKNOWN,21.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-06,31047,30346,1.0231,24,0.077302,1.640833,1.2684,39.38,21.0,0,1.875238,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,570.0,0,0.069088,1.0,0,0,570.0,0,0.069088,0,0,0,0.0,0,0,0.0,0,0,211.0,84.0,39.0,19.0,UNKNOWN,UNKNOWN,UNKNOWN,20.0,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-06,47021,43884,1.071484,39,0.082942,1.639744,1.360031,63.95,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2851.0,0,0.022431,12.0,0,0,2851.0,0,0.022431,0,0,0,0.0,0,0,0.0,0,0,371.0,97.0,57.0,38.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-06,51887,50573,1.025982,56,0.107927,1.292143,1.394569,72.36,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3432.0,0,0.021084,11.0,0,0,3432.0,0,0.021084,0,0,0,0.0,0,0,0.0,0,0,424.0,163.0,99.0,45.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-06,72958,71751,1.016822,169,0.23164,0.591598,1.370377,99.98,64.0,0,1.562188,31.0,0,3.225161,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5376.0,0,0.018597,35.0,0,0,5376.0,0,0.018597,0,0,0,0.0,0,0,0.0,0,0,130.0,51.0,25.0,12.0,UNKNOWN,UNKNOWN,UNKNOWN,64.0,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-06,11046,11046,1.0,8,0.072424,1.73625,1.257469,13.89,2.0,0,6.945,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,108.0,0,0.128611,1.0,0,0,108.0,0,0.128611,0,0,0,0.0,0,0,0.0,0,0,42.0,23.0,10.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-07,33973,33519,1.013545,36,0.105967,1.236111,1.309864,44.5,26.0,0,1.711538,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,625.0,0,0.0712,1.0,0,0,625.0,0,0.0712,0,0,0,0.0,0,0,0.0,0,0,240.0,99.0,56.0,20.0,UNKNOWN,UNKNOWN,UNKNOWN,25.0,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-07,63581,56693,1.121496,31,0.048757,2.71129,1.321936,84.05,1.0,0,84.05,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3607.0,0,0.023302,14.0,0,0,3607.0,0,0.023302,0,0,0,0.0,0,0,0.0,0,0,471.0,109.0,57.0,35.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-07,67845,67282,1.008368,67,0.098755,1.354179,1.337313,90.73,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4234.0,0,0.021429,16.0,0,0,4234.0,0,0.021429,0,0,0,0.0,0,0,0.0,0,0,526.0,168.0,104.0,42.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-07,97050,94590,1.026007,265,0.273055,0.481887,1.315817,127.7,81.0,0,1.576543,36.0,0,3.547222,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6849.0,0,0.018645,49.0,0,0,6849.0,0,0.018645,0,0,0,0.0,0,0,0.0,0,0,115.0,39.0,27.0,11.0,UNKNOWN,UNKNOWN,UNKNOWN,80.0,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-07,15689,15618,1.004546,12,0.076487,1.669167,1.276691,20.03,10.0,0,2.003,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,125.0,0,0.16024,1.0,0,0,125.0,0,0.16024,0,0,0,0.0,0,0,0.0,0,0,50.0,30.0,11.0,2.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-08,37256,35036,1.063363,47,0.126154,0.97234,1.226648,45.7,36.0,0,1.269444,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,557.0,0,0.082047,2.0,0,0,557.0,0,0.082047,0,0,0,0.0,0,0,0.0,0,0,190.0,81.0,48.0,24.0,UNKNOWN,UNKNOWN,UNKNOWN,36.0,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-08,69940,62196,1.12451,38,0.054332,2.280526,1.239062,86.66,1.0,0,86.66,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3791.0,0,0.022859,10.0,0,0,3791.0,0,0.022859,0,0,0,0.0,0,0,0.0,0,0,442.0,99.0,50.0,28.0,UNKNOWN,UNKNOWN,UNKNOWN,1.0,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-08,74018,70258,1.053517,73,0.098625,1.277123,1.259558,93.23,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4304.0,0,0.021661,17.0,0,0,4304.0,0,0.021661,0,0,0,0.0,0,0,0.0,0,0,518.0,169.0,105.0,71.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-08,106572,103953,1.025194,282,0.26461,0.467624,1.237379,131.87,79.0,0,1.669241,31.0,0,4.253871,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7229.0,0,0.018242,38.0,0,0,7229.0,0,0.018242,0,0,0,0.0,0,0,0.0,0,0,181.0,75.0,43.0,17.0,UNKNOWN,UNKNOWN,UNKNOWN,78.0,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-08,17623,16951,1.039644,18,0.102139,1.18,1.205243,21.24,16.0,0,1.3275,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,141.0,0,0.150638,0.0,0,0,141.0,0,0.150638,0,0,0,0.0,0,0,0.0,0,0,54.0,37.0,13.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-09,33557,32009,1.048361,35,0.1043,1.167143,1.217332,40.85,31.0,0,1.317742,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,598.0,0,0.068311,2.0,0,0,598.0,0,0.068311,0,0,0,0.0,0,0,0.0,0,0,216.0,116.0,60.0,29.0,UNKNOWN,UNKNOWN,UNKNOWN,31.0,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-09,60744,54628,1.111957,39,0.064204,1.92641,1.23683,75.13,2.0,0,37.565,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3882.0,0,0.019353,11.0,0,0,3882.0,0,0.019353,0,0,0,0.0,0,0,0.0,0,0,464.0,118.0,53.0,32.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-09,61578,58262,1.056915,56,0.090942,1.36,1.236805,76.16,3.0,0,25.386667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4157.0,0,0.018321,15.0,0,0,4157.0,0,0.018321,0,0,0,0.0,0,0,0.0,0,0,489.0,152.0,88.0,47.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-09,91203,85598,1.065481,255,0.279596,0.444078,1.241626,113.24,80.0,0,1.4155,35.0,0,3.235429,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7243.0,0,0.015634,33.0,0,0,7243.0,0,0.015634,0,0,0,0.0,0,0,0.0,0,0,175.0,67.0,36.0,19.0,UNKNOWN,UNKNOWN,UNKNOWN,79.0,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-09,15217,15217,1.0,17,0.111717,1.061176,1.185516,18.04,15.0,0,1.202667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,111.0,0,0.162523,4.0,0,0,111.0,0,0.162523,0,0,0,0.0,0,0,0.0,0,0,37.0,28.0,13.0,3.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - Benefícios AJFans,120244790529090260,OUTCOME_AWARENESS,2026-03-10,15719,15454,1.017148,12,0.076341,1.691667,1.291431,20.3,10.0,0,2.03,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,209.0,0,0.097129,1.0,0,0,209.0,0,0.097129,0,0,0,0.0,0,0,0.0,0,0,73.0,33.0,21.0,4.0,UNKNOWN,UNKNOWN,UNKNOWN,10.0,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-10,54361,47601,1.142014,23,0.04231,3.194348,1.35152,73.47,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3546.0,0,0.020719,4.0,0,0,3546.0,0,0.020719,0,0,0,0.0,0,0,0.0,0,0,451.0,142.0,74.0,49.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - COTTON,120245275442810260,OUTCOME_AWARENESS,2026-03-10,55057,52742,1.043893,35,0.06357,2.132,1.355323,74.62,1.0,0,74.62,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3934.0,0,0.018968,16.0,0,0,3934.0,0,0.018968,0,0,0,0.0,0,0,0.0,0,0,394.0,144.0,79.0,47.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - TODO MUNDO EM PANICO,120245275605620260,OUTCOME_AWARENESS,2026-03-10,81130,78377,1.035125,205,0.252681,0.544829,1.376679,111.69,74.0,0,1.509324,39.0,0,2.863846,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5947.0,0,0.018781,29.0,0,0,5947.0,0,0.018781,0,0,0,0.0,0,0,0.0,0,0,140.0,55.0,33.0,16.0,UNKNOWN,UNKNOWN,UNKNOWN,74.0,GS
ALC - Últimos eventos do GS,120245278626830260,OUTCOME_AWARENESS,2026-03-10,7320,7205,1.015961,11,0.150273,0.844545,1.269126,9.29,8.0,0,1.16125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,29.0,0,0.320345,1.0,0,0,29.0,0,0.320345,0,0,0,0.0,0,0,0.0,0,0,5.0,3.0,1.0,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC - ANIVERSARIO JOINVILLE GARTEN,120245447327370260,OUTCOME_AWARENESS,2026-03-10,21193,20907,1.01368,18,0.084934,1.563333,1.327797,28.14,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,2.01,6.0,0,0,14.0,0,2.01,0,0,0,0.0,0,0,0.0,0,0,,,,,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
ALC- SEMANA DO CONSUMIDOR,120245447379270260,OUTCOME_AWARENESS,2026-03-10,116446,110230,1.056391,174,0.149425,1.485345,2.219484,258.45,145.0,0,1.782414,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2453.0,0,0.105361,12.0,0,0,2453.0,0,0.105361,0,0,0,0.0,0,0,0.0,0,0,6413.0,2296.0,1267.0,887.0,UNKNOWN,UNKNOWN,UNKNOWN,145.0,GS
ALC - Exposição Territórios Internos,120245275376110260,OUTCOME_AWARENESS,2026-03-11,49650,44119,1.125365,42,0.084592,1.717857,1.453172,72.15,1.0,0,72.15,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3340.0,0,0.021602,13.0,0,0,3340.0,0,0.021602,0,0,0,0.0,0,0,0.0,0,0,428.0,114.0,47.0,23.0,UNKNOWN,UNKNOWN,UNKNOWN,0.0,GS
