campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,hourly_stats_aggregated_by_advertiser_time_zone,shopping
[ALC] Encontro com Gabby 02,120233543624060087,LINK_CLICKS,2025-10-01,9001,0,0.0,308,3.421842,0.109805,3.75736,33.82,179.0,0,0.188939,57.0,0,0.593333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2058.0,0,0.016433,19.0,0,0,2058.0,0,0.016433,0,0,0,0.0,0,0,0.0,0,0,,,,179.0,21:00:00 - 21:59:59,CS
[ALC] Programação infantil,120233683270170087,OUTCOME_AWARENESS,2025-10-01,13324,0,0.0,19,0.1426,1.051579,1.49955,19.98,17.0,0,1.175294,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0,0,1.175294,0.0,0,0,17.0,0,1.175294,0,0,0,0.0,0,0,0.0,0,0,,,,17.0,21:00:00 - 21:59:59,CS
[ALC] Chegada do Papai Noel 01,120233867518940087,OUTCOME_AWARENESS,2025-10-01,27525,0,0.0,67,0.243415,0.569403,1.386013,38.15,25.0,0,1.526,2.0,0,19.075,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,33.0,0,1.156061,8.0,0,0,33.0,0,1.156061,0,0,0,0.0,0,0,0.0,0,0,,,,25.0,21:00:00 - 21:59:59,CS
[ALC] Stories Natal 02,120233867994020087,OUTCOME_AWARENESS,2025-10-01,27764,0,0.0,41,0.147673,0.956585,1.412621,39.22,26.0,0,1.508462,5.0,0,7.844,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,35.0,0,1.120571,6.0,0,0,35.0,0,1.120571,0,0,0,0.0,0,0,0.0,0,0,,,,26.0,21:00:00 - 21:59:59,CS
[ALC] Corrida Night Run,120233884785960087,LINK_CLICKS,2025-10-01,13319,0,0.0,431,3.235979,0.132343,4.282604,57.04,360.0,0,0.158444,201.0,0,0.283781,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,389.0,0,0.146632,20.0,0,0,389.0,0,0.146632,0,0,0,0.0,0,0,0.0,0,0,,,,360.0,21:00:00 - 21:59:59,CS
[ALC] Chegada do papai noel 03,120234003967010087,OUTCOME_AWARENESS,2025-10-01,26949,0,0.0,67,0.248618,0.607313,1.509889,40.69,25.0,0,1.6276,3.0,0,13.563333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1885.0,0,0.021586,8.0,0,0,1885.0,0,0.021586,0,0,0,0.0,0,0,0.0,0,0,,,,25.0,21:00:00 - 21:59:59,CS
[TFG] Night Run,120234004302300087,LINK_CLICKS,2025-10-01,13402,0,0.0,287,2.141471,0.183206,3.923295,52.58,242.0,0,0.217273,198.0,0,0.265556,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,294.0,0,0.178844,15.0,0,0,294.0,0,0.178844,0,0,0,0.0,0,0,0.0,0,0,,,,242.0,21:00:00 - 21:59:59,CS
[TFG] Virada de lote - CS Run,120234004569030087,LINK_CLICKS,2025-10-01,10845,0,0.0,178,1.641309,0.227753,3.738128,40.54,123.0,0,0.329594,46.0,0,0.881304,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,136.0,0,0.298088,11.0,0,0,136.0,0,0.298088,0,0,0,0.0,0,0,0.0,0,0,,,,122.0,21:00:00 - 21:59:59,CS
[ALC] CS Night Run contagem,120234004722730087,OUTCOME_AWARENESS,2025-10-01,20076,0,0.0,18,0.089659,1.585,1.4211,28.53,13.0,0,2.194615,1.0,0,28.53,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22.0,0,1.296818,2.0,0,0,22.0,0,1.296818,0,0,0,0.0,0,0,0.0,0,0,,,,13.0,21:00:00 - 21:59:59,CS
[ALC] CS Night Run - geral,120234005014520087,OUTCOME_AWARENESS,2025-10-01,23211,0,0.0,29,0.124941,1.172759,1.465254,34.01,26.0,0,1.308077,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,27.0,0,1.25963,0.0,0,0,27.0,0,1.25963,0,0,0,0.0,0,0,0.0,0,0,,,,26.0,21:00:00 - 21:59:59,CS
[ALC] Vídeo Night Run,120234005259520087,OUTCOME_AWARENESS,2025-10-01,28122,0,0.0,42,0.149349,1.019762,1.523007,42.83,21.0,0,2.039524,2.0,0,21.415,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2560.0,0,0.01673,2.0,0,0,2560.0,0,0.01673,0,0,0,0.0,0,0,0.0,0,0,,,,21.0,21:00:00 - 21:59:59,CS
[ALC] Bailinho Kids Halloween,120234206811950087,OUTCOME_AWARENESS,2025-10-01,24666,0,0.0,53,0.214871,0.711887,1.529636,37.73,40.0,0,0.94325,2.0,0,18.865,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,49.0,0,0.77,2.0,0,0,49.0,0,0.77,0,0,0,0.0,0,0,0.0,0,0,,,,40.0,21:00:00 - 21:59:59,CS
[ENG] Bailinho de Halloween,120234207111020087,OUTCOME_ENGAGEMENT,2025-10-01,6848,0,0.0,95,1.387266,0.274105,3.80257,26.04,54.0,0,0.482222,17.0,0,1.531765,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,194.0,0,0.134227,133.0,0,0,194.0,0,0.134227,0,0,0,0.0,0,0,0.0,0,0,,,,54.0,21:00:00 - 21:59:59,CS
[TFG] Night Run 02,120234219373560087,LINK_CLICKS,2025-10-01,3363,0,0.0,167,4.965804,0.131677,6.538805,21.99,129.0,0,0.170465,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,876.0,0,0.025103,4.0,0,0,876.0,0,0.025103,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,CS
[ALC] Night Run 03,120234220168660087,OUTCOME_AWARENESS,2025-10-01,16809,0,0.0,37,0.22012,0.666486,1.467071,24.66,21.0,0,1.174286,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1909.0,0,0.012918,2.0,0,0,1909.0,0,0.012918,0,0,0,0.0,0,0,0.0,0,0,,,,21.0,21:00:00 - 21:59:59,CS
[ENG] Chegada do Papai Noel,120234398644480087,OUTCOME_ENGAGEMENT,2025-10-01,2060,0,0.0,72,3.495146,0.258333,9.029126,18.6,17.0,0,1.094118,7.0,0,2.657143,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,157.0,0,0.118471,127.0,0,0,157.0,0,0.118471,0,0,0,0.0,0,0,0.0,0,0,,,,16.0,21:00:00 - 21:59:59,CS
[ALC] Nike Promoção Out,120234411870060087,OUTCOME_AWARENESS,2025-10-01,4468,0,0.0,2,0.044763,3.305,1.479409,6.61,2.0,0,3.305,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,188.0,0,0.03516,0.0,0,0,188.0,0,0.03516,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,21:00:00 - 21:59:59,CS
[TFG] Halloween WOW PARK,120234466390710087,LINK_CLICKS,2025-10-01,1219,0,0.0,15,1.230517,0.306667,3.773585,4.6,12.0,0,0.383333,9.0,0,0.511111,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,0,0.306667,1.0,0,0,15.0,0,0.306667,0,0,0,0.0,0,0,0.0,0,0,,,,12.0,21:00:00 - 21:59:59,CS
[TFG] Halloween WOW PARK 02,120234467364050087,LINK_CLICKS,2025-10-01,2002,0,0.0,48,2.397602,0.158542,3.801199,7.61,41.0,0,0.18561,29.0,0,0.262414,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,46.0,0,0.165435,1.0,0,0,46.0,0,0.165435,0,0,0,0.0,0,0,0.0,0,0,,,,41.0,21:00:00 - 21:59:59,CS
[ALC] Feed Chegada do Papai Noel,120234468753100087,OUTCOME_AWARENESS,2025-10-01,12034,0,0.0,21,0.174506,1.034762,1.805717,21.73,15.0,0,1.448667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,0,1.0865,3.0,0,0,20.0,0,1.0865,0,0,0,0.0,0,0,0.0,0,0,,,,15.0,21:00:00 - 21:59:59,CS
[ALC] Reels Papai Noel,120234468893970087,OUTCOME_AWARENESS,2025-10-01,4011,0,0.0,9,0.224383,0.755556,1.695338,6.8,6.0,0,1.133333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,171.0,0,0.039766,1.0,0,0,171.0,0,0.039766,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,21:00:00 - 21:59:59,CS
ALC Continente Night RUN - Vendas!,120232284160870087,OUTCOME_AWARENESS,2025-11-01,18515,0,0.0,33,0.178234,0.85697,1.52741,28.28,23.0,0,1.229565,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,35.0,0,0.808,1.0,0,0,35.0,0,0.808,0,0,0,0.0,0,0,0.0,0,0,,,,23.0,21:00:00 - 21:59:59,CS
ALC GIFT CARD,120232929013550087,OUTCOME_AWARENESS,2025-11-01,4150,0,0.0,3,0.072289,1.97,1.424096,5.91,1.0,0,5.91,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,277.0,0,0.021336,0.0,0,0,277.0,0,0.021336,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,21:00:00 - 21:59:59,CS
[ALC] Corrida Final,120235177303150087,OUTCOME_AWARENESS,2025-11-01,9188,0,0.0,11,0.119721,1.222727,1.463866,13.45,9.0,0,1.494444,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,1.494444,0.0,0,0,9.0,0,1.494444,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,21:00:00 - 21:59:59,CS
[TFG] Corrida Story Final,120235177716760087,LINK_CLICKS,2025-11-01,7877,0,0.0,111,1.409166,0.253423,3.571157,28.13,86.0,0,0.327093,28.0,0,1.004643,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,120.0,0,0.234417,12.0,0,0,120.0,0,0.234417,0,0,0,0.0,0,0,0.0,0,0,,,,86.0,21:00:00 - 21:59:59,CS
ALC - NATAL 25,120235302545560087,OUTCOME_AWARENESS,2025-11-01,33804,0,0.0,57,0.168619,0.908421,1.531771,51.78,32.0,0,1.618125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,282.0,0,0.183617,12.0,0,0,283.0,0,0.182968,0,0,0,0.0,0,0,0.0,0,0,,,,32.0,21:00:00 - 21:59:59,CS
TRAF - NATAL 25,120235302629640087,LINK_CLICKS,2025-11-01,18863,0,0.0,257,1.362456,0.253424,3.452791,65.13,172.0,0,0.378663,3.0,0,21.71,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,958.0,0,0.067985,31.0,0,0,959.0,0,0.067914,0,0,0,0.0,0,0,0.0,0,0,,,,172.0,21:00:00 - 21:59:59,CS
[ALC] Pandora Black Friday,120235312805230087,OUTCOME_AWARENESS,2025-11-01,5769,0,0.0,7,0.121338,1.222857,1.483793,8.56,1.0,0,8.56,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,222.0,0,0.038559,1.0,0,0,222.0,0,0.038559,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,21:00:00 - 21:59:59,CS
[ALC] Promo Nike 30% OFF Nov,120235313060850087,OUTCOME_AWARENESS,2025-11-01,6043,0,0.0,7,0.115837,1.255714,1.454576,8.79,4.0,0,2.1975,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,262.0,0,0.03355,1.0,0,0,262.0,0,0.03355,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,21:00:00 - 21:59:59,CS
[ALC] Curso de Gestantes Nov.,120235518802250087,OUTCOME_AWARENESS,2025-11-01,16734,0,0.0,23,0.137445,1.22,1.676826,28.06,20.0,0,1.403,3.0,0,9.353333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,0,1.403,0.0,0,0,20.0,0,1.403,0,0,0,0.0,0,0,0.0,0,0,,,,20.0,21:00:00 - 21:59:59,CS
[BF] ALC Riachuelo,120235701472890087,OUTCOME_AWARENESS,2025-11-01,4217,0,0.0,5,0.118568,1.362,1.614892,6.81,4.0,0,1.7025,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.7025,0.0,0,0,4.0,0,1.7025,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,21:00:00 - 21:59:59,CS
[BF] ALC Adcos,120235701675980087,OUTCOME_AWARENESS,2025-11-01,11399,0,0.0,14,0.122818,1.321429,1.622949,18.5,6.0,0,3.083333,2.0,0,9.25,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,1.681818,5.0,0,0,11.0,0,1.681818,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,21:00:00 - 21:59:59,CS
[BF] ALC Nike,120235703048250087,OUTCOME_AWARENESS,2025-11-01,5521,0,0.0,15,0.27169,0.589333,1.601159,8.84,10.0,0,0.884,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,0,0.884,0.0,0,0,10.0,0,0.884,0,0,0,0.0,0,0,0.0,0,0,,,,10.0,21:00:00 - 21:59:59,CS
[BF] Outlet Aniversário,120235703488080087,OUTCOME_AWARENESS,2025-11-01,2541,0,0.0,3,0.118064,1.516667,1.790634,4.55,2.0,0,2.275,1.0,0,4.55,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,164.0,0,0.027744,0.0,0,0,164.0,0,0.027744,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,21:00:00 - 21:59:59,CS
[BF] Outlet Aniversário - 2,120235703619910087,OUTCOME_AWARENESS,2025-11-01,2282,0,0.0,1,0.043821,4.01,1.757231,4.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,0,4.01,0.0,0,0,1.0,0,4.01,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,21:00:00 - 21:59:59,CS
[ALC] Black Friday Gastronomia,120235997770420087,OUTCOME_AWARENESS,2025-11-01,21496,0,0.0,66,0.307034,0.520758,1.598902,34.37,32.0,0,1.074063,6.0,0,5.728333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,47.0,0,0.731277,7.0,0,0,47.0,0,0.731277,0,0,0,0.0,0,0,0.0,0,0,,,,32.0,21:00:00 - 21:59:59,CS
[ALC] Black Friday Jóias,120235998038130087,OUTCOME_AWARENESS,2025-11-01,25353,0,0.0,34,0.134106,1.161765,1.558001,39.5,21.0,0,1.880952,8.0,0,4.9375,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,110.0,0,0.359091,4.0,0,0,110.0,0,0.359091,0,0,0,0.0,0,0,0.0,0,0,,,,21.0,21:00:00 - 21:59:59,CS
[ALC] Black Friday Inst.,120236147694890087,OUTCOME_AWARENESS,2025-11-01,42524,0,0.0,52,0.122284,1.4175,1.733374,73.71,29.0,0,2.541724,4.0,0,18.4275,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1406.0,0,0.052425,4.0,0,0,1406.0,0,0.052425,0,0,0,0.0,0,0,0.0,0,0,,,,29.0,21:00:00 - 21:59:59,CS
[ENG] Post Foto Papai Noel,120236148415870087,OUTCOME_ENGAGEMENT,2025-11-01,5824,0,0.0,83,1.425137,0.338554,4.824863,28.1,19.0,0,1.478947,5.0,0,5.62,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2292.0,0,0.01226,98.0,0,0,2292.0,0,0.01226,0,0,0,0.0,0,0,0.0,0,0,,,,19.0,21:00:00 - 21:59:59,CS
