campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,hourly_stats_aggregated_by_advertiser_time_zone,shopping
ALC - NATAL 25,120240129895630260,OUTCOME_AWARENESS,2025-12-01,26249,0,0.0,42,0.160006,0.892857,1.428626,37.5,22.0,0,1.704545,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,265.0,0,0.141509,1.0,0,0,265.0,0,0.141509,0,0,0,0.0,0,0,0.0,0,0,,,,20.0,10:00:00 - 10:59:59,GS
TRAF - NATAL 25 CLIQUES 02,120241128882090260,LINK_CLICKS,2025-12-01,8469,0,0.0,134,1.582241,0.284254,4.497579,38.09,122.0,0,0.312213,82.0,0,0.464512,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,133.0,0,0.286391,8.0,0,0,133.0,0,0.286391,0,0,0,0.0,0,0,0.0,0,0,,,,122.0,10:00:00 - 10:59:59,GS
ALC - Árvore solidária,120241456113430260,OUTCOME_AWARENESS,2025-12-01,9970,0,0.0,8,0.080241,1.8725,1.502508,14.98,8.0,0,1.8725,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,161.0,0,0.093043,0.0,0,0,161.0,0,0.093043,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,10:00:00 - 10:59:59,GS
Coral Adventista,120241456346500260,OUTCOME_AWARENESS,2025-12-01,8754,0,0.0,7,0.079963,1.971429,1.576422,13.8,6.0,0,2.3,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,2.3,0.0,0,0,6.0,0,2.3,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,10:00:00 - 10:59:59,GS
ALC - Inauguração - Manly,120241830292400260,OUTCOME_AWARENESS,2025-12-01,4076,0,0.0,7,0.171737,0.858571,1.474485,6.01,3.0,0,2.003333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,93.0,0,0.064624,0.0,0,0,93.0,0,0.064624,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,10:00:00 - 10:59:59,GS
ALC - Encontro Pet com Noel,120241868146220260,OUTCOME_AWARENESS,2025-12-01,11920,0,0.0,12,0.100671,1.63,1.64094,19.56,9.0,0,2.173333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,34.0,0,0.575294,1.0,0,0,34.0,0,0.575294,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,10:00:00 - 10:59:59,GS
ALC - MODA,120242232300500260,OUTCOME_AWARENESS,2025-12-01,1940,0,0.0,2,0.103093,1.43,1.474227,2.86,1.0,0,2.86,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,64.0,0,0.044688,1.0,0,0,64.0,0,0.044688,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,10:00:00 - 10:59:59,GS
ALC - TURMA DA MONICA,120234621497810260,OUTCOME_AWARENESS,2025-09-20,2512,0,0.0,2,0.079618,1.73,1.377389,3.46,2.0,0,1.73,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24.0,0,0.144167,0.0,0,0,24.0,0,0.144167,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,11:00:00 - 11:59:59,GS
ALC - Troca de Copos (OTTO),120235828918670260,OUTCOME_AWARENESS,2025-09-20,2804,0,0.0,2,0.071327,2.015,1.437233,4.03,1.0,0,4.03,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,147.0,0,0.027415,1.0,0,0,147.0,0,0.027415,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,11:00:00 - 11:59:59,GS
ENG - Troca de Copos (OTTO),120235829138460260,OUTCOME_ENGAGEMENT,2025-09-20,218,0,0.0,2,0.917431,0.54,4.954128,1.08,1.0,0,1.08,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,110.0,0,0.009818,0.0,0,0,110.0,0,0.009818,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,11:00:00 - 11:59:59,GS
ALC - Corrida (Edgar),120235893584620260,OUTCOME_AWARENESS,2025-09-20,8407,0,0.0,15,0.178423,0.782667,1.396455,11.74,9.0,0,1.304444,3.0,0,3.913333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,256.0,0,0.045859,0.0,0,0,256.0,0,0.045859,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,11:00:00 - 11:59:59,GS
ALC - Turma da Mônica (OTTO),120236074871590260,OUTCOME_AWARENESS,2025-09-20,4333,0,0.0,10,0.230787,0.607,1.400877,6.07,4.0,0,1.5175,2.0,0,3.035,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,200.0,0,0.03035,1.0,0,0,200.0,0,0.03035,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,11:00:00 - 11:59:59,GS
ALC - Viva a Magia,120236616134640260,OUTCOME_AWARENESS,2025-09-20,7583,0,0.0,11,0.145061,1.045455,1.51655,11.5,6.0,0,1.916667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,218.0,0,0.052752,1.0,0,0,218.0,0,0.052752,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,11:00:00 - 11:59:59,GS
ALC - Chanel,120236847668930260,OUTCOME_AWARENESS,2025-09-20,10169,0,0.0,19,0.186842,0.693158,1.295113,13.17,8.0,0,1.64625,4.0,0,3.2925,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,687.0,0,0.01917,1.0,0,0,687.0,0,0.01917,0,0,0,0.0,0,0,0.0,0,0,,,,8.0,11:00:00 - 11:59:59,GS
ALC - Wine Day,120237013410740260,OUTCOME_AWARENESS,2025-09-20,8059,0,0.0,5,0.062042,2.222,1.378583,11.11,4.0,0,2.7775,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,2.7775,0.0,0,0,4.0,0,2.7775,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,11:00:00 - 11:59:59,GS
ALC - Rubens - Luz Câmera Garten,120237357808800260,OUTCOME_AWARENESS,2025-09-20,7938,0,0.0,4,0.050391,3.0,1.511716,12.0,4.0,0,3.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,218.0,0,0.055046,0.0,0,0,218.0,0,0.055046,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Cinematerna SET,120237371956580260,OUTCOME_AWARENESS,2025-09-20,3606,0,0.0,5,0.138658,1.268,1.758181,6.34,4.0,0,1.585,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,0,1.585,0.0,0,0,4.0,0,1.585,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,11:00:00 - 11:59:59,GS
ALC - GIFT CARD,120237372134290260,OUTCOME_AWARENESS,2025-09-20,3269,0,0.0,3,0.091771,1.573333,1.443867,4.72,2.0,0,2.36,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,93.0,0,0.050753,0.0,0,0,93.0,0,0.050753,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,11:00:00 - 11:59:59,GS
ALC - Quarta Live,120237374398800260,OUTCOME_AWARENESS,2025-09-20,6269,0,0.0,9,0.143564,0.926667,1.330356,8.34,4.0,0,2.085,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,143.0,0,0.058322,0.0,0,0,143.0,0,0.058322,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Oficina de Xadrez [Outubro],120237754156040260,OUTCOME_AWARENESS,2025-09-20,991,0,0.0,0,0.0,0.0,1.654894,1.64,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - TURMA DA MONICA,120234621497810260,OUTCOME_AWARENESS,2025-10-01,5452,0,0.0,10,0.183419,0.705,1.293103,7.05,4.0,0,1.7625,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,31.0,0,0.227419,0.0,0,0,31.0,0,0.227419,0,0,0,0.0,0,0,0.0,0,0,,,,4.0,11:00:00 - 11:59:59,GS
ALC - Turma da Mônica (OTTO),120236074871590260,OUTCOME_AWARENESS,2025-10-01,9920,0,0.0,9,0.090726,1.43,1.297379,12.87,3.0,0,4.29,1.0,0,12.87,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,355.0,0,0.036254,3.0,0,0,355.0,0,0.036254,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,11:00:00 - 11:59:59,GS
ALC - Rubens - Luz Câmera Garten,120237357808800260,OUTCOME_AWARENESS,2025-10-01,7831,0,0.0,3,0.038309,3.45,1.32167,10.35,3.0,0,3.45,1.0,0,10.35,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,275.0,0,0.037636,1.0,0,0,275.0,0,0.037636,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,11:00:00 - 11:59:59,GS
ALC - GIFT CARD,120237372134290260,OUTCOME_AWARENESS,2025-10-01,15849,0,0.0,13,0.082024,1.696923,1.391886,22.06,11.0,0,2.005455,4.0,0,5.515,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,459.0,0,0.048061,1.0,0,0,459.0,0,0.048061,0,0,0,0.0,0,0,0.0,0,0,,,,11.0,11:00:00 - 11:59:59,GS
ALC - Oficina de Xadrez [Outubro],120237754156040260,OUTCOME_AWARENESS,2025-10-01,3244,0,0.0,3,0.092478,1.886667,1.74476,5.66,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Curso de Gestantes [Outubro],120237955203280260,OUTCOME_AWARENESS,2025-10-01,13723,0,0.0,21,0.153028,0.912381,1.396196,19.16,13.0,0,1.473846,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,0,1.368571,0.0,0,0,14.0,0,1.368571,0,0,0,0.0,0,0,0.0,0,0,,,,13.0,11:00:00 - 11:59:59,GS
ALC - Festival Garten Kids [2025],120238164844270260,OUTCOME_AWARENESS,2025-10-01,14328,0,0.0,18,0.125628,1.166111,1.464964,20.99,12.0,0,1.749167,2.0,0,10.495,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,175.0,0,0.119943,4.0,0,0,175.0,0,0.119943,0,0,0,0.0,0,0,0.0,0,0,,,,2.0,11:00:00 - 11:59:59,GS
ALC - Lojas,120238179505060260,OUTCOME_AWARENESS,2025-10-01,5752,0,0.0,0,0.0,0.0,1.286509,7.4,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,114.0,0,0.064912,0.0,0,0,114.0,0,0.064912,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
"ALC - Vídeo Rafa [Calvin Klein, Chanel]",120238229897240260,OUTCOME_AWARENESS,2025-10-01,11304,0,0.0,14,0.12385,1.128571,1.397735,15.8,9.0,0,1.755556,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,401.0,0,0.039402,0.0,0,0,401.0,0,0.039402,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Feira de Adoção [Outubro],120238230776840260,OUTCOME_AWARENESS,2025-10-01,9108,0,0.0,5,0.054897,2.652,1.455863,13.26,3.0,0,4.42,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,47.0,0,0.282128,0.0,0,0,47.0,0,0.282128,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Rubens,120238447119720260,OUTCOME_AWARENESS,2025-10-01,10960,0,0.0,17,0.155109,0.871765,1.35219,14.82,14.0,0,1.058571,4.0,0,3.705,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,364.0,0,0.040714,0.0,0,0,364.0,0,0.040714,0,0,0,0.0,0,0,0.0,0,0,,,,14.0,11:00:00 - 11:59:59,GS
ALC - Quarta Live,120238648028420260,OUTCOME_AWARENESS,2025-10-01,3409,0,0.0,4,0.117336,1.2425,1.457906,4.97,4.0,0,1.2425,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,0,0.994,1.0,0,0,5.0,0,0.994,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Salsicha,120238648311690260,OUTCOME_AWARENESS,2025-10-01,12309,0,0.0,11,0.089366,1.602727,1.432285,17.63,10.0,0,1.763,3.0,0,5.876667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19.0,0,0.927895,4.0,0,0,19.0,0,0.927895,0,0,0,0.0,0,0,0.0,0,0,,,,10.0,11:00:00 - 11:59:59,GS
ALC - Jogaderia,120238675326530260,OUTCOME_AWARENESS,2025-10-01,9240,0,0.0,14,0.151515,0.963571,1.459957,13.49,13.0,0,1.037692,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24.0,0,0.562083,0.0,0,0,24.0,0,0.562083,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Jantar Outback,120238735526530260,OUTCOME_AWARENESS,2025-10-01,43682,0,0.0,55,0.12591,1.266182,1.594249,69.64,45.0,0,1.547556,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1337.0,0,0.052087,2.0,0,0,1337.0,0,0.052087,0,0,0,0.0,0,0,0.0,0,0,,,,45.0,11:00:00 - 11:59:59,GS
ALC - Natal,120238840446350260,OUTCOME_AWARENESS,2025-10-01,26881,0,0.0,37,0.137644,1.305405,1.796808,48.3,29.0,0,1.665517,9.0,0,5.366667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,899.0,0,0.053726,8.0,0,0,899.0,0,0.053726,0,0,0,0.0,0,0,0.0,0,0,,,,22.0,11:00:00 - 11:59:59,GS
ALC - Swell Poke | Edgar,120238897555690260,OUTCOME_AWARENESS,2025-10-01,9334,0,0.0,9,0.096422,1.453333,1.401328,13.08,6.0,0,2.18,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,275.0,0,0.047564,0.0,0,0,275.0,0,0.047564,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Quarta-Live | Rico [22/10],120239012543160260,OUTCOME_AWARENESS,2025-10-01,9110,0,0.0,11,0.120746,1.123636,1.356751,12.36,9.0,0,1.373333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,0,1.373333,0.0,0,0,9.0,0,1.373333,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Rubens,120239240445750260,OUTCOME_AWARENESS,2025-10-01,9830,0,0.0,11,0.111902,1.34,1.499491,14.74,7.0,0,2.105714,2.0,0,7.37,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,280.0,0,0.052643,0.0,0,0,280.0,0,0.052643,0,0,0,0.0,0,0,0.0,0,0,,,,7.0,11:00:00 - 11:59:59,GS
ALC - Cinematerna,120239478569230260,OUTCOME_AWARENESS,2025-10-01,7372,0,0.0,11,0.149213,1.03,1.536896,11.33,11.0,0,1.03,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,1.03,0.0,0,0,11.0,0,1.03,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Reels Halloween,120239482903050260,OUTCOME_AWARENESS,2025-10-01,5581,0,0.0,4,0.071672,2.1075,1.510482,8.43,4.0,0,2.1075,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,124.0,0,0.067984,0.0,0,0,124.0,0,0.067984,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Oficina de Xadrez - Novembro,120239500505260260,OUTCOME_AWARENESS,2025-10-01,3502,0,0.0,6,0.171331,0.96,1.644774,5.76,6.0,0,0.96,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,0,0.523636,0.0,0,0,11.0,0,0.523636,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Buddha Spa,120239548656800260,OUTCOME_AWARENESS,2025-10-01,3682,0,0.0,3,0.081477,1.793333,1.461162,5.38,3.0,0,1.793333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,132.0,0,0.040758,0.0,0,0,132.0,0,0.040758,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Quarta Live | Hermita,120239552723180260,OUTCOME_AWARENESS,2025-10-01,8133,0,0.0,10,0.122956,1.192,1.465634,11.92,9.0,0,1.324444,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,190.0,0,0.062737,0.0,0,0,190.0,0,0.062737,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - GIFT CARD,120237372134290260,OUTCOME_AWARENESS,2025-11-01,646,0,0.0,0,0.0,0.0,1.470588,0.95,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,0,0.0475,0.0,0,0,20.0,0,0.0475,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Jeep - NATAL 2025,120240077958240260,OUTCOME_AWARENESS,2025-11-01,1545,0,0.0,1,0.064725,2.35,1.521036,2.35,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,0,0.783333,0.0,0,0,3.0,0,0.783333,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Reels Maya,120240078063570260,OUTCOME_AWARENESS,2025-11-01,11291,0,0.0,10,0.088566,1.755,1.554335,17.55,9.0,0,1.95,7.0,0,2.507143,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,370.0,0,0.047432,2.0,0,0,370.0,0,0.047432,0,0,0,0.0,0,0,0.0,0,0,,,,9.0,11:00:00 - 11:59:59,GS
ALC - Natal Aftermovie,120240078199640260,OUTCOME_AWARENESS,2025-11-01,6364,0,0.0,11,0.172847,0.91,1.57291,10.01,6.0,0,1.668333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,169.0,0,0.059231,2.0,0,0,169.0,0,0.059231,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Feira de Adoção,120240078423610260,OUTCOME_AWARENESS,2025-11-01,2252,0,0.0,2,0.08881,1.77,1.571936,3.54,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,0.59,0.0,0,0,6.0,0,0.59,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Edgar + Rayban,120240078887090260,OUTCOME_AWARENESS,2025-11-01,7665,0,0.0,8,0.104371,1.535,1.602087,12.28,6.0,0,2.046667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,279.0,0,0.044014,1.0,0,0,279.0,0,0.044014,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - NATAL 25,120240129895630260,OUTCOME_AWARENESS,2025-11-01,14746,0,0.0,24,0.162756,0.980417,1.595687,23.53,10.0,0,2.353,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,68.0,0,0.346029,0.0,0,0,68.0,0,0.346029,0,0,0,0.0,0,0,0.0,0,0,,,,10.0,11:00:00 - 11:59:59,GS
TRAF - NATAL 25,120240130017780260,LINK_CLICKS,2025-11-01,1594,0,0.0,22,1.380176,0.397273,5.483061,8.74,15.0,0,0.582667,14.0,0,0.624286,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,0,0.437,3.0,0,0,20.0,0,0.437,0,0,0,0.0,0,0,0.0,0,0,,,,15.0,11:00:00 - 11:59:59,GS
ALC - Reels Decoração,120240146248790260,OUTCOME_AWARENESS,2025-11-01,7235,0,0.0,8,0.110574,1.3775,1.523151,11.02,5.0,0,2.204,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,199.0,0,0.055377,1.0,0,0,199.0,0,0.055377,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Reels Madô,120240358848200260,OUTCOME_AWARENESS,2025-11-01,3303,0,0.0,3,0.090827,1.806667,1.640932,5.42,2.0,0,2.71,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,76.0,0,0.071316,0.0,0,0,76.0,0,0.071316,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - Aventuras Caninas de Natal,120240403082690260,OUTCOME_AWARENESS,2025-11-01,41250,0,0.0,72,0.174545,1.193889,2.083879,85.96,57.0,0,1.50807,20.0,0,4.298,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,945.0,0,0.090963,4.0,0,0,945.0,0,0.090963,0,0,0,0.0,0,0,0.0,0,0,,,,56.0,11:00:00 - 11:59:59,GS
ALC - Mileninha,120240427184770260,OUTCOME_AWARENESS,2025-11-01,48599,0,0.0,117,0.240746,0.868718,2.091401,101.64,46.0,0,2.209565,4.0,0,25.41,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2521.0,0,0.040317,6.0,0,0,2521.0,0,0.040317,0,0,0,0.0,0,0,0.0,0,0,,,,46.0,11:00:00 - 11:59:59,GS
ENG - Mileninha,120240469270520260,OUTCOME_ENGAGEMENT,2025-11-01,3493,0,0.0,45,1.288291,0.464667,5.986258,20.91,11.0,0,1.900909,7.0,0,2.987143,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1139.0,0,0.018358,17.0,0,0,1139.0,0,0.018358,0,0,0,0.0,0,0,0.0,0,0,,,,11.0,11:00:00 - 11:59:59,GS
ENG - Aventuras Caninas de Natal,120240470105850260,OUTCOME_ENGAGEMENT,2025-11-01,2801,0,0.0,31,1.106748,0.629677,6.96894,19.52,17.0,0,1.148235,8.0,0,2.44,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1262.0,0,0.015468,17.0,0,0,1262.0,0,0.015468,0,0,0,0.0,0,0,0.0,0,0,,,,17.0,11:00:00 - 11:59:59,GS
TRAF - NATAL 25,120240534673620260,LINK_CLICKS,2025-11-01,703,0,0.0,6,0.853485,0.446667,3.812233,2.68,6.0,0,0.446667,6.0,0,0.446667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,0,0.446667,0.0,0,0,6.0,0,0.446667,0,0,0,0.0,0,0,0.0,0,0,,,,6.0,11:00:00 - 11:59:59,GS
ALC - Chapeuzinho vermelho Natal,120240755196880260,OUTCOME_AWARENESS,2025-11-01,12427,0,0.0,17,0.136799,1.270588,1.738151,21.6,16.0,0,1.35,7.0,0,3.085714,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,47.0,0,0.459574,0.0,0,0,47.0,0,0.459574,0,0,0,0.0,0,0,0.0,0,0,,,,16.0,11:00:00 - 11:59:59,GS
ALC - Meu vilão favorito,120240755310190260,OUTCOME_AWARENESS,2025-11-01,12712,0,0.0,8,0.062933,2.8925,1.820327,23.14,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,683.0,0,0.03388,6.0,0,0,683.0,0,0.03388,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC - BLACK FRIDAY GS,120241055514670260,OUTCOME_AWARENESS,2025-11-01,16991,0,0.0,3,0.017656,12.016667,2.121711,36.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,753.0,0,0.047875,4.0,0,0,753.0,0,0.047875,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,11:00:00 - 11:59:59,GS
ALC- Tributo Elton John e Adele,120241070269760260,OUTCOME_AWARENESS,2025-11-01,34448,0,0.0,59,0.171273,1.61,2.75749,94.99,47.0,0,2.021064,17.0,0,5.587647,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,771.0,0,0.123204,3.0,0,0,771.0,0,0.123204,0,0,0,0.0,0,0,0.0,0,0,,,,46.0,11:00:00 - 11:59:59,GS
ALC - MUSICAL TEMPO,120241072208340260,OUTCOME_AWARENESS,2025-11-01,30767,0,0.0,60,0.195014,1.4,2.730198,84.0,48.0,0,1.75,16.0,0,5.25,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,445.0,0,0.188764,5.0,0,0,445.0,0,0.188764,0,0,0,0.0,0,0,0.0,0,0,,,,48.0,11:00:00 - 11:59:59,GS
TRAF - NATAL 25 CLIQUES 02,120241128882090260,LINK_CLICKS,2025-11-01,1127,0,0.0,27,2.395741,0.242593,5.81189,6.55,25.0,0,0.262,19.0,0,0.344737,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,32.0,0,0.204688,1.0,0,0,32.0,0,0.204688,0,0,0,0.0,0,0,0.0,0,0,,,,24.0,11:00:00 - 11:59:59,GS
