campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,video_p50,video_p75,video_p100,publisher_platform,platform_position,shopping
ALC - Panetone,120236786157660225,OUTCOME_AWARENESS,2025-12-15,8112,8112,1.0,17,0.209566,0.714358,1.497051,12.14408,16.0,0,0.759005,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,142.0,103.0,41.0,1.0,instagram,instagram_stories,NS
ALC - UEBEL,120236789023090225,OUTCOME_AWARENESS,2025-12-15,1319,1319,1.0,2,0.15163,1.025647,1.555189,2.051294,1.0,0,2.051294,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,4.0,3.0,2.0,instagram,feed,NS
ALC - UEBEL,120236789023090225,OUTCOME_AWARENESS,2025-12-15,9,9,1.0,0,0.0,0.0,1.111813,0.010006,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NS
ALC - UEBEL,120236789023090225,OUTCOME_AWARENESS,2025-12-15,1054,1054,1.0,1,0.094877,1.731092,1.642402,1.731092,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,1.0,,,instagram,instagram_reels,NS
ALC - UEBEL,120236789023090225,OUTCOME_AWARENESS,2025-12-15,7988,7937,1.006426,15,0.187782,0.80384,1.509465,12.057607,9.0,0,1.339734,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,2.0,1.0,1.0,instagram,instagram_stories,NS
ALC - Chapeuzinho Vermelho,120236806580130225,OUTCOME_AWARENESS,2025-12-15,2989,2966,1.007755,2,0.066912,2.615,1.749749,5.23,2.0,0,2.615,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NS
ALC - Chapeuzinho Vermelho,120236806580130225,OUTCOME_AWARENESS,2025-12-15,16,16,1.0,0,0.0,0.0,3.125,0.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NS
ALC - Chapeuzinho Vermelho,120236806580130225,OUTCOME_AWARENESS,2025-12-15,4095,4095,1.0,4,0.09768,1.7025,1.663004,6.81,2.0,0,3.405,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NS
ALC - Chapeuzinho Vermelho,120236806580130225,OUTCOME_AWARENESS,2025-12-15,14293,14066,1.016138,25,0.174911,0.882,1.542713,22.05,16.0,0,1.378125,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-16,36,35,1.028571,0,0.0,0.0,1.666943,0.06001,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_profile_feed,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-16,6843,6631,1.031971,14,0.204589,0.680827,1.392895,9.531581,1.0,0,9.531581,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,67.0,26.0,15.0,4.0,facebook,facebook_reels,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-16,3,3,1.0,0,0.0,0.0,3.333886,0.010002,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels_overlay,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-16,126,126,1.0,0,0.0,0.0,1.508187,0.190032,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,3.0,,,facebook,facebook_stories,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-16,12940,12718,1.017456,32,0.247295,0.597287,1.477061,19.11317,1.0,0,19.11317,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,263.0,88.0,46.0,24.0,facebook,feed,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-16,3311,2936,1.127725,2,0.060405,2.53042,1.528493,5.060839,2.0,0,2.53042,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,149.0,50.0,25.0,17.0,facebook,marketplace,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-16,29,28,1.035714,0,0.0,0.0,1.379539,0.040007,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,,,,facebook,search,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-16,723,720,1.004167,1,0.138313,1.170194,1.618526,1.170194,1.0,0,1.170194,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11.0,6.0,4.0,3.0,instagram,feed,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-16,19,19,1.0,0,0.0,0.0,2.632016,0.050008,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-16,4773,4709,1.013591,2,0.041902,3.410566,1.429108,6.821131,1.0,0,6.821131,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,37.0,16.0,8.0,4.0,instagram,instagram_reels,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-16,12537,12299,1.019351,25,0.19941,0.729721,1.455135,18.243026,22.0,0,0.829228,1.0,0,18.243026,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,97.0,51.0,,,instagram,instagram_stories,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,13,7,1.857143,0,0.0,0.0,3.077429,0.040007,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,7.0,1.0,,audience_network,an_classic,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,5,4,1.25,1,20.0,0.150025,30.004934,0.150025,1.0,0,0.150025,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,2.0,2.0,1.0,audience_network,rewarded_video,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,17,17,1.0,1,5.882353,0.450074,26.474942,0.450074,1.0,0,0.450074,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_notification,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,28,26,1.076923,0,0.0,0.0,2.14321,0.06001,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_profile_feed,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,229,202,1.133663,4,1.746725,0.087514,1.528636,0.350058,2.0,0,0.175029,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,1.0,1.0,,facebook,facebook_reels,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,717,704,1.018466,3,0.41841,0.340056,1.422828,1.020168,3.0,0,0.340056,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels_overlay,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,1710,1505,1.136213,47,2.748538,0.261107,7.176619,12.272018,45.0,0,0.272712,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,2.0,4.0,2.0,facebook,facebook_stories,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,10843,8655,1.252802,223,2.056626,0.181061,3.723752,40.37664,173.0,0,0.233391,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,72.0,30.0,18.0,11.0,facebook,feed,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,2241,2000,1.1205,23,1.026328,0.176551,1.811989,4.060668,21.0,0,0.193365,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,36.0,16.0,3.0,,facebook,instream_video,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,13,10,1.3,0,0.0,0.0,1.538715,0.020003,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,marketplace,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,2,1,2.0,0,0.0,0.0,10.001645,0.020003,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,search,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,86,82,1.04878,5,5.813953,0.152025,8.838663,0.760125,4.0,0,0.190031,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,18.0,9.0,7.0,6.0,instagram,feed,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,8,8,1.0,0,0.0,0.0,2.500411,0.020003,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,,,,instagram,instagram_reels,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-16,276,246,1.121951,5,1.811594,0.24204,4.384779,1.210199,4.0,0,0.30255,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,7.0,5.0,4.0,instagram,instagram_stories,NS
ALC - LEGOS,120235033220480225,OUTCOME_AWARENESS,2025-12-16,2254,2254,1.0,2,0.088731,1.7859,1.58465,3.5718,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16.0,4.0,3.0,1.0,instagram,feed,NS
ALC - LEGOS,120235033220480225,OUTCOME_AWARENESS,2025-12-16,19,19,1.0,0,0.0,0.0,2.106325,0.04002,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NS
ALC - LEGOS,120235033220480225,OUTCOME_AWARENESS,2025-12-16,2135,2135,1.0,2,0.093677,1.570792,1.471468,3.141583,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,3.0,3.0,3.0,instagram,instagram_reels,NS
ALC - LEGOS,120235033220480225,OUTCOME_AWARENESS,2025-12-16,8952,8784,1.019126,11,0.122878,1.189691,1.461863,13.086596,11.0,0,1.189691,2.0,0,6.543298,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38.0,2.0,,,instagram,instagram_stories,NS
ENG - Tour fofíssima Natal,120236083340880225,OUTCOME_ENGAGEMENT,2025-12-16,1747,1725,1.012754,5,0.286205,1.776,5.082999,8.88,3.0,0,2.96,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,195.0,77.0,53.0,32.0,instagram,feed,NS
ENG - Tour fofíssima Natal,120236083340880225,OUTCOME_ENGAGEMENT,2025-12-16,2,2,1.0,0,0.0,0.0,10.0,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NS
ENG - Tour fofíssima Natal,120236083340880225,OUTCOME_ENGAGEMENT,2025-12-16,1224,1178,1.039049,9,0.735294,0.78,5.735294,7.02,3.0,0,2.34,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,152.0,76.0,53.0,33.0,instagram,instagram_reels,NS
ENG - Tour fofíssima Natal,120236083340880225,OUTCOME_ENGAGEMENT,2025-12-16,1344,1337,1.005236,6,0.446429,1.485,6.629464,8.91,5.0,0,1.782,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24.0,2.0,2.0,2.0,instagram,instagram_stories,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-16,970,970,1.0,4,0.412371,0.4075,1.680412,1.63,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,27.0,14.0,8.0,3.0,facebook,facebook_reels,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-16,10,9,1.111111,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels_overlay,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-16,10,10,1.0,0,0.0,0.0,2.0,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_stories,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-16,2543,2473,1.028306,12,0.471884,0.333333,1.572945,4.0,10.0,0,0.4,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,62.0,24.0,13.0,6.0,facebook,feed,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-16,4516,2864,1.576816,6,0.132861,1.086667,1.443756,6.52,4.0,0,1.63,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,78.0,27.0,12.0,7.0,facebook,marketplace,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-16,78,78,1.0,0,0.0,0.0,1.666667,0.13,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,,,,facebook,search,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-16,433,426,1.016432,1,0.230947,0.61,1.408776,0.61,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,6.0,5.0,3.0,instagram,feed,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-16,49,49,1.0,0,0.0,0.0,1.22449,0.06,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,,,instagram,instagram_explore,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-16,1149,1131,1.015915,2,0.174064,0.885,1.54047,1.77,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,30.0,12.0,10.0,6.0,instagram,instagram_reels,NS
ALC - Exposição Legueiros,120236293601470225,OUTCOME_AWARENESS,2025-12-16,4308,4193,1.027427,9,0.208914,0.688889,1.439183,6.2,7.0,0,0.885714,1.0,0,6.2,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,51.0,5.0,1.0,1.0,instagram,instagram_stories,NS
ALC - Panetone,120236786157660225,OUTCOME_AWARENESS,2025-12-16,3246,3146,1.031786,3,0.092421,1.67,1.543438,5.01,1.0,0,5.01,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,175.0,57.0,28.0,18.0,instagram,feed,NS
ALC - Panetone,120236786157660225,OUTCOME_AWARENESS,2025-12-16,32,31,1.032258,0,0.0,0.0,0.9375,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NS
ALC - Panetone,120236786157660225,OUTCOME_AWARENESS,2025-12-16,1509,1509,1.0,2,0.132538,1.2,1.590457,2.4,1.0,0,2.4,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,35.0,19.0,15.0,7.0,instagram,instagram_reels,NS
ALC - Panetone,120236786157660225,OUTCOME_AWARENESS,2025-12-16,9024,8995,1.003224,12,0.132979,1.165833,1.55031,13.99,8.0,0,1.74875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,183.0,161.0,68.0,,instagram,instagram_stories,NS
ALC - UEBEL,120236789023090225,OUTCOME_AWARENESS,2025-12-16,1313,1297,1.012336,0,0.0,0.0,1.469916,1.93,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,2.0,2.0,2.0,instagram,feed,NS
ALC - UEBEL,120236789023090225,OUTCOME_AWARENESS,2025-12-16,15,15,1.0,0,0.0,0.0,2.666667,0.04,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NS
ALC - UEBEL,120236789023090225,OUTCOME_AWARENESS,2025-12-16,1013,1013,1.0,0,0.0,0.0,1.549852,1.57,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,2.0,2.0,2.0,instagram,instagram_reels,NS
ALC - UEBEL,120236789023090225,OUTCOME_AWARENESS,2025-12-16,11726,11446,1.024463,16,0.136449,1.129375,1.54102,18.07,14.0,0,1.290714,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,,,,instagram,instagram_stories,NS
ALC - Chapeuzinho Vermelho,120236806580130225,OUTCOME_AWARENESS,2025-12-16,4518,4374,1.032922,2,0.044267,3.49,1.544931,6.98,1.0,0,6.98,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NS
ALC - Chapeuzinho Vermelho,120236806580130225,OUTCOME_AWARENESS,2025-12-16,62,60,1.033333,0,0.0,0.0,1.290323,0.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NS
ALC - Chapeuzinho Vermelho,120236806580130225,OUTCOME_AWARENESS,2025-12-16,5503,5342,1.030139,2,0.036344,4.305,1.564601,8.61,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NS
ALC - Chapeuzinho Vermelho,120236806580130225,OUTCOME_AWARENESS,2025-12-16,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_search,NS
ALC - Chapeuzinho Vermelho,120236806580130225,OUTCOME_AWARENESS,2025-12-16,43728,41228,1.060638,28,0.064032,2.335357,1.495381,65.39,14.0,0,4.670714,1.0,0,65.39,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-17,22,22,1.0,0,0.0,0.0,1.363636,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,,,,facebook,facebook_profile_feed,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-17,2987,2956,1.010487,5,0.167392,0.89,1.489789,4.45,1.0,0,4.45,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,32.0,9.0,4.0,1.0,facebook,facebook_reels,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-17,2700,2674,1.009723,3,0.111111,0.993333,1.103704,2.98,3.0,0,0.993333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels_overlay,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-17,56,56,1.0,0,0.0,0.0,1.428571,0.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_stories,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-17,12531,12499,1.00256,32,0.255367,0.570938,1.457984,18.27,4.0,0,4.5675,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,218.0,61.0,33.0,20.0,facebook,feed,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-17,2391,2179,1.097292,1,0.041824,3.52,1.472187,3.52,1.0,0,3.52,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,88.0,27.0,11.0,8.0,facebook,marketplace,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-17,32,32,1.0,0,0.0,0.0,1.5625,0.05,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,1.0,1.0,facebook,search,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-17,791,783,1.010217,0,0.0,0.0,1.213654,0.96,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,4.0,4.0,2.0,instagram,feed,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-17,10,10,1.0,0,0.0,0.0,2.0,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-17,3777,3633,1.039637,1,0.026476,5.69,1.506487,5.69,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,40.0,15.0,11.0,7.0,instagram,instagram_reels,NS
ALC - PROMO NATAL 25,120234760801190225,OUTCOME_AWARENESS,2025-12-17,14202,14055,1.010459,27,0.190114,0.807778,1.535699,21.81,24.0,0,0.90875,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,120.0,68.0,5.0,1.0,instagram,instagram_stories,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-17,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,1.0,,audience_network,an_classic,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-17,23,23,1.0,3,13.043478,0.030006,3.913782,0.090017,2.0,0,0.045008,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_profile_feed,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-17,141,128,1.101563,4,2.836879,0.100019,2.837415,0.400075,4.0,0,0.100019,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,5.0,3.0,3.0,facebook,facebook_reels,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-17,1018,993,1.025176,8,0.785855,0.140026,1.100404,1.120211,8.0,0,0.140026,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels_overlay,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-17,391,366,1.068306,8,2.046036,0.37132,7.597341,2.97056,8.0,0,0.37132,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,12.0,9.0,9.0,4.0,facebook,facebook_stories,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-17,12579,10422,1.206966,253,2.011289,0.180311,3.626569,45.618607,162.0,0,0.281596,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,129.0,56.0,34.0,24.0,facebook,feed,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-17,554,493,1.123732,9,1.624549,0.138915,2.256743,1.250236,8.0,0,0.156279,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,,,,facebook,instream_video,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-17,15,15,1.0,0,0.0,0.0,2.66717,0.040008,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,marketplace,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-17,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,search,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-17,71,66,1.075758,3,4.225352,0.213374,9.015786,0.640121,3.0,0,0.213374,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13.0,8.0,6.0,3.0,instagram,feed,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-17,6,6,1.0,0,0.0,0.0,6.667925,0.040008,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,1.0,1.0,1.0,instagram,instagram_reels,NS
TRAF - NATAL 25,120234760949340225,LINK_CLICKS,2025-12-17,175,167,1.047904,4,2.285714,0.207539,4.743752,0.830157,4.0,0,0.207539,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,2.0,1.0,1.0,instagram,instagram_stories,NS
ALC - LEGOS,120235033220480225,OUTCOME_AWARENESS,2025-12-17,1937,1937,1.0,1,0.051626,3.19,1.646877,3.19,1.0,0,3.19,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,29.0,12.0,7.0,5.0,instagram,feed,NS
ALC - LEGOS,120235033220480225,OUTCOME_AWARENESS,2025-12-17,15,15,1.0,0,0.0,0.0,2.0,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NS
