campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,video_p25,video_p50,video_p75,video_p100,publisher_platform,platform_position,shopping
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-21,80,78,1.025641,0,0.0,0.0,1.750458,0.140037,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_stories,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-21,8951,8599,1.040935,34,0.379846,0.336853,1.279522,11.453,15.0,0,0.763533,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,223.0,79.0,45.0,24.0,facebook,feed,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-21,5748,4026,1.42772,4,0.069589,1.890495,1.315585,7.561981,3.0,0,2.52066,1.0,0,7.561981,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,243.0,76.0,39.0,25.0,facebook,marketplace,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-21,1497,1456,1.028159,1,0.0668,1.980519,1.322992,1.980519,1.0,0,1.980519,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,42.0,10.0,4.0,2.0,instagram,feed,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-21,2261,2261,1.0,1,0.044228,2.860749,1.265258,2.860749,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,8.0,6.0,3.0,instagram,instagram_reels,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-21,7098,7098,1.0,6,0.084531,1.445379,1.221791,8.672271,5.0,0,1.734454,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,33.0,18.0,8.0,3.0,instagram,instagram_stories,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-21,49,44,1.113636,2,4.081633,0.06,2.44898,0.12,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,4.0,2.0,,facebook,facebook_reels,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-21,3333,3043,1.095301,17,0.510051,0.231765,1.182118,3.94,17.0,0,0.231765,15.0,0,0.262667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,5.0,2.0,1.0,1.0,facebook,facebook_reels_overlay,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-21,12,12,1.0,0,0.0,0.0,10.833333,0.13,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3.0,2.0,1.0,1.0,facebook,facebook_stories,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-21,4472,4124,1.084384,369,8.251342,0.092168,7.605098,34.01,168.0,0,0.20244,143.0,0,0.237832,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,150.0,84.0,66.0,36.0,facebook,feed,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-21,67,65,1.030769,1,1.492537,0.15,2.238806,0.15,1.0,0,0.15,1.0,0,0.15,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,1.0,,facebook,instream_video,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-21,13,12,1.083333,2,15.384615,0.045,6.923077,0.09,1.0,0,0.09,1.0,0,0.09,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,1.0,1.0,1.0,facebook,marketplace,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-21,1,1,1.0,0,0.0,0.0,10.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,search,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-21,59,51,1.156863,3,5.084746,0.13,6.610169,0.39,2.0,0,0.195,2.0,0,0.195,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,7.0,6.0,5.0,instagram,feed,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-21,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-21,21,18,1.166667,0,0.0,0.0,3.333333,0.07,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-21,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_stories,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-21,1143,1112,1.027878,10,0.874891,0.131,1.146107,1.31,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,20.0,7.0,4.0,4.0,facebook,feed,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-21,1836,1813,1.012686,4,0.217865,0.5575,1.214597,2.23,1.0,0,2.23,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38.0,12.0,8.0,3.0,instagram,feed,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-21,9,9,1.0,0,0.0,0.0,1.111111,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-21,673,672,1.001488,0,0.0,0.0,1.263001,0.85,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,,,,instagram,instagram_reels,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-21,4953,4953,1.0,5,0.100949,1.31,1.322431,6.55,3.0,0,2.183333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,28.0,10.0,10.0,1.0,instagram,instagram_stories,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-21,62,62,1.0,0,0.0,0.0,0.483871,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-21,5,5,1.0,0,0.0,0.0,2.0,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-21,420,420,1.0,0,0.0,0.0,1.285714,0.54,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ALC - Comedy Show,120237038393530075,OUTCOME_AWARENESS,2025-12-21,729,727,1.002751,0,0.0,0.0,1.522634,1.11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-21,271,270,1.003704,0,0.0,0.0,1.328413,0.36,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-21,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-21,830,830,1.0,0,0.0,0.0,1.192771,0.99,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-21,5817,5719,1.017136,8,0.137528,0.9325,1.282448,7.46,7.0,0,1.065714,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-21,493,493,1.0,0,0.0,0.0,1.561866,0.77,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-21,6,6,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-21,2789,2697,1.034112,2,0.07171,1.91,1.369667,3.82,1.0,0,3.82,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-21,9126,9104,1.002417,9,0.098619,1.405556,1.386149,12.65,9.0,0,1.405556,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-21,1108,1102,1.005445,5,0.451264,0.322,1.453069,1.61,5.0,0,0.322,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,56.0,28.0,13.0,6.0,instagram,feed,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-21,6,6,1.0,0,0.0,0.0,1.666667,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-21,371,365,1.016438,1,0.269542,0.36,0.97035,0.36,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4.0,4.0,,,instagram,instagram_reels,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-21,4455,4455,1.0,7,0.157127,0.812857,1.277217,5.69,5.0,0,1.138,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,61.0,44.0,1.0,1.0,instagram,instagram_stories,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-22,1362,1362,1.0,1,0.073421,1.68,1.23348,1.68,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,32.0,9.0,7.0,5.0,instagram,feed,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-22,11,11,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-22,779,763,1.02097,0,0.0,0.0,1.424904,1.11,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7.0,1.0,1.0,1.0,instagram,instagram_reels,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-22,5259,5190,1.013295,5,0.095075,1.286,1.222666,6.43,4.0,0,1.6075,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,38.0,19.0,4.0,3.0,instagram,instagram_stories,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-22,1166,1138,1.024605,3,0.25729,0.36,0.926244,1.08,1.0,0,1.08,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,198.0,65.0,42.0,27.0,instagram,feed,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-22,7,7,1.0,0,0.0,0.0,4.285714,0.03,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,1.0,1.0,instagram,instagram_explore,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-22,1208,1200,1.006667,0,0.0,0.0,1.283113,1.55,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,88.0,26.0,9.0,5.0,instagram,instagram_reels,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-22,5184,5184,1.0,5,0.096451,1.356,1.30787,6.78,5.0,0,1.356,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,97.0,53.0,30.0,23.0,instagram,instagram_stories,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-22,1779,1779,1.0,1,0.056211,2.48,1.394042,2.48,1.0,0,2.48,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,66.0,28.0,19.0,11.0,instagram,feed,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-22,13,13,1.0,0,0.0,0.0,1.538462,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-22,567,559,1.014311,0,0.0,0.0,1.516755,0.86,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,3.0,2.0,2.0,instagram,instagram_reels,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-22,5710,5619,1.016195,12,0.210158,0.604167,1.269702,7.25,10.0,0,0.725,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,36.0,12.0,9.0,,instagram,instagram_stories,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-22,2109,2093,1.007645,1,0.047416,2.59,1.22807,2.59,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,25.0,12.0,6.0,3.0,facebook,facebook_reels,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-22,13395,12945,1.034762,24,0.179171,0.41875,0.75028,10.05,24.0,0,0.41875,4.0,0,2.5125,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_reels_overlay,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-22,45,45,1.0,0,0.0,0.0,1.777778,0.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_stories,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-22,6044,5917,1.021464,14,0.231635,0.55,1.273991,7.7,1.0,0,7.7,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,126.0,36.0,20.0,16.0,facebook,feed,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-22,3774,2717,1.389032,1,0.026497,5.02,1.330154,5.02,1.0,0,5.02,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,104.0,36.0,21.0,14.0,facebook,marketplace,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-22,158,156,1.012821,0,0.0,0.0,1.139241,0.18,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,49.0,19.0,6.0,2.0,facebook,search,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-22,959,959,1.0,0,0.0,0.0,1.167883,1.12,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24.0,4.0,3.0,,instagram,feed,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-22,14,14,1.0,0,0.0,0.0,1.428571,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-22,2720,2712,1.00295,1,0.036765,3.23,1.1875,3.23,1.0,0,3.23,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,22.0,7.0,3.0,1.0,instagram,instagram_reels,NR
ALC - NATAL 25,120234821449200075,OUTCOME_AWARENESS,2025-12-22,3430,3335,1.028486,5,0.145773,0.848,1.236152,4.24,5.0,0,0.848,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14.0,9.0,1.0,1.0,instagram,instagram_stories,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-22,43,39,1.102564,1,2.325581,0.1,2.325581,0.1,1.0,0,0.1,1.0,0,0.1,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6.0,3.0,3.0,1.0,facebook,facebook_reels,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-22,3067,2830,1.083746,24,0.782524,0.142083,1.111836,3.41,24.0,0,0.142083,18.0,0,0.189444,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10.0,4.0,3.0,3.0,facebook,facebook_reels_overlay,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-22,3,3,1.0,0,0.0,0.0,6.666667,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,facebook_stories,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-22,3848,3592,1.071269,270,7.016632,0.099963,7.014033,26.99,125.0,0,0.21592,96.0,0,0.281146,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,105.0,56.0,40.0,24.0,facebook,feed,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-22,61,59,1.033898,0,0.0,0.0,1.311475,0.08,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,instream_video,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-22,2,2,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,facebook,marketplace,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-22,128,116,1.103448,5,3.90625,0.16,6.25,0.8,3.0,0,0.266667,3.0,0,0.266667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,15.0,4.0,3.0,1.0,instagram,feed,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-22,30,29,1.034483,0,0.0,0.0,5.333333,0.16,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2.0,1.0,1.0,1.0,instagram,instagram_reels,NR
TRAF - NATAL 25,120234821911100075,LINK_CLICKS,2025-12-22,99,87,1.137931,2,2.020202,0.185,3.737374,0.37,0.0,0,0.0,1.0,0,0.37,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8.0,7.0,4.0,1.0,instagram,instagram_stories,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-22,1159,1157,1.001729,5,0.431406,0.26,1.121657,1.3,1.0,0,1.3,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17.0,7.0,1.0,1.0,facebook,feed,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-22,1688,1688,1.0,4,0.236967,0.555,1.315166,2.22,2.0,0,1.11,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,33.0,7.0,5.0,5.0,instagram,feed,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-22,7,7,1.0,0,0.0,0.0,1.428571,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-22,879,875,1.004571,0,0.0,0.0,1.433447,1.26,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,,,instagram,instagram_reels,NR
ALC - Nova Arezzo,120235811959840075,OUTCOME_AWARENESS,2025-12-22,4015,3854,1.041775,4,0.099626,1.285,1.280199,5.14,3.0,0,1.713333,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,21.0,15.0,11.0,1.0,instagram,instagram_stories,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-22,88,87,1.011494,1,1.136364,0.13,1.477273,0.13,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,feed,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-22,271,271,1.0,0,0.0,0.0,1.03321,0.28,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_reels,NR
ALC - Avatar 3,120237105275340075,OUTCOME_AWARENESS,2025-12-22,1319,1262,1.045166,1,0.075815,1.66,1.258529,1.66,1.0,0,1.66,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Feira do Vinil,120237294424520075,OUTCOME_AWARENESS,2025-12-22,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_stories,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-22,1072,1036,1.034749,2,0.186567,0.775,1.445896,1.55,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,54.0,24.0,8.0,1.0,instagram,feed,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-22,9,9,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-22,353,353,1.0,0,0.0,0.0,1.586402,0.56,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9.0,4.0,3.0,1.0,instagram,instagram_reels,NR
ALC - Panetone Cacau Show,120237294698980075,OUTCOME_AWARENESS,2025-12-22,3672,3672,1.0,7,0.190632,0.645714,1.230937,4.52,5.0,0,0.904,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,52.0,42.0,1.0,1.0,instagram,instagram_stories,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-23,863,863,1.0,1,0.115875,1.17,1.355736,1.17,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,46.0,12.0,3.0,2.0,instagram,feed,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-23,3,3,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1.0,1.0,,,instagram,instagram_explore,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-23,786,767,1.024772,0,0.0,0.0,1.284987,1.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16.0,2.0,2.0,2.0,instagram,instagram_reels,NR
ALC | Moda Feminina,120218457714640075,OUTCOME_AWARENESS,2025-12-23,5092,5081,1.002165,8,0.157109,0.895,1.406127,7.16,7.0,0,1.022857,2.0,0,3.58,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,82.0,45.0,24.0,17.0,instagram,instagram_stories,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-23,1021,1021,1.0,3,0.29383,0.49,1.439765,1.47,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,122.0,34.0,18.0,7.0,instagram,feed,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-23,12,12,1.0,0,0.0,0.0,1.666667,0.02,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,,,,,instagram,instagram_explore,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-23,938,909,1.031903,0,0.0,0.0,1.41791,1.33,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,68.0,23.0,13.0,9.0,instagram,instagram_reels,NR
ALC | Moda masculina,120218468471470075,OUTCOME_AWARENESS,2025-12-23,4913,4837,1.015712,3,0.061062,2.19,1.337268,6.57,2.0,0,3.285,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,95.0,45.0,30.0,22.0,instagram,instagram_stories,NR
ALC - Lojas - Inauguração/ Gastronomia,120218470856850075,OUTCOME_AWARENESS,2025-12-23,1578,1578,1.0,2,0.126743,1.14,1.444867,2.28,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,27.0,8.0,4.0,,instagram,feed,NR
