campanha,campanha_id,objetivo,data,impressoes,alcance,frequencia,cliques,ctr,cpc,cpm,custo,link_click,valor_link_click,custo_link_click,landing_page_view,valor_landing_page_view,custo_landing_page_view,lead,valor_lead,custo_lead,purchase,valor_purchase,custo_purchase,add_to_cart,valor_add_to_cart,custo_add_to_cart,initiate_checkout,valor_initiate_checkout,custo_initiate_checkout,complete_registration,valor_complete_registration,custo_complete_registration,post_engagement,valor_post_engagement,custo_post_engagement,post_reaction,valor_post_reaction,custo_post_reaction,page_engagement,valor_page_engagement,custo_page_engagement,offsite_conversion.fb_pixel_purchase,valor_offsite_conversion.fb_pixel_purchase,custo_offsite_conversion.fb_pixel_purchase,offsite_conversion.fb_pixel_lead,valor_offsite_conversion.fb_pixel_lead,custo_offsite_conversion.fb_pixel_lead,offsite_conversion.fb_pixel_view_content,valor_offsite_conversion.fb_pixel_view_content,custo_offsite_conversion.fb_pixel_view_content,quality_ranking,engagement_rate_ranking,conversion_rate_ranking,outbound_clicks,country,shopping,video_p25,video_p50,video_p75,video_p100
[ALC] Homem do Sapato - promoção,120239017891420087,OUTCOME_AWARENESS,2026-01-01,253023,178613,1.416599,295,0.11659,1.043322,1.216411,307.78,241.0,0,1.277095,35.0,0,8.793714,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,249.0,0,1.236064,8.0,0,0,249.0,0,1.236064,0,0,0,0.0,0,0,0.0,0,0,,,,241.0,BR,CS,,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-01-28,135153,120632,1.120374,179,0.132442,1.01324,1.341961,181.37,124.0,0,1.462661,15.0,0,12.091333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7904.0,0,0.022947,32.0,0,0,7904.0,0,0.022947,0,0,0,0.0,0,0,0.0,0,0,,,,124.0,BR,CS,955.0,332.0,185.0,105.0
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-01-28,216596,178485,1.213525,614,0.283477,0.429349,1.217105,263.62,139.0,0,1.896547,13.0,0,20.278462,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14216.0,0,0.018544,96.0,0,0,14217.0,0,0.018543,0,0,0,0.0,0,0,0.0,0,0,,,,138.0,BR,CS,2009.0,615.0,329.0,169.0
[ALC] Novas Lojas - Vídeo Elisa,120238977169450087,OUTCOME_AWARENESS,2026-01-28,159541,128442,1.242125,192,0.120345,1.08276,1.303051,207.89,139.0,0,1.495612,14.0,0,14.849286,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,6451.0,0,0.032226,18.0,0,0,6451.0,0,0.032226,0,0,0,0.0,0,0,0.0,0,0,,,,138.0,BR,CS,890.0,236.0,141.0,66.0
[ALC] Video Argentinos,120238977290500087,OUTCOME_AWARENESS,2026-01-28,180403,161632,1.116134,188,0.104211,1.107979,1.154637,208.3,105.0,0,1.98381,20.0,0,10.415,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8805.0,0,0.023657,27.0,0,0,8805.0,0,0.023657,0,0,0,0.0,0,0,0.0,0,0,,,,104.0,BR,CS,441.0,136.0,76.0,59.0
[ALC] Volta às aulas,120239008937960087,OUTCOME_AWARENESS,2026-01-28,88180,70906,1.243618,106,0.120209,1.073585,1.290542,113.8,65.0,0,1.750769,8.0,0,14.225,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,77.0,0,1.477922,11.0,0,0,77.0,0,1.477922,0,0,0,0.0,0,0,0.0,0,0,,,,63.0,BR,CS,,,,
[ALC] Capivalley vídeo,120239017203610087,OUTCOME_AWARENESS,2026-01-28,162181,142181,1.140666,274,0.168947,0.69073,1.166968,189.26,129.0,0,1.467132,20.0,0,9.463,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9807.0,0,0.019298,32.0,0,0,9807.0,0,0.019298,0,0,0,0.0,0,0,0.0,0,0,,,,129.0,BR,CS,1361.0,321.0,179.0,86.0
[ALC] - Video Capivalley 2,120239017296950087,OUTCOME_AWARENESS,2026-01-28,151089,132485,1.140423,644,0.426239,0.298183,1.270973,192.03,87.0,0,2.207241,14.0,0,13.716429,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14047.0,0,0.013671,87.0,0,0,14047.0,0,0.013671,0,0,0,0.0,0,0,0.0,0,0,,,,87.0,BR,CS,2068.0,667.0,335.0,178.0
[ALC] Usaflex liquida,120239017471460087,OUTCOME_AWARENESS,2026-01-28,109261,99333,1.099947,128,0.117151,1.056172,1.237312,135.19,92.0,0,1.469457,6.0,0,22.531667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,98.0,0,1.37949,6.0,0,0,98.0,0,1.37949,0,0,0,0.0,0,0,0.0,0,0,,,,92.0,BR,CS,,,,
[ALC] Homem do Sapato - promoção,120239017891420087,OUTCOME_AWARENESS,2026-01-28,149390,122030,1.224207,172,0.115135,1.117558,1.286699,192.22,151.0,0,1.27298,12.0,0,16.018333,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,154.0,0,1.248182,3.0,0,0,154.0,0,1.248182,0,0,0,0.0,0,0,0.0,0,0,,,,150.0,BR,CS,,,,
[ALC] Homem do Sapato - promoção,120239017891420087,OUTCOME_AWARENESS,2026-01-28,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,CS,,,,
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-02-01,800890,342837,2.336066,967,0.120741,0.993795,1.199915,961.0,637.0,0,1.508634,100.0,0,9.61,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,43079.0,0,0.022308,197.0,0,0,43079.0,0,0.022308,0,0,0,0.0,0,0,0.0,0,0,,,,637.0,BR,CS,5897.0,1811.0,993.0,628.0
ALC - NARBONA,120237232905670087,OUTCOME_AWARENESS,2026-02-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,CS,,,,
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-02-01,827796,483045,1.713704,2676,0.323268,0.344514,1.113704,921.92,577.0,0,1.597782,75.0,0,12.292267,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,59090.0,0,0.015602,321.0,0,0,59094.0,0,0.015601,0,0,0,0.0,0,0,0.0,0,0,,,,574.0,BR,CS,8125.0,2440.0,1235.0,679.0
ALC - Capivalley,120238793084460087,OUTCOME_AWARENESS,2026-02-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,CS,,,,
[ALC] Novas Lojas - Vídeo Elisa,120238977169450087,OUTCOME_AWARENESS,2026-02-01,352433,254338,1.385688,396,0.112362,1.035556,1.163569,410.08,266.0,0,1.541654,35.0,0,11.716571,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13265.0,0,0.030914,41.0,0,0,13265.0,0,0.030914,0,0,0,0.0,0,0,0.0,0,0,,,,266.0,BR,CS,1866.0,394.0,229.0,120.0
[ALC] Novas Lojas - Vídeo Elisa,120238977169450087,OUTCOME_AWARENESS,2026-02-01,4,4,1.0,0,0.0,0.0,2.5,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,CS,,,,
[ALC] Video Argentinos,120238977290500087,OUTCOME_AWARENESS,2026-02-01,401679,324140,1.239215,505,0.125722,0.804059,1.010882,406.05,247.0,0,1.643927,75.0,0,5.414,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19323.0,0,0.021014,63.0,0,0,19324.0,0,0.021013,0,0,0,0.0,0,0,0.0,0,0,,,,247.0,BR,CS,812.0,303.0,170.0,120.0
[ALC] Volta às aulas,120239008937960087,OUTCOME_AWARENESS,2026-02-01,172706,115047,1.501178,190,0.110014,1.063737,1.170255,202.11,100.0,0,2.0211,13.0,0,15.546923,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,141.0,0,1.433404,39.0,0,0,141.0,0,1.433404,0,0,0,0.0,0,0,0.0,0,0,,,,100.0,BR,CS,,,,
[ALC] Carnaval - 02/02,120239471825400087,OUTCOME_AWARENESS,2026-02-01,426501,259163,1.645686,741,0.173739,0.674764,1.17233,500.0,432.0,0,1.157407,49.0,0,10.204082,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,17527.0,0,0.028527,76.0,0,0,17527.0,0,0.028527,0,0,0,0.0,0,0,0.0,0,0,,,,418.0,BR,CS,4066.0,1659.0,535.0,303.0
[ALC] Semana do Cinema 2026,120239561692810087,OUTCOME_AWARENESS,2026-02-01,395592,250302,1.580459,713,0.180236,0.701262,1.263928,500.0,447.0,0,1.118568,99.0,0,5.050505,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,566.0,0,0.883392,86.0,0,0,567.0,0,0.881834,0,0,0,0.0,0,0,0.0,0,0,,,,445.0,BR,CS,,,,
[ALC] Bazar anacapri,120239563051420087,OUTCOME_AWARENESS,2026-02-01,166368,122845,1.354292,330,0.198355,0.605818,1.201673,199.92,229.0,0,0.873013,52.0,0,3.844615,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,251.0,0,0.796494,14.0,0,0,251.0,0,0.796494,0,0,0,0.0,0,0,0.0,0,0,,,,229.0,BR,CS,,,,
[ALC] Eventos Carnaval,120239751838580087,OUTCOME_AWARENESS,2026-02-01,836354,554514,1.508265,1419,0.169665,0.704715,1.195654,999.99,1004.0,0,0.996006,144.0,0,6.944375,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,14817.0,0,0.067489,103.0,0,0,14817.0,0,0.067489,0,0,0,0.0,0,0,0.0,0,0,,,,996.0,BR,CS,1515.0,347.0,193.0,137.0
[ALC] Eventos de Carnaval,120239828976910087,OUTCOME_ENGAGEMENT,2026-02-01,178741,127093,1.40638,1160,0.648984,0.602586,3.910686,699.0,576.0,0,1.213542,149.0,0,4.691275,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,79993.0,0,0.008738,1145.0,0,0,79993.0,0,0.008738,0,0,0,0.0,0,0,0.0,0,0,,,,567.0,BR,CS,30351.0,12884.0,8055.0,4447.0
[ALC] Musical das capivaras,120239893660110087,OUTCOME_AWARENESS,2026-02-01,266623,258678,1.030714,511,0.191656,0.587084,1.125184,300.0,394.0,0,0.761421,59.0,0,5.084746,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,435.0,0,0.689655,15.0,0,0,435.0,0,0.689655,0,0,0,0.0,0,0,0.0,0,0,,,,394.0,BR,CS,,,,
[ALC] Carnapet Continente Shopping,120239915880680087,OUTCOME_AWARENESS,2026-02-01,127438,123301,1.033552,245,0.19225,0.612082,1.176729,149.96,199.0,0,0.753568,30.0,0,4.998667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,224.0,0,0.669464,18.0,0,0,224.0,0,0.669464,0,0,0,0.0,0,0,0.0,0,0,,,,199.0,BR,CS,,,,
[ALC] Capivalley - Últimos dias,120240006022760087,OUTCOME_AWARENESS,2026-02-01,419336,327769,1.279364,607,0.144753,0.823723,1.192361,500.0,312.0,0,1.602564,57.0,0,8.77193,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19835.0,0,0.025208,38.0,0,0,19836.0,0,0.025207,0,0,0,0.0,0,0,0.0,0,0,,,,311.0,BR,CS,4338.0,1040.0,545.0,325.0
[ALC] Capivalley - Últimos dias,120240006022760087,OUTCOME_AWARENESS,2026-02-01,1,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,CS,,,,
ALC - Narbona novos conteúdos,120240054308210087,OUTCOME_AWARENESS,2026-02-01,154969,130172,1.190494,245,0.158096,0.757837,1.198111,185.67,182.0,0,1.020165,93.0,0,1.996452,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3459.0,0,0.053677,13.0,0,0,3459.0,0,0.053677,0,0,0,0.0,0,0,0.0,0,0,,,,182.0,BR,CS,639.0,170.0,98.0,65.0
TFG - Narbona Site,120240056012140087,LINK_CLICKS,2026-02-01,178975,96477,1.855105,5863,3.275877,0.16783,5.497919,983.99,4256.0,0,0.231201,1078.0,0,0.912792,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,13771.0,0,0.071454,188.0,0,0,13772.0,0,0.071449,0,0,0,0.0,0,0,0.0,0,0,,,,4255.0,BR,CS,3401.0,868.0,580.0,400.0
ALC - Narbona novos conteúdos,120240054308210087,OUTCOME_AWARENESS,2026-03-01,443604,208207,2.130591,704,0.1587,0.768054,1.218902,540.71,457.0,0,1.183173,240.0,0,2.252958,5.0,0,108.142,0,0,0,0,0,0,95.0,0,5.691684,0,0,0,12374.0,0,0.043697,77.0,0,0,12374.0,0,0.043697,0,0,0,5.0,0,0,597.0,0,0,,,,454.0,BR,CS,2313.0,664.0,372.0,201.0
[ALC] Musical K-Pop,120240776590700087,OUTCOME_AWARENESS,2026-03-01,277749,190720,1.456318,480,0.172818,0.729167,1.260131,350.0,315.0,0,1.111111,2.0,0,175.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,408.0,0,0.857843,51.0,0,0,408.0,0,0.857843,0,0,0,0.0,0,0,0.0,0,0,,,,315.0,BR,CS,,,,
[ALC] Vídeo musical K-POP,120240907473160087,OUTCOME_AWARENESS,2026-03-01,262754,121218,2.167615,537,0.204374,0.651266,1.331017,349.73,317.0,0,1.103249,23.0,0,15.205652,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,19898.0,0,0.017576,59.0,0,0,19898.0,0,0.017576,0,0,0,0.0,0,0,0.0,0,0,,,,316.0,BR,CS,12456.0,4856.0,2805.0,985.0
[ALC] Vídeo influenciadora - musicais,120240907672990087,OUTCOME_AWARENESS,2026-03-01,365558,244582,1.494623,422,0.11544,1.184716,1.367635,499.95,287.0,0,1.741986,4.0,0,124.9875,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16843.0,0,0.029683,44.0,0,0,16843.0,0,0.029683,0,0,0,0.0,0,0,0.0,0,0,,,,287.0,BR,CS,2751.0,678.0,368.0,215.0
[ALC] A Menina da Casa Mágica,120241003965020087,OUTCOME_AWARENESS,2026-03-01,336904,217242,1.550824,771,0.228849,0.64847,1.484013,499.97,549.0,0,0.910692,16.0,0,31.248125,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,687.0,0,0.727758,43.0,0,0,688.0,0,0.726701,0,0,0,0.0,0,0,0.0,0,0,,,,547.0,BR,CS,,,,
[ALC] Musical A Menina da Casa Mágica 02,120241004108970087,OUTCOME_AWARENESS,2026-03-01,378437,280918,1.347144,651,0.172023,0.767988,1.321118,499.96,483.0,0,1.035114,13.0,0,38.458462,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,597.0,0,0.837454,51.0,0,0,597.0,0,0.837454,0,0,0,0.0,0,0,0.0,0,0,,,,480.0,BR,CS,,,,
[ALC] Vídeo Gabby,120241170074910087,OUTCOME_AWARENESS,2026-03-01,121263,117300,1.033785,285,0.235026,0.701754,1.649308,200.0,176.0,0,1.136364,10.0,0,20.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,10759.0,0,0.018589,21.0,0,0,10759.0,0,0.018589,0,0,0,0.0,0,0,0.0,0,0,,,,175.0,BR,CS,1380.0,334.0,169.0,107.0
[ALC] Campanha de Almoço,120241302239000087,OUTCOME_AWARENESS,2026-03-01,442388,278798,1.586769,837,0.1892,0.955771,1.808322,799.98,613.0,0,1.305024,7.0,0,114.282857,19.0,0,42.104211,0,0,0,0,0,0,265.0,0,3.018792,0,0,0,14322.0,0,0.055857,87.0,0,0,14322.0,0,0.055857,0,0,0,19.0,0,0,1462.0,0,0,,,,609.0,BR,CS,2785.0,1280.0,769.0,283.0
TRAF - FRANQUIAS CS,120241484290580087,LINK_CLICKS,2026-03-01,46083,26179,1.760304,966,2.096218,0.193333,4.052688,186.76,881.0,0,0.211986,11.0,0,16.978182,2.0,0,93.38,0,0,0,0,0,0,4.0,0,46.69,0,0,0,889.0,0,0.210079,7.0,0,0,889.0,0,0.210079,0,0,0,2.0,0,0,23.0,0,0,,,,663.0,BR,CS,,,,
ALC - Narbona novos conteúdos,120240054308210087,OUTCOME_AWARENESS,2026-04-01,489733,231343,2.116913,750,0.153145,0.762147,1.167187,571.61,528.0,0,1.082595,257.0,0,2.224163,15.0,0,38.107333,0,0,0,0,0,0,266.0,0,2.14891,0,0,0,11449.0,0,0.049927,73.0,0,0,11449.0,0,0.049927,0,0,0,15.0,0,0,1114.0,0,0,,,,527.0,BR,CS,2082.0,580.0,325.0,197.0
[ALC] Campanha de Almoço,120241302239000087,OUTCOME_AWARENESS,2026-04-01,138793,77035,1.801688,171,0.123205,0.975497,1.201862,166.81,126.0,0,1.323889,0.0,0,0.0,3.0,0,55.603333,0,0,0,0,0,0,50.0,0,3.3362,0,0,0,2594.0,0,0.064306,26.0,0,0,2594.0,0,0.064306,0,0,0,3.0,0,0,274.0,0,0,,,,126.0,BR,CS,217.0,93.0,50.0,16.0
TRAF - FRANQUIAS CS,120241484290580087,LINK_CLICKS,2026-04-01,231568,91563,2.529057,5309,2.292631,0.190844,4.375345,1013.19,4889.0,0,0.207239,9.0,0,112.576667,5.0,0,202.638,0,0,0,0,0,0,26.0,0,38.968846,0,0,0,4961.0,0,0.204231,58.0,0,0,4962.0,0,0.20419,0,0,0,5.0,0,0,151.0,0,0,,,,3326.0,BR,CS,,,,
ENG - FRANQUIAS CS — Whats,120241860601160087,OUTCOME_ENGAGEMENT,2026-04-01,402272,245214,1.640494,8038,1.998151,0.128102,2.559661,1029.68,7604.0,0,0.135413,3.0,0,343.226667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7825.0,0,0.131589,206.0,0,0,7829.0,0,0.131521,0,0,0,0.0,0,0,0.0,0,0,,,,2315.0,BR,CS,,,,
[ALC] Horário de funcionamento Páscoa,120241863611910087,OUTCOME_AWARENESS,2026-04-01,132596,95704,1.38548,350,0.26396,0.428543,1.13118,149.99,249.0,0,0.602369,13.0,0,11.537692,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,264.0,0,0.568144,13.0,0,0,264.0,0,0.568144,0,0,0,0.0,0,0,0.0,0,0,,,,249.0,BR,CS,,,,
ALC - PROMO IPHONE,120241864077630087,OUTCOME_AWARENESS,2026-04-01,864515,344333,2.510695,1201,0.138922,0.998884,1.387668,1199.66,923.0,0,1.29974,73.0,0,16.433699,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24431.0,0,0.049104,54.0,0,0,24431.0,0,0.049104,0,0,0,0.0,0,0,0.0,0,0,,,,918.0,BR,CS,8641.0,2717.0,1605.0,1105.0
TRAF - PROMO IPHONE,120242044707630087,LINK_CLICKS,2026-04-01,187962,44176,4.254844,3162,1.682255,0.15802,2.658303,499.66,2792.0,0,0.178961,844.0,0,0.592014,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,16520.0,0,0.030246,123.0,0,0,16521.0,0,0.030244,0,0,0,0.0,0,0,0.0,0,0,,,,2789.0,BR,CS,2798.0,1155.0,857.0,619.0
TRAF - PROMO IPHONE,120242044707630087,LINK_CLICKS,2026-04-01,4,3,1.333333,0,0.0,0.0,2.50005,0.01,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0,0,0.0,0,0,,,,0.0,unknown,CS,,,,
ALC - Super Games,120242125799840087,OUTCOME_AWARENESS,2026-04-01,906654,395117,2.294647,1432,0.157943,0.822989,1.299856,1178.52,1132.0,0,1.041095,24.0,0,49.105,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,36414.0,0,0.032364,167.0,0,0,36414.0,0,0.032364,0,0,0,0.0,0,0,0.0,0,0,,,,1129.0,BR,CS,15778.0,8417.0,3696.0,1708.0
ALC - CINEPOLIS MJ,120242532204570087,OUTCOME_AWARENESS,2026-04-01,211176,127619,1.654738,273,0.129276,1.044359,1.350106,285.11,215.0,0,1.326093,3.0,0,95.036667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,11814.0,0,0.024133,41.0,0,0,11814.0,0,0.024133,0,0,0,0.0,0,0,0.0,0,0,,,,215.0,BR,CS,1087.0,284.0,124.0,75.0
[ALC] Patrulha Canina Show,120242694123040087,OUTCOME_AWARENESS,2026-04-01,620126,434082,1.428592,1346,0.217053,0.594235,1.289802,799.84,1032.0,0,0.775039,69.0,0,11.591884,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1184.0,0,0.675541,77.0,0,0,1184.0,0,0.675541,0,0,0,0.0,0,0,0.0,0,0,,,,1030.0,BR,CS,,,,
[ALC] Video Patrulha Canina,120242948000440087,OUTCOME_AWARENESS,2026-04-01,309381,261245,1.184256,698,0.225612,0.716289,1.616033,499.97,430.0,0,1.162721,12.0,0,41.664167,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,24112.0,0,0.020735,89.0,0,0,24114.0,0,0.020734,0,0,0,0.0,0,0,0.0,0,0,,,,430.0,BR,CS,15958.0,4944.0,2807.0,1998.0
ALC - PROMO MAES 26,120243262160690087,OUTCOME_AWARENESS,2026-04-01,12981,12981,1.0,16,0.123257,1.021875,1.259533,16.35,13.0,0,1.257692,6.0,0,2.725,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,490.0,0,0.033367,2.0,0,0,490.0,0,0.033367,0,0,0,0.0,0,0,0.0,0,0,,,,13.0,BR,CS,137.0,65.0,18.0,12.0
TRAF - PROMO MAES 26,120243262954300087,LINK_CLICKS,2026-04-01,2167,2098,1.032888,65,2.999539,0.268,8.038763,17.42,62.0,0,0.280968,39.0,0,0.446667,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,450.0,0,0.038711,6.0,0,0,450.0,0,0.038711,0,0,0,0.0,0,0,0.0,0,0,,,,62.0,BR,CS,131.0,80.0,25.0,16.0
Chegada do Papai Noel,120236045000290402,LINK_CLICKS,2025-10-30,55793,44542,1.252593,2500,4.480849,0.152944,6.853189,382.36,1854.0,0,0.206235,976.0,0,0.391762,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,7144.0,0,0.053522,89.0,0,0,7147.0,0,0.053499,0,0,0,0.0,0,0,0.0,0,0,,,,1853.0,BR,BS,1545.0,786.0,507.0,348.0
Carrossel chegada noel,120236045103480402,LINK_CLICKS,2025-10-30,52782,38436,1.373244,950,1.799856,0.208347,3.749953,197.93,707.0,0,0.279958,289.0,0,0.684879,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,806.0,0,0.245571,87.0,0,0,809.0,0,0.24466,0,0,0,0.0,0,0,0.0,0,0,,,,692.0,BR,BS,,,,
[ALC - Chegada Noel],120236188850140402,OUTCOME_AWARENESS,2025-10-30,364113,302010,1.205632,102,0.028013,5.982843,1.675991,610.25,3.0,0,203.416667,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,8221.0,0,0.074231,45.0,0,0,8221.0,0,0.074231,0,0,0,0.0,0,0,0.0,0,0,,,,3.0,BR,BS,4551.0,1742.0,1075.0,809.0
Reels chegada noel,120236199665480402,LINK_CLICKS,2025-10-30,55745,40533,1.375299,1413,2.534756,0.198301,5.02646,280.2,1000.0,0,0.2802,426.0,0,0.657746,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,9619.0,0,0.02913,81.0,0,0,9620.0,0,0.029127,0,0,0,0.0,0,0,0.0,0,0,,,,999.0,BR,BS,9983.0,4675.0,2849.0,1952.0
Chegada do Papai Noel,120236045000290402,LINK_CLICKS,2025-11-01,16494,14008,1.17747,586,3.552807,0.168891,6.000364,98.97,416.0,0,0.237909,374.0,0,0.264626,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2615.0,0,0.037847,40.0,0,0,2615.0,0,0.037847,0,0,0,0.0,0,0,0.0,0,0,,,,416.0,BR,BS,769.0,386.0,257.0,165.0
Carrossel chegada noel,120236045103480402,LINK_CLICKS,2025-11-01,14390,12821,1.122377,293,2.036136,0.171365,3.489229,50.21,194.0,0,0.258814,76.0,0,0.660658,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,233.0,0,0.215494,34.0,0,0,233.0,0,0.215494,0,0,0,0.0,0,0,0.0,0,0,,,,192.0,BR,BS,,,,
[ALC - Chegada Noel],120236188850140402,OUTCOME_AWARENESS,2025-11-01,83893,82160,1.021093,32,0.038144,4.34125,1.655919,138.92,1.0,0,138.92,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,1753.0,0,0.079247,10.0,0,0,1753.0,0,0.079247,0,0,0,0.0,0,0,0.0,0,0,,,,1.0,BR,BS,997.0,376.0,251.0,191.0
Reels chegada noel,120236199665480402,LINK_CLICKS,2025-11-01,18954,17645,1.074185,452,2.384721,0.191881,4.575815,86.73,320.0,0,0.271031,147.0,0,0.59,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,2688.0,0,0.032266,25.0,0,0,2689.0,0,0.032254,0,0,0,0.0,0,0,0.0,0,0,,,,320.0,BR,BS,2751.0,1293.0,792.0,565.0
ALC - NATAL 25,120236680754500402,OUTCOME_AWARENESS,2025-11-01,483212,233957,2.065388,739,0.152935,1.016549,1.554659,751.23,530.0,0,1.417415,104.0,0,7.223365,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,3740.0,0,0.200864,79.0,0,0,3740.0,0,0.200864,0,0,0,0.0,0,0,0.0,0,0,,,,530.0,BR,BS,11633.0,3451.0,1928.0,1346.0
Aventura Canina,120237077896970402,LINK_CLICKS,2025-11-01,218006,110916,1.965505,3592,1.647661,0.278288,4.585241,999.61,2938.0,0,0.340235,1346.0,0,0.742652,0.0,0,0.0,0,0,0,0,0,0,0.0,0,0.0,0,0,0,4589.0,0,0.217827,136.0,0,0,4592.0,0,0.217685,0,0,0,0.0,0,0,0.0,0,0,,,,2938.0,BR,BS,2699.0,1397.0,989.0,770.0
