age,stat_time_day,cost_per_conversion,cpm,conversion_rate,spend,conversion,cpc,impressions,clicks,ctr,shopping,shopping_sigla
AGE_18_24,2026-05-01 00:00:00,0.0,2.31,0.0,34.19,0,0.05,14797,688,4.65,Nacoes Shopping,NS
AGE_25_34,2026-05-01 00:00:00,0.0,2.32,0.0,23.9,0,0.07,10301,361,3.5,Nacoes Shopping,NS
AGE_35_44,2026-05-01 00:00:00,0.0,2.78,0.0,17.94,0,0.04,6452,469,7.27,Nacoes Shopping,NS
AGE_45_54,2026-05-01 00:00:00,0.0,2.54,0.0,13.45,0,0.04,5297,356,6.72,Nacoes Shopping,NS
AGE_55_100,2026-05-01 00:00:00,0.0,2.34,0.0,13.89,0,0.04,5936,391,6.59,Nacoes Shopping,NS
NONE,2026-05-02 00:00:00,0.0,2.8,0.0,0.07,0,0.07,25,1,4.0,Nacoes Shopping,NS
AGE_18_24,2026-05-02 00:00:00,0.0,2.55,0.0,34.95,0,0.05,13710,705,5.14,Nacoes Shopping,NS
AGE_25_34,2026-05-02 00:00:00,0.0,2.54,0.0,25.13,0,0.06,9887,439,4.44,Nacoes Shopping,NS
AGE_35_44,2026-05-02 00:00:00,0.0,2.64,0.0,15.69,0,0.05,5951,320,5.38,Nacoes Shopping,NS
AGE_45_54,2026-05-02 00:00:00,0.0,2.56,0.0,12.35,0,0.04,4823,312,6.47,Nacoes Shopping,NS
AGE_55_100,2026-05-02 00:00:00,0.0,2.84,0.0,14.38,0,0.03,5055,435,8.61,Nacoes Shopping,NS
NONE,2026-05-03 00:00:00,0.0,1.67,0.0,0.03,0,0.03,18,1,5.56,Nacoes Shopping,NS
AGE_18_24,2026-05-03 00:00:00,0.0,2.42,0.0,34.51,0,0.04,14250,885,6.21,Nacoes Shopping,NS
AGE_25_34,2026-05-03 00:00:00,0.0,2.64,0.0,28.47,0,0.04,10799,652,6.04,Nacoes Shopping,NS
AGE_35_44,2026-05-03 00:00:00,0.0,2.32,0.0,15.49,0,0.04,6680,391,5.85,Nacoes Shopping,NS
AGE_45_54,2026-05-03 00:00:00,0.0,2.42,0.0,11.1,0,0.03,4593,338,7.36,Nacoes Shopping,NS
AGE_55_100,2026-05-03 00:00:00,0.0,2.28,0.0,11.31,0,0.03,4961,451,9.09,Nacoes Shopping,NS
NONE,2026-05-04 00:00:00,0.0,1.36,0.0,0.03,0,0.0,22,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-04 00:00:00,0.0,2.69,0.0,15.61,0,0.05,5794,292,5.04,Nacoes Shopping,NS
AGE_25_34,2026-05-04 00:00:00,0.0,3.2,0.0,14.1,0,0.06,4409,219,4.97,Nacoes Shopping,NS
AGE_35_44,2026-05-04 00:00:00,0.0,3.29,0.0,7.89,0,0.05,2401,155,6.46,Nacoes Shopping,NS
AGE_45_54,2026-05-04 00:00:00,0.0,2.85,0.0,5.15,0,0.04,1810,132,7.29,Nacoes Shopping,NS
AGE_55_100,2026-05-04 00:00:00,0.0,2.85,0.0,7.06,0,0.03,2478,215,8.68,Nacoes Shopping,NS
NONE,2026-05-05 00:00:00,0.0,0.63,0.0,0.01,0,0.0,16,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-05 00:00:00,0.0,1.95,0.0,6.97,0,0.46,3575,15,0.42,Nacoes Shopping,NS
AGE_25_34,2026-05-05 00:00:00,0.0,1.78,0.0,5.91,0,0.74,3314,8,0.24,Nacoes Shopping,NS
AGE_35_44,2026-05-05 00:00:00,0.0,1.77,0.0,3.49,0,0.39,1974,9,0.46,Nacoes Shopping,NS
AGE_45_54,2026-05-05 00:00:00,0.0,1.76,0.0,2.62,0,0.66,1491,4,0.27,Nacoes Shopping,NS
AGE_55_100,2026-05-05 00:00:00,0.0,1.6,0.0,2.51,0,0.42,1569,6,0.38,Nacoes Shopping,NS
NONE,2026-05-06 00:00:00,0.0,2.0,0.0,0.06,0,0.0,30,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-06 00:00:00,0.0,2.7,0.0,29.04,0,0.09,10742,340,3.17,Nacoes Shopping,NS
AGE_25_34,2026-05-06 00:00:00,0.0,2.8,0.0,24.33,0,0.1,8698,254,2.92,Nacoes Shopping,NS
AGE_35_44,2026-05-06 00:00:00,0.0,2.49,0.0,12.34,0,0.09,4953,133,2.69,Nacoes Shopping,NS
AGE_45_54,2026-05-06 00:00:00,0.0,2.85,0.0,11.82,0,0.06,4148,209,5.04,Nacoes Shopping,NS
AGE_55_100,2026-05-06 00:00:00,0.0,2.51,0.0,12.37,0,0.06,4926,210,4.26,Nacoes Shopping,NS
NONE,2026-05-07 00:00:00,0.0,1.86,0.0,0.08,0,0.0,43,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-07 00:00:00,0.0,3.04,0.0,46.17,0,0.05,15170,867,5.72,Nacoes Shopping,NS
AGE_25_34,2026-05-07 00:00:00,0.0,3.0,0.0,29.35,0,0.07,9774,393,4.02,Nacoes Shopping,NS
AGE_35_44,2026-05-07 00:00:00,0.0,3.07,0.0,18.36,0,0.05,5981,343,5.73,Nacoes Shopping,NS
AGE_45_54,2026-05-07 00:00:00,0.0,2.91,0.0,16.26,0,0.05,5597,343,6.13,Nacoes Shopping,NS
AGE_55_100,2026-05-07 00:00:00,0.0,2.95,0.0,18.59,0,0.04,6310,432,6.85,Nacoes Shopping,NS
NONE,2026-05-08 00:00:00,0.0,3.78,0.0,0.17,0,0.17,45,1,2.22,Nacoes Shopping,NS
AGE_18_24,2026-05-08 00:00:00,0.0,2.86,0.0,40.44,0,0.05,14143,795,5.62,Nacoes Shopping,NS
AGE_25_34,2026-05-08 00:00:00,0.0,2.74,0.0,25.78,0,0.07,9422,374,3.97,Nacoes Shopping,NS
AGE_35_44,2026-05-08 00:00:00,0.0,3.03,0.0,16.81,0,0.05,5540,336,6.06,Nacoes Shopping,NS
AGE_45_54,2026-05-08 00:00:00,0.0,3.28,0.0,16.83,0,0.04,5125,428,8.35,Nacoes Shopping,NS
AGE_55_100,2026-05-08 00:00:00,0.0,3.12,0.0,17.13,0,0.03,5487,518,9.44,Nacoes Shopping,NS
NONE,2026-05-09 00:00:00,0.0,2.05,0.0,0.08,0,0.0,39,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-09 00:00:00,0.0,2.95,0.0,37.65,0,0.04,12755,859,6.73,Nacoes Shopping,NS
AGE_25_34,2026-05-09 00:00:00,0.0,2.85,0.0,24.37,0,0.07,8538,361,4.23,Nacoes Shopping,NS
AGE_35_44,2026-05-09 00:00:00,0.0,2.86,0.0,15.28,0,0.05,5335,339,6.35,Nacoes Shopping,NS
AGE_45_54,2026-05-09 00:00:00,0.0,3.07,0.0,14.38,0,0.04,4684,372,7.94,Nacoes Shopping,NS
AGE_55_100,2026-05-09 00:00:00,0.0,3.1,0.0,17.03,0,0.03,5486,518,9.44,Nacoes Shopping,NS
NONE,2026-05-10 00:00:00,0.0,3.02,0.0,0.16,0,0.0,53,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-10 00:00:00,0.0,2.74,0.0,31.86,0,0.04,11624,715,6.15,Nacoes Shopping,NS
AGE_25_34,2026-05-10 00:00:00,0.0,2.67,0.0,23.52,0,0.06,8820,386,4.38,Nacoes Shopping,NS
AGE_35_44,2026-05-10 00:00:00,0.0,2.88,0.0,15.25,0,0.05,5293,299,5.65,Nacoes Shopping,NS
AGE_45_54,2026-05-10 00:00:00,0.0,3.0,0.0,14.9,0,0.03,4972,428,8.61,Nacoes Shopping,NS
AGE_55_100,2026-05-10 00:00:00,0.0,2.32,0.0,11.67,0,0.04,5021,324,6.45,Nacoes Shopping,NS
NONE,2026-05-11 00:00:00,0.0,2.22,0.0,0.04,0,0.0,18,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-11 00:00:00,0.0,2.66,0.0,12.18,0,0.05,4581,223,4.87,Nacoes Shopping,NS
AGE_25_34,2026-05-11 00:00:00,0.0,2.8,0.0,9.98,0,0.09,3560,114,3.2,Nacoes Shopping,NS
AGE_35_44,2026-05-11 00:00:00,0.0,2.84,0.0,6.01,0,0.08,2116,78,3.69,Nacoes Shopping,NS
AGE_45_54,2026-05-11 00:00:00,0.0,3.12,0.0,6.06,0,0.04,1942,153,7.88,Nacoes Shopping,NS
AGE_55_100,2026-05-11 00:00:00,0.0,2.88,0.0,5.91,0,0.04,2049,155,7.56,Nacoes Shopping,NS
NONE,2026-05-12 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-12 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-12 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-12 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-12 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-12 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-13 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-13 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-13 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-13 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-14 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-14 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-14 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-14 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-15 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-15 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-15 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_45_54,2026-05-15 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-16 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-16 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-17 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-17 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-18 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-18 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_25_34,2026-05-19 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_35_44,2026-05-19 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-20 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-20 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-21 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-22 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-23 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-24 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-25 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_55_100,2026-05-25 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-26 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-27 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-27 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
NONE,2026-05-28 00:00:00,0.0,4.29,0.0,0.03,0,0.03,7,1,14.29,Nacoes Shopping,NS
AGE_18_24,2026-05-28 00:00:00,0.0,2.37,0.0,13.93,0,0.07,5871,204,3.47,Nacoes Shopping,NS
AGE_25_34,2026-05-28 00:00:00,0.0,2.5,0.0,10.83,0,0.08,4333,138,3.18,Nacoes Shopping,NS
AGE_35_44,2026-05-28 00:00:00,0.0,2.79,0.0,6.85,0,0.06,2458,114,4.64,Nacoes Shopping,NS
AGE_45_54,2026-05-28 00:00:00,0.0,3.06,0.0,9.47,0,0.04,3097,222,7.17,Nacoes Shopping,NS
AGE_55_100,2026-05-28 00:00:00,0.0,2.8,0.0,10.73,0,0.04,3832,250,6.52,Nacoes Shopping,NS
NONE,2026-05-29 00:00:00,0.0,3.75,0.0,0.03,0,0.0,8,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-29 00:00:00,0.0,3.0,0.0,26.09,0,0.06,8702,421,4.84,Nacoes Shopping,NS
AGE_25_34,2026-05-29 00:00:00,0.0,2.75,0.0,18.89,0,0.09,6868,204,2.97,Nacoes Shopping,NS
AGE_35_44,2026-05-29 00:00:00,0.0,3.06,0.0,11.57,0,0.06,3787,190,5.02,Nacoes Shopping,NS
AGE_45_54,2026-05-29 00:00:00,0.0,3.04,0.0,11.61,0,0.05,3815,242,6.34,Nacoes Shopping,NS
AGE_55_100,2026-05-29 00:00:00,0.0,2.92,0.0,15.63,0,0.05,5358,325,6.07,Nacoes Shopping,NS
NONE,2026-05-30 00:00:00,0.0,1.58,0.0,0.03,0,0.0,19,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-30 00:00:00,0.0,2.67,0.0,23.21,0,0.06,8707,364,4.18,Nacoes Shopping,NS
AGE_25_34,2026-05-30 00:00:00,0.0,2.56,0.0,19.32,0,0.09,7537,224,2.97,Nacoes Shopping,NS
AGE_35_44,2026-05-30 00:00:00,0.0,2.98,0.0,12.09,0,0.06,4062,215,5.29,Nacoes Shopping,NS
AGE_45_54,2026-05-30 00:00:00,0.0,3.36,0.0,13.04,0,0.04,3879,311,8.02,Nacoes Shopping,NS
AGE_55_100,2026-05-30 00:00:00,0.0,3.08,0.0,14.53,0,0.04,4722,369,7.81,Nacoes Shopping,NS
NONE,2026-05-31 00:00:00,0.0,3.1,0.0,0.09,0,0.0,29,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-05-31 00:00:00,0.0,2.57,0.0,24.6,0,0.05,9556,493,5.16,Nacoes Shopping,NS
AGE_25_34,2026-05-31 00:00:00,0.0,2.47,0.0,20.34,0,0.07,8229,309,3.76,Nacoes Shopping,NS
AGE_35_44,2026-05-31 00:00:00,0.0,2.72,0.0,12.08,0,0.05,4448,228,5.13,Nacoes Shopping,NS
AGE_45_54,2026-05-31 00:00:00,0.0,3.0,0.0,13.06,0,0.04,4357,350,8.03,Nacoes Shopping,NS
AGE_55_100,2026-05-31 00:00:00,0.0,2.64,0.0,14.18,0,0.03,5370,423,7.88,Nacoes Shopping,NS
NONE,2026-06-01 00:00:00,0.0,4.14,0.0,0.12,0,0.0,29,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-06-01 00:00:00,0.0,2.36,0.0,21.72,0,0.06,9192,382,4.16,Nacoes Shopping,NS
AGE_25_34,2026-06-01 00:00:00,0.0,2.25,0.0,20.07,0,0.07,8916,286,3.21,Nacoes Shopping,NS
AGE_35_44,2026-06-01 00:00:00,0.0,2.63,0.0,12.77,0,0.04,4851,360,7.42,Nacoes Shopping,NS
AGE_45_54,2026-06-01 00:00:00,0.0,2.42,0.0,9.63,0,0.04,3973,238,5.99,Nacoes Shopping,NS
AGE_55_100,2026-06-01 00:00:00,0.0,2.96,0.0,16.29,0,0.03,5509,593,10.76,Nacoes Shopping,NS
NONE,2026-06-02 00:00:00,0.0,1.37,0.0,0.07,0,0.0,51,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-06-02 00:00:00,0.0,2.66,0.0,21.61,0,0.05,8112,394,4.86,Nacoes Shopping,NS
AGE_25_34,2026-06-02 00:00:00,0.0,2.5,0.0,18.93,0,0.1,7582,189,2.49,Nacoes Shopping,NS
AGE_35_44,2026-06-02 00:00:00,0.0,2.77,0.0,12.06,0,0.05,4351,244,5.61,Nacoes Shopping,NS
AGE_45_54,2026-06-02 00:00:00,0.0,2.85,0.0,9.84,0,0.03,3451,287,8.32,Nacoes Shopping,NS
AGE_55_100,2026-06-02 00:00:00,0.0,3.34,0.0,16.05,0,0.03,4804,628,13.07,Nacoes Shopping,NS
NONE,2026-06-03 00:00:00,0.0,1.95,0.0,0.08,0,0.0,41,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-06-03 00:00:00,0.0,2.9,0.0,22.27,0,0.05,7673,427,5.56,Nacoes Shopping,NS
AGE_25_34,2026-06-03 00:00:00,0.0,2.62,0.0,21.34,0,0.07,8135,292,3.59,Nacoes Shopping,NS
AGE_35_44,2026-06-03 00:00:00,0.0,2.67,0.0,10.57,0,0.05,3964,221,5.58,Nacoes Shopping,NS
AGE_45_54,2026-06-03 00:00:00,0.0,2.93,0.0,10.72,0,0.03,3663,360,9.83,Nacoes Shopping,NS
AGE_55_100,2026-06-03 00:00:00,0.0,3.08,0.0,14.58,0,0.02,4731,603,12.75,Nacoes Shopping,NS
NONE,2026-06-04 00:00:00,0.0,2.27,0.0,0.1,0,0.1,44,1,2.27,Nacoes Shopping,NS
AGE_18_24,2026-06-04 00:00:00,0.0,2.56,0.0,22.73,0,0.05,8894,445,5.0,Nacoes Shopping,NS
AGE_25_34,2026-06-04 00:00:00,0.0,2.53,0.0,20.41,0,0.06,8063,327,4.06,Nacoes Shopping,NS
AGE_35_44,2026-06-04 00:00:00,0.0,2.8,0.0,11.76,0,0.03,4205,377,8.97,Nacoes Shopping,NS
AGE_45_54,2026-06-04 00:00:00,0.0,2.83,0.0,11.15,0,0.03,3934,413,10.5,Nacoes Shopping,NS
AGE_55_100,2026-06-04 00:00:00,0.0,2.86,0.0,13.72,0,0.02,4805,596,12.4,Nacoes Shopping,NS
NONE,2026-06-05 00:00:00,0.0,4.17,0.0,0.1,0,0.0,24,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-06-05 00:00:00,0.0,2.46,0.0,21.78,0,0.04,8871,519,5.85,Nacoes Shopping,NS
AGE_25_34,2026-06-05 00:00:00,0.0,2.14,0.0,15.86,0,0.08,7410,196,2.65,Nacoes Shopping,NS
AGE_35_44,2026-06-05 00:00:00,0.0,2.44,0.0,9.87,0,0.04,4038,257,6.36,Nacoes Shopping,NS
AGE_45_54,2026-06-05 00:00:00,0.0,2.6,0.0,10.43,0,0.03,4010,310,7.73,Nacoes Shopping,NS
AGE_55_100,2026-06-05 00:00:00,0.0,2.57,0.0,13.34,0,0.03,5181,445,8.59,Nacoes Shopping,NS
NONE,2026-06-06 00:00:00,0.0,2.5,0.0,0.08,0,0.0,32,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-06-06 00:00:00,0.0,2.5,0.0,20.95,0,0.04,8369,475,5.68,Nacoes Shopping,NS
AGE_25_34,2026-06-06 00:00:00,0.0,2.32,0.0,17.26,0,0.06,7448,276,3.71,Nacoes Shopping,NS
AGE_35_44,2026-06-06 00:00:00,0.0,2.43,0.0,9.25,0,0.05,3814,202,5.3,Nacoes Shopping,NS
AGE_45_54,2026-06-06 00:00:00,0.0,2.82,0.0,10.26,0,0.04,3633,291,8.01,Nacoes Shopping,NS
AGE_55_100,2026-06-06 00:00:00,0.0,2.76,0.0,12.82,0,0.03,4648,432,9.29,Nacoes Shopping,NS
NONE,2026-06-07 00:00:00,0.0,2.86,0.0,0.1,0,0.0,35,0,0.0,Nacoes Shopping,NS
AGE_18_24,2026-06-07 00:00:00,0.0,2.29,0.0,20.76,0,0.04,9072,567,6.25,Nacoes Shopping,NS
AGE_25_34,2026-06-07 00:00:00,0.0,2.0,0.0,15.82,0,0.07,7893,239,3.03,Nacoes Shopping,NS
AGE_35_44,2026-06-07 00:00:00,0.0,2.45,0.0,10.41,0,0.04,4244,267,6.29,Nacoes Shopping,NS
AGE_45_54,2026-06-07 00:00:00,0.0,2.72,0.0,11.76,0,0.03,4320,411,9.51,Nacoes Shopping,NS
AGE_55_100,2026-06-07 00:00:00,0.0,2.35,0.0,11.75,0,0.03,4996,420,8.41,Nacoes Shopping,NS
NONE,2026-06-08 00:00:00,0.0,3.45,0.0,0.1,0,0.1,29,1,3.45,Nacoes Shopping,NS
AGE_18_24,2026-06-08 00:00:00,0.0,2.48,0.0,20.81,0,0.04,8407,475,5.65,Nacoes Shopping,NS
AGE_25_34,2026-06-08 00:00:00,0.0,2.28,0.0,17.27,0,0.07,7559,263,3.48,Nacoes Shopping,NS
