age,stat_time_day,cost_per_conversion,cpm,conversion_rate,spend,conversion,cpc,impressions,clicks,ctr,shopping,shopping_sigla
AGE_18_24,2025-11-07 00:00:00,0.0,2.75,0.0,20.68,0,6.89,7508,3,0.04,Nacoes Shopping,NS
AGE_25_34,2025-11-07 00:00:00,0.0,2.96,0.0,15.17,0,15.17,5130,1,0.02,Nacoes Shopping,NS
AGE_35_44,2025-11-07 00:00:00,0.0,3.3,0.0,9.84,0,4.92,2984,2,0.07,Nacoes Shopping,NS
AGE_45_54,2025-11-07 00:00:00,0.0,2.84,0.0,6.13,0,0.0,2155,0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-11-07 00:00:00,0.0,2.99,0.0,8.08,0,4.04,2700,2,0.07,Nacoes Shopping,NS
AGE_18_24,2025-11-08 00:00:00,0.0,2.45,0.0,17.12,0,5.71,6993,3,0.04,Nacoes Shopping,NS
AGE_25_34,2025-11-08 00:00:00,0.0,2.91,0.0,13.84,0,2.77,4750,5,0.11,Nacoes Shopping,NS
AGE_35_44,2025-11-08 00:00:00,0.0,2.57,0.0,6.48,0,1.62,2521,4,0.16,Nacoes Shopping,NS
AGE_45_54,2025-11-08 00:00:00,0.0,2.23,0.0,3.91,0,1.96,1757,2,0.11,Nacoes Shopping,NS
AGE_55_100,2025-11-08 00:00:00,0.0,2.58,0.0,4.81,0,4.81,1864,1,0.05,Nacoes Shopping,NS
AGE_18_24,2025-11-09 00:00:00,0.0,2.55,0.0,14.91,0,4.97,5858,3,0.05,Nacoes Shopping,NS
AGE_25_34,2025-11-09 00:00:00,0.0,2.79,0.0,11.48,0,11.48,4114,1,0.02,Nacoes Shopping,NS
AGE_35_44,2025-11-09 00:00:00,0.0,3.03,0.0,6.61,0,6.61,2178,1,0.05,Nacoes Shopping,NS
AGE_45_54,2025-11-09 00:00:00,0.0,2.35,0.0,3.34,0,0.0,1420,0,0.0,Nacoes Shopping,NS
AGE_55_100,2025-11-09 00:00:00,0.0,2.56,0.0,3.85,0,0.0,1501,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-10 00:00:00,0.0,2.75,0.0,16.01,0,3.2,5825,5,0.09,Nacoes Shopping,NS
AGE_25_34,2025-11-10 00:00:00,0.0,2.81,0.0,11.05,0,3.68,3937,3,0.08,Nacoes Shopping,NS
AGE_35_44,2025-11-10 00:00:00,0.0,2.73,0.0,5.51,0,0.0,2019,0,0.0,Nacoes Shopping,NS
AGE_45_54,2025-11-10 00:00:00,0.0,2.71,0.0,3.83,0,3.83,1412,1,0.07,Nacoes Shopping,NS
AGE_55_100,2025-11-10 00:00:00,0.0,3.42,0.0,5.08,0,0.0,1487,0,0.0,Nacoes Shopping,NS
NONE,2025-11-11 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-11 00:00:00,0.0,4.46,0.0,32.58,0,0.09,7308,351,4.8,Nacoes Shopping,NS
AGE_25_34,2025-11-11 00:00:00,0.0,3.94,0.0,17.0,0,0.13,4314,131,3.04,Nacoes Shopping,NS
AGE_35_44,2025-11-11 00:00:00,0.0,4.8,0.0,16.7,0,0.09,3480,179,5.14,Nacoes Shopping,NS
AGE_45_54,2025-11-11 00:00:00,0.0,4.66,0.0,11.89,0,0.08,2552,147,5.76,Nacoes Shopping,NS
AGE_55_100,2025-11-11 00:00:00,0.0,3.63,0.0,8.01,0,0.12,2208,67,3.03,Nacoes Shopping,NS
NONE,2025-11-12 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-12 00:00:00,0.0,4.09,0.0,28.65,0,0.08,7007,344,4.91,Nacoes Shopping,NS
AGE_25_34,2025-11-12 00:00:00,0.0,3.98,0.0,15.11,0,0.11,3793,136,3.59,Nacoes Shopping,NS
AGE_35_44,2025-11-12 00:00:00,0.0,4.37,0.0,13.42,0,0.08,3069,170,5.54,Nacoes Shopping,NS
AGE_45_54,2025-11-12 00:00:00,0.0,6.25,0.0,14.48,0,0.08,2317,180,7.77,Nacoes Shopping,NS
AGE_55_100,2025-11-12 00:00:00,0.0,3.31,0.0,8.65,0,0.08,2614,107,4.09,Nacoes Shopping,NS
NONE,2025-11-13 00:00:00,0.0,13.33,0.0,0.04,0,0.04,3,1,33.33,Nacoes Shopping,NS
AGE_18_24,2025-11-13 00:00:00,0.0,5.04,0.0,32.79,0,0.07,6508,490,7.53,Nacoes Shopping,NS
AGE_25_34,2025-11-13 00:00:00,0.0,4.5,0.0,17.44,0,0.09,3875,185,4.77,Nacoes Shopping,NS
AGE_35_44,2025-11-13 00:00:00,0.0,4.9,0.0,15.86,0,0.07,3236,230,7.11,Nacoes Shopping,NS
AGE_45_54,2025-11-13 00:00:00,0.0,5.02,0.0,11.71,0,0.06,2331,194,8.32,Nacoes Shopping,NS
AGE_55_100,2025-11-13 00:00:00,0.0,4.15,0.0,9.93,0,0.08,2391,127,5.31,Nacoes Shopping,NS
NONE,2025-11-14 00:00:00,0.0,5.0,0.0,0.01,0,0.0,2,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-14 00:00:00,0.0,5.24,0.0,32.38,0,0.06,6182,499,8.07,Nacoes Shopping,NS
AGE_25_34,2025-11-14 00:00:00,0.0,4.64,0.0,17.59,0,0.09,3791,191,5.04,Nacoes Shopping,NS
AGE_35_44,2025-11-14 00:00:00,0.0,6.57,0.0,18.13,0,0.08,2758,236,8.56,Nacoes Shopping,NS
AGE_45_54,2025-11-14 00:00:00,0.0,6.23,0.0,13.54,0,0.05,2175,272,12.51,Nacoes Shopping,NS
AGE_55_100,2025-11-14 00:00:00,0.0,4.27,0.0,8.74,0,0.06,2049,136,6.64,Nacoes Shopping,NS
NONE,2025-11-15 00:00:00,0.0,7.27,0.0,0.08,0,0.04,11,2,18.18,Nacoes Shopping,NS
AGE_18_24,2025-11-15 00:00:00,0.0,4.63,0.0,28.38,0,0.1,6128,296,4.83,Nacoes Shopping,NS
AGE_25_34,2025-11-15 00:00:00,0.0,3.78,0.0,14.48,0,0.17,3826,85,2.22,Nacoes Shopping,NS
AGE_35_44,2025-11-15 00:00:00,0.0,5.32,0.0,15.49,0,0.11,2911,144,4.95,Nacoes Shopping,NS
AGE_45_54,2025-11-15 00:00:00,0.0,4.12,0.0,7.92,0,0.07,1924,115,5.98,Nacoes Shopping,NS
AGE_55_100,2025-11-15 00:00:00,0.0,5.05,0.0,10.72,0,0.09,2121,114,5.37,Nacoes Shopping,NS
NONE,2025-11-16 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-16 00:00:00,0.0,4.65,0.0,29.55,0,0.08,6353,394,6.2,Nacoes Shopping,NS
AGE_25_34,2025-11-16 00:00:00,0.0,4.02,0.0,15.21,0,0.1,3781,145,3.83,Nacoes Shopping,NS
AGE_35_44,2025-11-16 00:00:00,0.0,4.96,0.0,14.74,0,0.09,2974,156,5.25,Nacoes Shopping,NS
AGE_45_54,2025-11-16 00:00:00,0.0,6.28,0.0,12.07,0,0.05,1923,239,12.43,Nacoes Shopping,NS
AGE_55_100,2025-11-16 00:00:00,0.0,5.08,0.0,9.22,0,0.07,1814,124,6.84,Nacoes Shopping,NS
NONE,2025-11-17 00:00:00,0.0,0.0,0.0,0.01,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-17 00:00:00,0.0,4.58,0.0,26.29,0,0.08,5734,336,5.86,Nacoes Shopping,NS
AGE_25_34,2025-11-17 00:00:00,0.0,4.39,0.0,15.87,0,0.11,3612,140,3.88,Nacoes Shopping,NS
AGE_35_44,2025-11-17 00:00:00,0.0,4.61,0.0,12.21,0,0.08,2648,153,5.78,Nacoes Shopping,NS
AGE_45_54,2025-11-17 00:00:00,0.0,5.76,0.0,12.43,0,0.05,2159,256,11.86,Nacoes Shopping,NS
AGE_55_100,2025-11-17 00:00:00,0.0,5.43,0.0,10.42,0,0.07,1918,152,7.92,Nacoes Shopping,NS
NONE,2025-11-18 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-18 00:00:00,0.0,4.91,0.0,26.15,0,0.13,5324,201,3.78,Nacoes Shopping,NS
AGE_25_34,2025-11-18 00:00:00,0.0,4.12,0.0,14.51,0,0.2,3519,74,2.1,Nacoes Shopping,NS
AGE_35_44,2025-11-18 00:00:00,0.0,4.48,0.0,10.48,0,0.11,2341,94,4.02,Nacoes Shopping,NS
AGE_45_54,2025-11-18 00:00:00,0.0,5.97,0.0,9.53,0,0.08,1595,113,7.08,Nacoes Shopping,NS
AGE_55_100,2025-11-18 00:00:00,0.0,5.71,0.0,13.26,0,0.09,2321,142,6.12,Nacoes Shopping,NS
NONE,2025-11-19 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-19 00:00:00,0.0,5.17,0.0,29.14,0,0.09,5637,333,5.91,Nacoes Shopping,NS
AGE_25_34,2025-11-19 00:00:00,0.0,5.41,0.0,16.81,0,0.12,3107,143,4.6,Nacoes Shopping,NS
AGE_35_44,2025-11-19 00:00:00,0.0,5.08,0.0,10.65,0,0.1,2095,109,5.2,Nacoes Shopping,NS
AGE_45_54,2025-11-19 00:00:00,0.0,6.33,0.0,12.05,0,0.06,1903,196,10.3,Nacoes Shopping,NS
AGE_55_100,2025-11-19 00:00:00,0.0,4.9,0.0,8.6,0,0.08,1756,105,5.98,Nacoes Shopping,NS
NONE,2025-11-20 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-20 00:00:00,0.0,4.57,0.0,26.5,0,0.09,5798,293,5.05,Nacoes Shopping,NS
AGE_25_34,2025-11-20 00:00:00,0.0,4.3,0.0,14.66,0,0.11,3412,132,3.87,Nacoes Shopping,NS
AGE_35_44,2025-11-20 00:00:00,0.0,5.22,0.0,11.44,0,0.08,2190,135,6.16,Nacoes Shopping,NS
AGE_45_54,2025-11-20 00:00:00,0.0,5.64,0.0,12.38,0,0.05,2195,229,10.43,Nacoes Shopping,NS
AGE_55_100,2025-11-20 00:00:00,0.0,5.51,0.0,9.51,0,0.12,1726,81,4.69,Nacoes Shopping,NS
NONE,2025-11-21 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-21 00:00:00,0.0,4.32,0.0,25.08,0,0.08,5801,322,5.55,Nacoes Shopping,NS
AGE_25_34,2025-11-21 00:00:00,0.0,4.04,0.0,13.49,0,0.12,3338,110,3.3,Nacoes Shopping,NS
AGE_35_44,2025-11-21 00:00:00,0.0,4.51,0.0,10.73,0,0.07,2381,155,6.51,Nacoes Shopping,NS
AGE_45_54,2025-11-21 00:00:00,0.0,5.47,0.0,10.15,0,0.06,1857,174,9.37,Nacoes Shopping,NS
AGE_55_100,2025-11-21 00:00:00,0.0,3.88,0.0,6.32,0,0.09,1629,68,4.17,Nacoes Shopping,NS
NONE,2025-11-22 00:00:00,0.0,10.0,0.0,0.01,0,0.0,1,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-22 00:00:00,0.0,4.4,0.0,23.44,0,0.08,5329,291,5.46,Nacoes Shopping,NS
AGE_25_34,2025-11-22 00:00:00,0.0,3.91,0.0,13.77,0,0.1,3522,141,4.0,Nacoes Shopping,NS
AGE_35_44,2025-11-22 00:00:00,0.0,4.93,0.0,10.91,0,0.07,2214,150,6.78,Nacoes Shopping,NS
AGE_45_54,2025-11-22 00:00:00,0.0,5.31,0.0,10.8,0,0.05,2033,215,10.58,Nacoes Shopping,NS
AGE_55_100,2025-11-22 00:00:00,0.0,3.38,0.0,5.47,0,0.12,1619,46,2.84,Nacoes Shopping,NS
NONE,2025-11-23 00:00:00,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-23 00:00:00,0.0,4.02,0.0,23.97,0,0.07,5956,332,5.57,Nacoes Shopping,NS
AGE_25_34,2025-11-23 00:00:00,0.0,3.77,0.0,14.23,0,0.09,3776,160,4.24,Nacoes Shopping,NS
AGE_35_44,2025-11-23 00:00:00,0.0,3.62,0.0,9.96,0,0.08,2750,129,4.69,Nacoes Shopping,NS
AGE_45_54,2025-11-23 00:00:00,0.0,5.31,0.0,11.45,0,0.05,2155,213,9.88,Nacoes Shopping,NS
AGE_55_100,2025-11-23 00:00:00,0.0,3.41,0.0,5.97,0,0.09,1750,66,3.77,Nacoes Shopping,NS
NONE,2025-11-24 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-24 00:00:00,0.0,4.82,0.0,21.9,0,0.08,4547,289,6.36,Nacoes Shopping,NS
AGE_25_34,2025-11-24 00:00:00,0.0,4.61,0.0,13.4,0,0.09,2905,150,5.16,Nacoes Shopping,NS
AGE_35_44,2025-11-24 00:00:00,0.0,4.56,0.0,9.69,0,0.07,2125,134,6.31,Nacoes Shopping,NS
AGE_45_54,2025-11-24 00:00:00,0.0,6.44,0.0,10.85,0,0.05,1685,199,11.81,Nacoes Shopping,NS
AGE_55_100,2025-11-24 00:00:00,0.0,3.83,0.0,6.48,0,0.08,1691,78,4.61,Nacoes Shopping,NS
NONE,2025-11-25 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-25 00:00:00,0.0,3.35,0.0,37.74,0,0.14,11251,272,2.42,Nacoes Shopping,NS
AGE_25_34,2025-11-25 00:00:00,0.0,3.65,0.0,25.09,0,0.2,6867,127,1.85,Nacoes Shopping,NS
AGE_35_44,2025-11-25 00:00:00,0.0,3.83,0.0,16.13,0,0.14,4211,117,2.78,Nacoes Shopping,NS
AGE_45_54,2025-11-25 00:00:00,0.0,4.23,0.0,14.9,0,0.08,3526,182,5.16,Nacoes Shopping,NS
AGE_55_100,2025-11-25 00:00:00,0.0,3.26,0.0,11.14,0,0.12,3420,92,2.69,Nacoes Shopping,NS
NONE,2025-11-26 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-26 00:00:00,0.0,3.14,0.0,42.04,0,0.16,13391,271,2.02,Nacoes Shopping,NS
AGE_25_34,2025-11-26 00:00:00,0.0,3.42,0.0,32.13,0,0.21,9399,153,1.63,Nacoes Shopping,NS
AGE_35_44,2025-11-26 00:00:00,0.0,3.99,0.0,18.96,0,0.11,4755,174,3.66,Nacoes Shopping,NS
AGE_45_54,2025-11-26 00:00:00,0.0,3.92,0.0,16.01,0,0.1,4088,155,3.79,Nacoes Shopping,NS
AGE_55_100,2025-11-26 00:00:00,0.0,2.78,0.0,11.44,0,0.2,4117,58,1.41,Nacoes Shopping,NS
NONE,2025-11-27 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-27 00:00:00,0.0,3.72,0.0,46.06,0,0.21,12371,223,1.8,Nacoes Shopping,NS
AGE_25_34,2025-11-27 00:00:00,0.0,3.78,0.0,36.77,0,0.33,9734,110,1.13,Nacoes Shopping,NS
AGE_35_44,2025-11-27 00:00:00,0.0,4.03,0.0,18.41,0,0.14,4573,127,2.78,Nacoes Shopping,NS
AGE_45_54,2025-11-27 00:00:00,0.0,4.32,0.0,17.29,0,0.1,4005,169,4.22,Nacoes Shopping,NS
AGE_55_100,2025-11-27 00:00:00,0.0,3.17,0.0,13.37,0,0.2,4217,67,1.59,Nacoes Shopping,NS
NONE,2025-11-28 00:00:00,0.0,25.0,0.0,0.05,0,0.05,2,1,50.0,Nacoes Shopping,NS
AGE_18_24,2025-11-28 00:00:00,0.0,3.96,0.0,44.53,0,0.18,11234,252,2.24,Nacoes Shopping,NS
AGE_25_34,2025-11-28 00:00:00,0.0,4.2,0.0,33.03,0,0.25,7871,131,1.66,Nacoes Shopping,NS
AGE_35_44,2025-11-28 00:00:00,0.0,4.14,0.0,18.61,0,0.19,4492,98,2.18,Nacoes Shopping,NS
AGE_45_54,2025-11-28 00:00:00,0.0,4.78,0.0,16.33,0,0.11,3419,155,4.53,Nacoes Shopping,NS
AGE_55_100,2025-11-28 00:00:00,0.0,3.91,0.0,13.33,0,0.17,3409,79,2.32,Nacoes Shopping,NS
NONE,2025-11-29 00:00:00,0.0,0.0,0.0,0.0,0,0.0,2,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-29 00:00:00,0.0,3.63,0.0,45.02,0,0.15,12406,291,2.35,Nacoes Shopping,NS
AGE_25_34,2025-11-29 00:00:00,0.0,4.14,0.0,33.45,0,0.22,8087,150,1.85,Nacoes Shopping,NS
AGE_35_44,2025-11-29 00:00:00,0.0,3.69,0.0,19.47,0,0.2,5273,95,1.8,Nacoes Shopping,NS
AGE_45_54,2025-11-29 00:00:00,0.0,3.79,0.0,12.2,0,0.12,3217,102,3.17,Nacoes Shopping,NS
AGE_55_100,2025-11-29 00:00:00,0.0,4.57,0.0,18.49,0,0.08,4044,246,6.08,Nacoes Shopping,NS
NONE,2025-11-30 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-11-30 00:00:00,0.0,3.72,0.0,26.88,0,0.1,7234,272,3.76,Nacoes Shopping,NS
AGE_25_34,2025-11-30 00:00:00,0.0,3.77,0.0,16.28,0,0.12,4321,131,3.03,Nacoes Shopping,NS
AGE_35_44,2025-11-30 00:00:00,0.0,4.42,0.0,11.83,0,0.12,2674,95,3.55,Nacoes Shopping,NS
AGE_45_54,2025-11-30 00:00:00,0.0,5.67,0.0,15.63,0,0.04,2759,399,14.46,Nacoes Shopping,NS
AGE_55_100,2025-11-30 00:00:00,0.0,3.73,0.0,9.07,0,0.08,2434,118,4.85,Nacoes Shopping,NS
NONE,2025-12-01 00:00:00,0.0,20.0,0.0,0.02,0,0.0,1,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-01 00:00:00,0.0,3.28,0.0,20.3,0,0.09,6191,215,3.47,Nacoes Shopping,NS
AGE_25_34,2025-12-01 00:00:00,0.0,3.75,0.0,14.3,0,0.12,3813,124,3.25,Nacoes Shopping,NS
AGE_35_44,2025-12-01 00:00:00,0.0,3.41,0.0,11.69,0,0.09,3430,126,3.67,Nacoes Shopping,NS
AGE_45_54,2025-12-01 00:00:00,0.0,4.38,0.0,10.6,0,0.05,2420,215,8.88,Nacoes Shopping,NS
AGE_55_100,2025-12-01 00:00:00,0.0,3.26,0.0,12.22,0,0.04,3754,288,7.67,Nacoes Shopping,NS
NONE,2025-12-02 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-02 00:00:00,0.0,3.18,0.0,20.26,0,0.1,6379,193,3.03,Nacoes Shopping,NS
AGE_25_34,2025-12-02 00:00:00,0.0,3.31,0.0,14.38,0,0.16,4340,91,2.1,Nacoes Shopping,NS
AGE_35_44,2025-12-02 00:00:00,0.0,4.08,0.0,14.12,0,0.07,3463,205,5.92,Nacoes Shopping,NS
AGE_45_54,2025-12-02 00:00:00,0.0,4.96,0.0,12.17,0,0.05,2453,260,10.6,Nacoes Shopping,NS
AGE_55_100,2025-12-02 00:00:00,0.0,3.84,0.0,11.82,0,0.04,3079,291,9.45,Nacoes Shopping,NS
NONE,2025-12-03 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-03 00:00:00,0.0,2.9,0.0,23.37,0,0.11,8061,208,2.58,Nacoes Shopping,NS
AGE_25_34,2025-12-03 00:00:00,0.0,3.0,0.0,16.56,0,0.13,5511,132,2.4,Nacoes Shopping,NS
AGE_35_44,2025-12-03 00:00:00,0.0,2.93,0.0,10.4,0,0.1,3554,102,2.87,Nacoes Shopping,NS
AGE_45_54,2025-12-03 00:00:00,0.0,4.4,0.0,14.46,0,0.05,3288,312,9.49,Nacoes Shopping,NS
AGE_55_100,2025-12-03 00:00:00,0.0,3.38,0.0,11.5,0,0.04,3406,270,7.93,Nacoes Shopping,NS
NONE,2025-12-04 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-04 00:00:00,0.0,2.9,0.0,31.9,0,0.11,11007,303,2.75,Nacoes Shopping,NS
AGE_25_34,2025-12-04 00:00:00,0.0,3.36,0.0,20.41,0,0.13,6066,160,2.64,Nacoes Shopping,NS
AGE_35_44,2025-12-04 00:00:00,0.0,2.95,0.0,15.31,0,0.09,5188,168,3.24,Nacoes Shopping,NS
AGE_45_54,2025-12-04 00:00:00,0.0,3.61,0.0,12.26,0,0.06,3397,213,6.27,Nacoes Shopping,NS
AGE_55_100,2025-12-04 00:00:00,0.0,3.17,0.0,11.26,0,0.06,3550,193,5.44,Nacoes Shopping,NS
NONE,2025-12-05 00:00:00,0.0,0.0,0.0,0.02,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-05 00:00:00,0.0,3.17,0.0,34.86,0,0.11,10999,306,2.78,Nacoes Shopping,NS
AGE_25_34,2025-12-05 00:00:00,0.0,3.33,0.0,19.48,0,0.19,5849,105,1.8,Nacoes Shopping,NS
AGE_35_44,2025-12-05 00:00:00,0.0,3.13,0.0,13.81,0,0.12,4411,116,2.63,Nacoes Shopping,NS
AGE_45_54,2025-12-05 00:00:00,0.0,3.65,0.0,11.05,0,0.06,3029,174,5.74,Nacoes Shopping,NS
AGE_55_100,2025-12-05 00:00:00,0.0,3.47,0.0,12.22,0,0.06,3520,204,5.8,Nacoes Shopping,NS
NONE,2025-12-06 00:00:00,0.0,10.0,0.0,0.02,0,0.0,2,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-06 00:00:00,0.0,3.57,0.0,37.52,0,0.11,10497,350,3.33,Nacoes Shopping,NS
AGE_25_34,2025-12-06 00:00:00,0.0,3.61,0.0,20.02,0,0.16,5549,129,2.32,Nacoes Shopping,NS
AGE_35_44,2025-12-06 00:00:00,0.0,3.61,0.0,14.66,0,0.13,4056,109,2.69,Nacoes Shopping,NS
AGE_45_54,2025-12-06 00:00:00,0.0,4.36,0.0,11.79,0,0.06,2703,193,7.14,Nacoes Shopping,NS
AGE_55_100,2025-12-06 00:00:00,0.0,4.11,0.0,13.26,0,0.06,3226,237,7.35,Nacoes Shopping,NS
NONE,2025-12-07 00:00:00,0.0,0.0,0.0,0.0,0,0.0,0,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-07 00:00:00,0.0,3.43,0.0,35.62,0,0.14,10398,250,2.4,Nacoes Shopping,NS
AGE_25_34,2025-12-07 00:00:00,0.0,3.78,0.0,21.41,0,0.19,5658,110,1.94,Nacoes Shopping,NS
AGE_35_44,2025-12-07 00:00:00,0.0,3.38,0.0,13.56,0,0.13,4007,103,2.57,Nacoes Shopping,NS
AGE_45_54,2025-12-07 00:00:00,0.0,3.8,0.0,11.54,0,0.06,3037,205,6.75,Nacoes Shopping,NS
AGE_55_100,2025-12-07 00:00:00,0.0,3.79,0.0,12.2,0,0.07,3215,180,5.6,Nacoes Shopping,NS
NONE,2025-12-08 00:00:00,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-08 00:00:00,0.0,3.33,0.0,39.27,0,0.11,11785,364,3.09,Nacoes Shopping,NS
AGE_25_34,2025-12-08 00:00:00,0.0,3.31,0.0,20.73,0,0.16,6255,128,2.05,Nacoes Shopping,NS
AGE_35_44,2025-12-08 00:00:00,0.0,3.36,0.0,14.85,0,0.11,4422,137,3.1,Nacoes Shopping,NS
AGE_45_54,2025-12-08 00:00:00,0.0,3.49,0.0,12.17,0,0.06,3486,207,5.94,Nacoes Shopping,NS
AGE_55_100,2025-12-08 00:00:00,0.0,3.61,0.0,12.42,0,0.06,3438,221,6.43,Nacoes Shopping,NS
NONE,2025-12-09 00:00:00,0.0,0.0,0.0,0.0,0,0.0,3,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-09 00:00:00,0.0,2.85,0.0,33.11,0,0.1,11618,332,2.86,Nacoes Shopping,NS
AGE_25_34,2025-12-09 00:00:00,0.0,2.85,0.0,20.13,0,0.16,7072,127,1.8,Nacoes Shopping,NS
AGE_35_44,2025-12-09 00:00:00,0.0,3.17,0.0,15.45,0,0.12,4871,127,2.61,Nacoes Shopping,NS
AGE_45_54,2025-12-09 00:00:00,0.0,3.13,0.0,10.82,0,0.07,3458,156,4.51,Nacoes Shopping,NS
AGE_55_100,2025-12-09 00:00:00,0.0,4.02,0.0,14.67,0,0.05,3650,285,7.81,Nacoes Shopping,NS
NONE,2025-12-10 00:00:00,0.0,0.0,0.0,0.0,0,0.0,1,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-10 00:00:00,0.0,2.86,0.0,34.4,0,0.16,12028,212,1.76,Nacoes Shopping,NS
AGE_25_34,2025-12-10 00:00:00,0.0,3.23,0.0,23.4,0,0.23,7238,102,1.41,Nacoes Shopping,NS
AGE_35_44,2025-12-10 00:00:00,0.0,2.79,0.0,13.19,0,0.17,4722,76,1.61,Nacoes Shopping,NS
AGE_45_54,2025-12-10 00:00:00,0.0,3.51,0.0,11.59,0,0.07,3304,175,5.3,Nacoes Shopping,NS
AGE_55_100,2025-12-10 00:00:00,0.0,3.27,0.0,10.87,0,0.06,3322,179,5.39,Nacoes Shopping,NS
NONE,2025-12-11 00:00:00,0.0,5.0,0.0,0.04,0,0.0,8,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-11 00:00:00,0.0,3.19,0.0,36.23,0,0.16,11359,231,2.03,Nacoes Shopping,NS
AGE_25_34,2025-12-11 00:00:00,0.0,3.32,0.0,21.1,0,0.19,6364,113,1.78,Nacoes Shopping,NS
AGE_35_44,2025-12-11 00:00:00,0.0,3.22,0.0,14.76,0,0.14,4586,103,2.25,Nacoes Shopping,NS
AGE_45_54,2025-12-11 00:00:00,0.0,3.0,0.0,9.23,0,0.09,3080,108,3.51,Nacoes Shopping,NS
AGE_55_100,2025-12-11 00:00:00,0.0,3.84,0.0,13.13,0,0.06,3418,212,6.2,Nacoes Shopping,NS
NONE,2025-12-12 00:00:00,0.0,5.56,0.0,0.05,0,0.0,9,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-12 00:00:00,0.0,3.05,0.0,34.27,0,0.11,11247,320,2.85,Nacoes Shopping,NS
AGE_25_34,2025-12-12 00:00:00,0.0,3.39,0.0,20.46,0,0.15,6032,137,2.27,Nacoes Shopping,NS
AGE_35_44,2025-12-12 00:00:00,0.0,3.89,0.0,17.8,0,0.09,4580,209,4.56,Nacoes Shopping,NS
AGE_45_54,2025-12-12 00:00:00,0.0,3.85,0.0,10.18,0,0.07,2647,156,5.89,Nacoes Shopping,NS
AGE_55_100,2025-12-12 00:00:00,0.0,4.22,0.0,18.97,0,0.04,4499,436,9.69,Nacoes Shopping,NS
NONE,2025-12-13 00:00:00,0.0,4.0,0.0,0.04,0,0.0,10,0,0.0,Nacoes Shopping,NS
AGE_18_24,2025-12-13 00:00:00,0.0,2.78,0.0,32.04,0,0.12,11519,258,2.24,Nacoes Shopping,NS
AGE_25_34,2025-12-13 00:00:00,0.0,3.26,0.0,21.02,0,0.18,6448,119,1.85,Nacoes Shopping,NS
AGE_35_44,2025-12-13 00:00:00,0.0,3.01,0.0,15.45,0,0.09,5141,163,3.17,Nacoes Shopping,NS
